Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"hockey",2,3,0.400,0.600,0.417,0.583
"pick",2,3,0.400,0.600,0.417,0.583
"positive",1,0,1.000,0.000,0.750,0.250
"message",2,0,1.000,0.000,0.833,0.167
"maryland",1,1,0.500,0.500,0.500,0.500
"designs",1,0,1.000,0.000,0.750,0.250
"inspired",2,0,1.000,0.000,0.833,0.167
"ruby",3,0,1.000,0.000,0.875,0.125
"phoebe",1,0,1.000,0.000,0.750,0.250
"dahl",1,0,1.000,0.000,0.750,0.250
"defined",3,0,1.000,0.000,0.875,0.125
"sexts",1,0,1.000,0.000,0.750,0.250
"send",2,1,0.667,0.333,0.625,0.375
"go-to",1,0,1.000,0.000,0.750,0.250
"creepiest",2,0,1.000,0.000,0.833,0.167
"child",5,6,0.455,0.545,0.458,0.542
"feminist",2,0,1.000,0.000,0.833,0.167
"boss",1,1,0.500,0.500,0.500,0.500
"hobby",1,0,1.000,0.000,0.750,0.250
"catastrophe",1,0,1.000,0.000,0.750,0.250
"summed",4,0,1.000,0.000,0.900,0.100
"irate",1,1,0.500,0.500,0.500,0.500
"children's",1,2,0.333,0.667,0.375,0.625
"called",4,4,0.500,0.500,0.500,0.500
"balls?",1,0,1.000,0.000,0.750,0.250
"americans",6,4,0.600,0.400,0.591,0.409
"given",1,5,0.167,0.833,0.214,0.786
"describe",1,0,1.000,0.000,0.750,0.250
"pairs",4,1,0.800,0.200,0.750,0.250
"unrelated",1,0,1.000,0.000,0.750,0.250
"films",4,0,1.000,0.000,0.900,0.100
"sentence",1,2,0.333,0.667,0.375,0.625
"cher",2,0,1.000,0.000,0.833,0.167
"horowitz",1,0,1.000,0.000,0.750,0.250
"janet",1,0,1.000,0.000,0.750,0.250
"jackson's",1,0,1.000,0.000,0.750,0.250
"side-eye",1,0,1.000,0.000,0.750,0.250
"evan",1,1,0.500,0.500,0.500,0.500
"wood",1,0,1.000,0.000,0.750,0.250
"comments",5,1,0.833,0.167,0.786,0.214
"bisexuality",1,0,1.000,0.000,0.750,0.250
"autocorrect",1,0,1.000,0.000,0.750,0.250
"fails",2,6,0.250,0.750,0.278,0.722
"lose",1,5,0.167,0.833,0.214,0.786
"50+",1,0,1.000,0.000,0.750,0.250
"pounds",1,0,1.000,0.000,0.750,0.250
"express",1,1,0.500,0.500,0.500,0.500
"ourselves",1,0,1.000,0.000,0.750,0.250
"meet",7,3,0.700,0.300,0.682,0.318
"alice",1,0,1.000,0.000,0.750,0.250
"wonderland's",1,0,1.000,0.000,0.750,0.250
"daughter",3,0,1.000,0.000,0.875,0.125
"disney's",3,1,0.750,0.250,0.700,0.300
"descendants:",1,0,1.000,0.000,0.750,0.250
"wicked",2,1,0.667,0.333,0.625,0.375
"february",3,1,0.750,0.250,0.700,0.300
"attended",1,0,1.000,0.000,0.750,0.250
"baftas",4,0,1.000,0.000,0.900,0.100
"call",2,6,0.250,0.750,0.278,0.722
"53",1,0,1.000,0.000,0.750,0.250
"wonderfully",1,0,1.000,0.000,0.750,0.250
"pointless",1,0,1.000,0.000,0.750,0.250
"english",4,2,0.667,0.333,0.643,0.357
"language",5,0,1.000,0.000,0.917,0.083
"shocking",2,1,0.667,0.333,0.625,0.375
"injured",1,11,0.083,0.917,0.115,0.885
"meal",2,0,1.000,0.000,0.833,0.167
"number",2,2,0.500,0.500,0.500,0.500
"mcgowan",1,0,1.000,0.000,0.750,0.250
"defends",1,3,0.250,0.750,0.300,0.700
"criticizing",1,0,1.000,0.000,0.750,0.250
"jenner's",1,0,1.000,0.000,0.750,0.250
"understanding",1,0,1.000,0.000,0.750,0.250
"womanhood",1,0,1.000,0.000,0.750,0.250
"popular",4,1,0.800,0.200,0.750,0.250
"write",2,0,1.000,0.000,0.833,0.167
"haiku",1,0,1.000,0.000,0.750,0.250
"valentine's",8,0,1.000,0.000,0.944,0.056
"grinch",2,0,1.000,0.000,0.833,0.167
"steven",5,0,1.000,0.000,0.917,0.083
"avery's",1,0,1.000,0.000,0.750,0.250
"ode",1,0,1.000,0.000,0.750,0.250
"yolanda",1,0,1.000,0.000,0.750,0.250
"foster's",1,0,1.000,0.000,0.750,0.250
"malibu",1,0,1.000,0.000,0.750,0.250
"mansion",1,0,1.000,0.000,0.750,0.250
"safety",1,5,0.167,0.833,0.214,0.786
"happy",5,1,0.833,0.167,0.786,0.214
"stewart",2,2,0.500,0.500,0.500,0.500
"thinks",3,1,0.750,0.250,0.700,0.300
"lack",2,1,0.667,0.333,0.625,0.375
"gender",3,3,0.500,0.500,0.500,0.500
"equality",2,3,0.400,0.600,0.417,0.583
"types",4,0,1.000,0.000,0.900,0.100
"incredibly",6,0,1.000,0.000,0.929,0.071
"learn",5,0,1.000,0.000,0.917,0.083
"winona",1,0,1.000,0.000,0.750,0.250
"ryder",1,0,1.000,0.000,0.750,0.250
"duct",1,0,1.000,0.000,0.750,0.250
"tape",1,2,0.333,0.667,0.375,0.625
"chandler",1,0,1.000,0.000,0.750,0.250
"bing",1,0,1.000,0.000,0.750,0.250
"copeland",1,0,1.000,0.000,0.750,0.250
"ashlee",2,0,1.000,0.000,0.833,0.167
"simpson's",1,0,1.000,0.000,0.750,0.250
"l.o.v.e.",1,0,1.000,0.000,0.750,0.250
"gloriously",1,0,1.000,0.000,0.750,0.250
"cheesy",1,0,1.000,0.000,0.750,0.250
"eyebrow",1,0,1.000,0.000,0.750,0.250
"extensions",1,0,1.000,0.000,0.750,0.250
"transformations",2,0,1.000,0.000,0.833,0.167
"unreal",1,0,1.000,0.000,0.750,0.250
"meets",1,8,0.111,0.889,0.150,0.850
"university",2,9,0.182,0.818,0.208,0.792
"winners",1,0,1.000,0.000,0.750,0.250
"globes",3,0,1.000,0.000,0.875,0.125
"working",4,1,0.800,0.200,0.750,0.250
"pedicure",1,0,1.000,0.000,0.750,0.250
"featured",1,0,1.000,0.000,0.750,0.250
"full-frontal",1,0,1.000,0.000,0.750,0.250
"nudity",1,0,1.000,0.000,0.750,0.250
"savage",1,0,1.000,0.000,0.750,0.250
"grandma",2,0,1.000,0.000,0.833,0.167
"p.",2,0,1.000,0.000,0.833,0.167
"diddy's",1,0,1.000,0.000,0.750,0.250
"(part",1,0,1.000,0.000,0.750,0.250
"one)",1,0,1.000,0.000,0.750,0.250
"r&b",1,0,1.000,0.000,0.750,0.250
"cosy",2,0,1.000,0.000,0.833,0.167
"bedroom",1,0,1.000,0.000,0.750,0.250
"inappropriate",1,0,1.000,0.000,0.750,0.250
"pumpkins",1,0,1.000,0.000,0.750,0.250
"discuss",3,0,1.000,0.000,0.875,0.125
"crushing",1,0,1.000,0.000,0.750,0.250
"flame",1,0,1.000,0.000,0.750,0.250
"colour",2,0,1.000,0.000,0.833,0.167
"element",1,1,0.500,0.500,0.500,0.500
"fictional",2,0,1.000,0.000,0.833,0.167
"babysitting",1,0,1.000,0.000,0.750,0.250
"sandcastle",2,0,1.000,0.000,0.833,0.167
"hotels",2,0,1.000,0.000,0.833,0.167
"minded",1,0,1.000,0.000,0.750,0.250
"met",2,1,0.667,0.333,0.625,0.375
"add",2,1,0.667,0.333,0.625,0.375
"forget",3,0,1.000,0.000,0.875,0.125
"tall-ish",1,0,1.000,0.000,0.750,0.250
"plus-size",2,0,1.000,0.000,0.833,0.167
"possibly",1,2,0.333,0.667,0.375,0.625
"elements",1,1,0.500,0.500,0.500,0.500
"periodic",1,0,1.000,0.000,0.750,0.250
"symbols",1,0,1.000,0.000,0.750,0.250
"baskin",1,0,1.000,0.000,0.750,0.250
"robbins",1,0,1.000,0.000,0.750,0.250
"flavor",1,0,1.000,0.000,0.750,0.250
"turned",5,0,1.000,0.000,0.917,0.083
"linkedin",1,0,1.000,0.000,0.750,0.250
"profile",2,0,1.000,0.000,0.833,0.167
"dating",6,0,1.000,0.000,0.929,0.071
"step",1,1,0.500,0.500,0.500,0.500
"thinking",2,1,0.667,0.333,0.625,0.375
"creatively",1,0,1.000,0.000,0.750,0.250
"emma",2,0,1.000,0.000,0.833,0.167
"watson",2,1,0.667,0.333,0.625,0.375
"told",8,4,0.667,0.333,0.654,0.346
"feminism",2,0,1.000,0.000,0.833,0.167
"prince",3,2,0.600,0.400,0.583,0.417
"eric",1,1,0.500,0.500,0.500,0.500
"writer",1,1,0.500,0.500,0.500,0.500
"penned",1,0,1.000,0.000,0.750,0.250
"poem",2,0,1.000,0.000,0.833,0.167
"each",10,0,1.000,0.000,0.955,0.045
"manhattan",1,0,1.000,0.000,0.750,0.250
"bridge",1,4,0.200,0.800,0.250,0.750
"cards",3,1,0.750,0.250,0.700,0.300
"meme",5,0,1.000,0.000,0.917,0.083
"petrify",1,0,1.000,0.000,0.750,0.250
"technology",1,4,0.200,0.800,0.250,0.750
"30",4,8,0.333,0.667,0.346,0.654
"fart",1,0,1.000,0.000,0.750,0.250
"global",1,6,0.143,0.857,0.187,0.813
"treasure",1,0,1.000,0.000,0.750,0.250
"alicia",1,0,1.000,0.000,0.750,0.250
"vikander",1,0,1.000,0.000,0.750,0.250
"speak",4,1,0.800,0.200,0.750,0.250
"directly",1,0,1.000,0.000,0.750,0.250
"soul",3,0,1.000,0.000,0.875,0.125
"pork",2,1,0.667,0.333,0.625,0.375
"cookers",1,0,1.000,0.000,0.750,0.250
"microscopic",1,0,1.000,0.000,0.750,0.250
"videos",1,1,0.500,0.500,0.500,0.500
"crawl",1,0,1.000,0.000,0.750,0.250
"gaga",4,0,1.000,0.000,0.900,0.100
"besides",1,0,1.000,0.000,0.750,0.250
"hogwarts",8,0,1.000,0.000,0.944,0.056
"houses",6,1,0.857,0.143,0.812,0.188
"thrones",8,0,1.000,0.000,0.944,0.056
"googled",1,0,1.000,0.000,0.750,0.250
"corn",1,0,1.000,0.000,0.750,0.250
"post",6,3,0.667,0.333,0.650,0.350
"hollywood",3,1,0.750,0.250,0.700,0.300
"performed",2,1,0.667,0.333,0.625,0.375
"monologues",1,0,1.000,0.000,0.750,0.250
"women's",5,3,0.625,0.375,0.611,0.389
"abortion",1,2,0.333,0.667,0.375,0.625
"spanish",3,3,0.500,0.500,0.500,0.500
"landmarks",1,0,1.000,0.000,0.750,0.250
"crap",2,0,1.000,0.000,0.833,0.167
"disneyland",2,0,1.000,0.000,0.833,0.167
"treats",6,0,1.000,0.000,0.929,0.071
"indulge",1,0,1.000,0.000,0.750,0.250
"holidays",5,1,0.833,0.167,0.786,0.214
"cookie",1,0,1.000,0.000,0.750,0.250
"bare",2,0,1.000,0.000,0.833,0.167
"we've",2,0,1.000,0.000,0.833,0.167
"some",5,9,0.357,0.643,0.367,0.633
"point",1,4,0.200,0.800,0.250,0.750
"insignificant",1,0,1.000,0.000,0.750,0.250
"better:",1,0,1.000,0.000,0.750,0.250
"halloweentown",1,0,1.000,0.000,0.750,0.250
"daniel",1,0,1.000,0.000,0.750,0.250
"radcliffe",1,0,1.000,0.000,0.750,0.250
"wants",2,3,0.400,0.600,0.417,0.583
"set",7,3,0.700,0.300,0.682,0.318
"married",1,0,1.000,0.000,0.750,0.250
"awnt",1,0,1.000,0.000,0.750,0.250
"ant",1,0,1.000,0.000,0.750,0.250
"travels",1,1,0.500,0.500,0.500,0.500
"forgot",2,0,1.000,0.000,0.833,0.167
"id",1,0,1.000,0.000,0.750,0.250
"became",2,0,1.000,0.000,0.833,0.167
"bouncer's",1,0,1.000,0.000,0.750,0.250
"nightmare",3,0,1.000,0.000,0.875,0.125
"italian-american",1,0,1.000,0.000,0.750,0.250
"forever",9,0,1.000,0.000,0.950,0.050
"boozy",2,0,1.000,0.000,0.833,0.167
"drink",4,1,0.800,0.200,0.750,0.250
"isn't",3,0,1.000,0.000,0.875,0.125
"religion",2,1,0.667,0.333,0.625,0.375
"smoking",1,1,0.500,0.500,0.500,0.500
"sober",2,0,1.000,0.000,0.833,0.167
"asian",3,2,0.600,0.400,0.583,0.417
"pseudonyms",1,0,1.000,0.000,0.750,0.250
"loneliness",2,0,1.000,0.000,0.833,0.167
"students",3,5,0.375,0.625,0.389,0.611
"experienced",3,0,1.000,0.000,0.875,0.125
"blue",2,0,1.000,0.000,0.833,0.167
"ivy's",1,0,1.000,0.000,0.750,0.250
"stunted",1,0,1.000,0.000,0.750,0.250
"toddlers",1,0,1.000,0.000,0.750,0.250
"whatsapp",1,0,1.000,0.000,0.750,0.250
"habits",1,0,1.000,0.000,0.750,0.250
"debuts",1,1,0.500,0.500,0.500,0.500
"share",5,2,0.714,0.286,0.687,0.313
"advent",3,0,1.000,0.000,0.875,0.125
"calendar:",3,0,1.000,0.000,0.875,0.125
"december",3,2,0.600,0.400,0.583,0.417
"pastry",1,0,1.000,0.000,0.750,0.250
"chef",1,0,1.000,0.000,0.750,0.250
"outfit",3,0,1.000,0.000,0.875,0.125
"xavier's",1,0,1.000,0.000,0.750,0.250
"survive",3,1,0.750,0.250,0.700,0.300
"severely",1,0,1.000,0.000,0.750,0.250
"relatable",1,0,1.000,0.000,0.750,0.250
"gift-opening",1,0,1.000,0.000,0.750,0.250
"hole",1,2,0.333,0.667,0.375,0.625
"siblings",3,0,1.000,0.000,0.875,0.125
"random",7,0,1.000,0.000,0.937,0.063
"pit",1,0,1.000,0.000,0.750,0.250
"bulls",1,1,0.500,0.500,0.500,0.500
"glasses",3,0,1.000,0.000,0.875,0.125
"happens",5,0,1.000,0.000,0.917,0.083
"sexual",8,0,1.000,0.000,0.944,0.056
"fantasies",1,0,1.000,0.000,0.750,0.250
"named",3,3,0.500,0.500,0.500,0.500
"linkle",1,0,1.000,0.000,0.750,0.250
"zelda",1,0,1.000,0.000,0.750,0.250
"unexpectedly",1,0,1.000,0.000,0.750,0.250
"bizarre",2,0,1.000,0.000,0.833,0.167
"court",1,30,0.032,0.968,0.047,0.953
"cases",1,1,0.500,0.500,0.500,0.500
"julia",3,0,1.000,0.000,0.875,0.125
"sesame",1,0,1.000,0.000,0.750,0.250
"street's",1,0,1.000,0.000,0.750,0.250
"autism",1,0,1.000,0.000,0.750,0.250
"noticed",3,0,1.000,0.000,0.875,0.125
"tarzan",1,0,1.000,0.000,0.750,0.250
"lyon",1,0,1.000,0.000,0.750,0.250
"empire",1,0,1.000,0.000,0.750,0.250
"fine",3,1,0.750,0.250,0.700,0.300
"gabrielle",1,1,0.500,0.500,0.500,0.500
"union",1,9,0.100,0.900,0.136,0.864
"dwyane",1,0,1.000,0.000,0.750,0.250
"wade",1,0,1.000,0.000,0.750,0.250
"rom-com",1,0,1.000,0.000,0.750,0.250
"shondaland",2,0,1.000,0.000,0.833,0.167
"regina",2,0,1.000,0.000,0.833,0.167
"george",2,3,0.400,0.600,0.417,0.583
"dreads",1,0,1.000,0.000,0.750,0.250
"fix",1,0,1.000,0.000,0.750,0.250
"ice",4,10,0.286,0.714,0.300,0.700
"cream",3,0,1.000,0.000,0.875,0.125
"machine",1,1,0.500,0.500,0.500,0.500
"gryffindors",1,0,1.000,0.000,0.750,0.250
"absolute",5,0,1.000,0.000,0.917,0.083
"racism",1,0,1.000,0.000,0.750,0.250
"america",9,6,0.600,0.400,0.594,0.406
"amazon's",1,0,1.000,0.000,0.750,0.250
"seattle",1,1,0.500,0.500,0.500,0.500
"bookstore",1,0,1.000,0.000,0.750,0.250
"press",1,7,0.125,0.875,0.167,0.833
"blog",1,2,0.333,0.667,0.375,0.625
"emojis",1,0,1.000,0.000,0.750,0.250
"kappa",2,0,1.000,0.000,0.833,0.167
"tau",1,0,1.000,0.000,0.750,0.250
"mouthwatering",4,0,1.000,0.000,0.900,0.100
"affair",1,0,1.000,0.000,0.750,0.250
"strawberries",1,0,1.000,0.000,0.750,0.250
"36",5,1,0.833,0.167,0.786,0.214
"curvy",1,0,1.000,0.000,0.750,0.250
"interested",1,1,0.500,0.500,0.500,0.500
"swiping",1,0,1.000,0.000,0.750,0.250
"olivia",3,0,1.000,0.000,0.875,0.125
"ashamed",1,0,1.000,0.000,0.750,0.250
"raven-symone",1,0,1.000,0.000,0.750,0.250
"craven",1,0,1.000,0.000,0.750,0.250
"universe",5,0,1.000,0.000,0.917,0.083
"wikipedia",2,7,0.222,0.778,0.250,0.750
"page",1,1,0.500,0.500,0.500,0.500
"healthier",1,0,1.000,0.000,0.750,0.250
"serious",2,2,0.500,0.500,0.500,0.500
"question:",2,0,1.000,0.000,0.833,0.167
"brad",1,1,0.500,0.500,0.500,0.500
"pitt",1,0,1.000,0.000,0.750,0.250
"mexicans",2,0,1.000,0.000,0.833,0.167
"shade",1,0,1.000,0.000,0.750,0.250
"industry's",1,0,1.000,0.000,0.750,0.250
"wig",1,0,1.000,0.000,0.750,0.250
"sylvester",1,0,1.000,0.000,0.750,0.250
"stallone",1,0,1.000,0.000,0.750,0.250
"memorabilia",1,0,1.000,0.000,0.750,0.250
"preview",2,1,0.667,0.333,0.625,0.375
"smell",1,0,1.000,0.000,0.750,0.250
"rocky's",1,0,1.000,0.000,0.750,0.250
"gloves",1,1,0.500,0.500,0.500,0.500
"sleep",3,0,1.000,0.000,0.875,0.125
"ate",2,0,1.000,0.000,0.833,0.167
"poisonous",1,0,1.000,0.000,0.750,0.250
"mushroom",1,0,1.000,0.000,0.750,0.250
"gin",1,0,1.000,0.000,0.750,0.250
"drinkers",2,0,1.000,0.000,0.833,0.167
"alan",1,2,0.333,0.667,0.375,0.625
"rickman",1,0,1.000,0.000,0.750,0.250
"rupert",1,0,1.000,0.000,0.750,0.250
"grint",1,0,1.000,0.000,0.750,0.250
"bonding",1,0,1.000,0.000,0.750,0.250
"lovely",2,0,1.000,0.000,0.833,0.167
"krampus",1,0,1.000,0.000,0.750,0.250
"needed",3,0,1.000,0.000,0.875,0.125
"watched",3,0,1.000,0.000,0.875,0.125
"porn",6,1,0.857,0.143,0.812,0.188
"horrified",1,0,1.000,0.000,0.750,0.250
"martinis",1,0,1.000,0.000,0.750,0.250
"other's",2,0,1.000,0.000,0.833,0.167
"hobbies",1,0,1.000,0.000,0.750,0.250
"lex",1,0,1.000,0.000,0.750,0.250
"luthor",1,0,1.000,0.000,0.750,0.250
"batman",2,0,1.000,0.000,0.833,0.167
"v",2,0,1.000,0.000,0.833,0.167
"superman",2,0,1.000,0.000,0.833,0.167
"today's",2,0,1.000,0.000,0.833,0.167
"nice",1,1,0.500,0.500,0.500,0.500
"horoscope",2,0,1.000,0.000,0.833,0.167
"humans",3,2,0.600,0.400,0.583,0.417
"relax",1,1,0.500,0.500,0.500,0.500
"hamster",2,0,1.000,0.000,0.833,0.167
"carrot",1,0,1.000,0.000,0.750,0.250
"weirdest",3,0,1.000,0.000,0.875,0.125
"toy",1,0,1.000,0.000,0.750,0.250
"destroys",2,0,1.000,0.000,0.833,0.167
"choice",3,3,0.500,0.500,0.500,0.500
"cupcake",1,0,1.000,0.000,0.750,0.250
"darkest",1,0,1.000,0.000,0.750,0.250
"differences",1,0,1.000,0.000,0.750,0.250
"days",2,3,0.400,0.600,0.417,0.583
"bowl",4,2,0.667,0.333,0.643,0.357
"quick",2,1,0.667,0.333,0.625,0.375
"filling",2,0,1.000,0.000,0.833,0.167
"cry",4,0,1.000,0.000,0.900,0.100
"snake",1,0,1.000,0.000,0.750,0.250
"everyone's",2,0,1.000,0.000,0.833,0.167
"confused",2,0,1.000,0.000,0.833,0.167
"sting",1,1,0.500,0.500,0.500,0.500
"performing",1,0,1.000,0.000,0.750,0.250
"nba",1,2,0.333,0.667,0.375,0.625
"all-star",1,1,0.500,0.500,0.500,0.500
"halftime",1,0,1.000,0.000,0.750,0.250
"toronto",1,4,0.200,0.800,0.250,0.750
"brief",1,0,1.000,0.000,0.750,0.250
"artist",4,1,0.800,0.200,0.750,0.250
"eva",2,0,1.000,0.000,0.833,0.167
"hesse",1,0,1.000,0.000,0.750,0.250
"eve",3,0,1.000,0.000,0.875,0.125
"line",2,3,0.400,0.600,0.417,0.583
"collection",1,0,1.000,0.000,0.750,0.250
"scolding",1,0,1.000,0.000,0.750,0.250
"youtube",7,2,0.778,0.222,0.750,0.250
"grilled",1,0,1.000,0.000,0.750,0.250
"sandwiches",1,0,1.000,0.000,0.750,0.250
"filled",1,0,1.000,0.000,0.750,0.250
"beer",3,1,0.750,0.250,0.700,0.300
"returning",2,1,0.667,0.333,0.625,0.375
"girlfriend",5,0,1.000,0.000,0.917,0.083
"instead",2,2,0.500,0.500,0.500,0.500
"unexpected",4,1,0.800,0.200,0.750,0.250
"spaceballs:",1,0,1.000,0.000,0.750,0.250
"schwartz",1,0,1.000,0.000,0.750,0.250
"reservations",1,0,1.000,0.000,0.750,0.250
"bringing",1,1,0.500,0.500,0.500,0.500
"syrian",2,1,0.667,0.333,0.625,0.375
"refugees",2,5,0.286,0.714,0.312,0.688
"mind-blowing",1,0,1.000,0.000,0.750,0.250
"circle",1,1,0.500,0.500,0.500,0.500
"k",1,0,1.000,0.000,0.750,0.250
"logo",1,1,0.500,0.500,0.500,0.500
"breed",3,0,1.000,0.000,0.875,0.125
"minnesotan",1,0,1.000,0.000,0.750,0.250
"anything",1,0,1.000,0.000,0.750,0.250
"wanted",1,1,0.500,0.500,0.500,0.500
"colors",10,0,1.000,0.000,0.955,0.045
"channing",1,0,1.000,0.000,0.750,0.250
"tatum",1,0,1.000,0.000,0.750,0.250
"emo",2,0,1.000,0.000,0.833,0.167
"exercise",3,1,0.750,0.250,0.700,0.300
"loud",4,0,1.000,0.000,0.900,0.100
"strangest",2,0,1.000,0.000,0.833,0.167
"code",1,0,1.000,0.000,0.750,0.250
"enforced",1,0,1.000,0.000,0.750,0.250
"difference",3,0,1.000,0.000,0.875,0.125
"social",4,4,0.500,0.500,0.500,0.500
"smelliest",1,0,1.000,0.000,0.750,0.250
"fruit",5,0,1.000,0.000,0.917,0.083
"audience",1,0,1.000,0.000,0.750,0.250
"arrested",3,21,0.125,0.875,0.140,0.860
"development",2,4,0.333,0.667,0.357,0.643
"dose",1,0,1.000,0.000,0.750,0.250
"wtf:",1,0,1.000,0.000,0.750,0.250
"topless",2,0,1.000,0.000,0.833,0.167
"dancing",4,0,1.000,0.000,0.900,0.100
"square",1,0,1.000,0.000,0.750,0.250
"wearing",7,1,0.875,0.125,0.833,0.167
"ridiculous",3,0,1.000,0.000,0.875,0.125
"finding",2,1,0.667,0.333,0.625,0.375
"sweet",2,0,1.000,0.000,0.833,0.167
"gives",2,7,0.222,0.778,0.250,0.750
"puzzle",2,0,1.000,0.000,0.833,0.167
"reason",2,0,1.000,0.000,0.833,0.167
"mainland",1,1,0.500,0.500,0.500,0.500
"europe",1,10,0.091,0.909,0.125,0.875
"activated",1,0,1.000,0.000,0.750,0.250
"charcoal",1,0,1.000,0.000,0.750,0.250
"drinks",2,0,1.000,0.000,0.833,0.167
"villains",1,0,1.000,0.000,0.750,0.250
"labeouf",3,0,1.000,0.000,0.875,0.125
"gif",2,0,1.000,0.000,0.833,0.167
"mourning",1,0,1.000,0.000,0.750,0.250
"both",2,2,0.500,0.500,0.500,0.500
"moving",2,1,0.667,0.333,0.625,0.375
"newborn",2,0,1.000,0.000,0.833,0.167
"worship",1,0,1.000,0.000,0.750,0.250
"bomer",1,0,1.000,0.000,0.750,0.250
"jokes",3,0,1.000,0.000,0.875,0.125
"slay",2,0,1.000,0.000,0.833,0.167
"musicians",1,0,1.000,0.000,0.750,0.250
"discover",1,3,0.250,0.750,0.300,0.700
"misconceptions",1,0,1.000,0.000,0.750,0.250
"bi",1,0,1.000,0.000,0.750,0.250
"cw",1,0,1.000,0.000,0.750,0.250
"please",4,0,1.000,0.000,0.900,0.100
"overprotected",1,0,1.000,0.000,0.750,0.250
"vegas",1,2,0.333,0.667,0.375,0.625
"bastard",1,0,1.000,0.000,0.750,0.250
"hilton's",1,0,1.000,0.000,0.750,0.250
"case",3,21,0.125,0.875,0.140,0.860
"protect",1,2,0.333,0.667,0.375,0.625
"imdb",3,0,1.000,0.000,0.875,0.125
"descriptions",2,0,1.000,0.000,0.833,0.167
"1915",1,0,1.000,0.000,0.750,0.250
"come",2,2,0.500,0.500,0.500,0.500
"tension",1,1,0.500,0.500,0.500,0.500
"thankful",1,0,1.000,0.000,0.750,0.250
"break",2,1,0.667,0.333,0.625,0.375
"oaks",1,0,1.000,0.000,0.750,0.250
"spot",1,5,0.167,0.833,0.214,0.786
"inside",2,1,0.667,0.333,0.625,0.375
"west's",1,0,1.000,0.000,0.750,0.250
"dads",2,0,1.000,0.000,0.833,0.167
"fitness",2,1,0.667,0.333,0.625,0.375
"rescued",1,1,0.500,0.500,0.500,0.500
"trolls",1,0,1.000,0.000,0.750,0.250
"am",1,1,0.500,0.500,0.500,0.500
"cait",1,0,1.000,0.000,0.750,0.250
"dial",1,0,1.000,0.000,0.750,0.250
"loved",3,0,1.000,0.000,0.875,0.125
"ones",1,0,1.000,0.000,0.750,0.250
"meaning",3,1,0.750,0.250,0.700,0.300
"mums",1,0,1.000,0.000,0.750,0.250
"google's",1,0,1.000,0.000,0.750,0.250
"ceo",1,1,0.500,0.500,0.500,0.500
"dissing",1,0,1.000,0.000,0.750,0.250
"outta",1,0,1.000,0.000,0.750,0.250
"madrid",1,2,0.333,0.667,0.375,0.625
"barca",1,0,1.000,0.000,0.750,0.250
"banned",1,1,0.500,0.500,0.500,0.500
"influenced",1,0,1.000,0.000,0.750,0.250
"clydesdale",1,0,1.000,0.000,0.750,0.250
"horse",1,0,1.000,0.000,0.750,0.250
"already",2,1,0.667,0.333,0.625,0.375
"photobomb",1,0,1.000,0.000,0.750,0.250
"chicago",1,4,0.200,0.800,0.250,0.750
"york:",1,0,1.000,0.000,0.750,0.250
"showdown",1,0,1.000,0.000,0.750,0.250
"jimmy",3,1,0.750,0.250,0.700,0.300
"kimmel",2,0,1.000,0.000,0.833,0.167
"ready",2,3,0.400,0.600,0.417,0.583
"5.5",1,0,1.000,0.000,0.750,0.250
"equinox",1,0,1.000,0.000,0.750,0.250
"aka",1,0,1.000,0.000,0.750,0.250
"protective",1,0,1.000,0.000,0.750,0.250
"4-year-old",1,0,1.000,0.000,0.750,0.250
"modeling",2,0,1.000,0.000,0.833,0.167
"messiest",1,0,1.000,0.000,0.750,0.250
"help",9,10,0.474,0.526,0.475,0.525
"haven't",1,0,1.000,0.000,0.750,0.250
"worked",1,1,0.500,0.500,0.500,0.500
"retail",2,0,1.000,0.000,0.833,0.167
"actual",4,0,1.000,0.000,0.900,0.100
"birth",9,4,0.692,0.308,0.679,0.321
"month",8,1,0.889,0.111,0.850,0.150
"alone",3,0,1.000,0.000,0.875,0.125
"dentist",1,0,1.000,0.000,0.750,0.250
"eyebrows",3,0,1.000,0.000,0.875,0.125
"struggle",4,2,0.667,0.333,0.643,0.357
"act",2,1,0.667,0.333,0.625,0.375
"cruz",2,0,1.000,0.000,0.833,0.167
"javier",1,1,0.500,0.500,0.500,0.500
"bardem",1,0,1.000,0.000,0.750,0.250
"fangirls",1,0,1.000,0.000,0.750,0.250
"u2",1,0,1.000,0.000,0.750,0.250
"goth",2,0,1.000,0.000,0.833,0.167
"sad",3,1,0.750,0.250,0.700,0.300
"young",4,6,0.400,0.600,0.409,0.591
"stamos",1,0,1.000,0.000,0.750,0.250
"blessed",2,0,1.000,0.000,0.833,0.167
"paper",1,1,0.500,0.500,0.500,0.500
"magazine",2,2,0.500,0.500,0.500,0.500
"autumn",2,0,1.000,0.000,0.833,0.167
"plans",1,15,0.062,0.938,0.088,0.912
"simpson",1,0,1.000,0.000,0.750,0.250
"dramatic",2,0,1.000,0.000,0.833,0.167
"power",1,9,0.100,0.900,0.136,0.864
"weave",1,0,1.000,0.000,0.750,0.250
"mac",2,2,0.500,0.500,0.500,0.500
"designed",1,0,1.000,0.000,0.750,0.250
"absurdly",1,0,1.000,0.000,0.750,0.250
"resist",1,0,1.000,0.000,0.750,0.250
