Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"parenting",2,0,1.000,0.000,0.833,0.167
"searches",2,0,1.000,0.000,0.833,0.167
"(so",1,0,1.000,0.000,0.750,0.250
"far)",1,0,1.000,0.000,0.750,0.250
"singers",1,0,1.000,0.000,0.750,0.250
"productive",2,0,1.000,0.000,0.833,0.167
"successful",3,1,0.750,0.250,0.700,0.300
"hour",1,1,0.500,0.500,0.500,0.500
"bully",1,0,1.000,0.000,0.750,0.250
"shaved",1,0,1.000,0.000,0.750,0.250
"heads",2,3,0.400,0.600,0.417,0.583
"fly",3,2,0.600,0.400,0.583,0.417
"haircut",2,0,1.000,0.000,0.833,0.167
"bucket",3,0,1.000,0.000,0.875,0.125
"o",1,0,1.000,0.000,0.750,0.250
"pups:",1,0,1.000,0.000,0.750,0.250
"ps1",1,0,1.000,0.000,0.750,0.250
"serve",1,0,1.000,0.000,0.750,0.250
"junior",1,1,0.500,0.500,0.500,0.500
"attack",1,38,0.026,0.974,0.037,0.963
"titan",1,1,0.500,0.500,0.500,0.500
"mangoes",1,0,1.000,0.000,0.750,0.250
"drool",4,0,1.000,0.000,0.900,0.100
"emotional",6,0,1.000,0.000,0.929,0.071
"neglect",1,0,1.000,0.000,0.750,0.250
"turning",5,1,0.833,0.167,0.786,0.214
"pakistan's",1,2,0.333,0.667,0.375,0.625
"boys",3,2,0.600,0.400,0.583,0.417
"criminals",1,0,1.000,0.000,0.750,0.250
"hardy",2,1,0.667,0.333,0.625,0.375
"legend",4,1,0.800,0.200,0.750,0.250
"premiere",2,0,1.000,0.000,0.833,0.167
"nail",1,0,1.000,0.000,0.750,0.250
"polish",1,6,0.143,0.857,0.188,0.812
"honestly",4,0,1.000,0.000,0.900,0.100
"disorder",5,0,1.000,0.000,0.917,0.083
"cheetos",1,0,1.000,0.000,0.750,0.250
"sucks",1,0,1.000,0.000,0.750,0.250
"miss",5,3,0.625,0.375,0.611,0.389
"trl",1,0,1.000,0.000,0.750,0.250
"housewives",3,0,1.000,0.000,0.875,0.125
"proposed",3,3,0.500,0.500,0.500,0.500
"bagged",1,0,1.000,0.000,0.750,0.250
"milk",3,1,0.750,0.250,0.700,0.300
"remind",2,0,1.000,0.000,0.833,0.167
"sweetheart",1,0,1.000,0.000,0.750,0.250
"earliest",1,0,1.000,0.000,0.750,0.250
"i've",2,0,1.000,0.000,0.833,0.167
"super",13,4,0.765,0.235,0.750,0.250
"basically",9,0,1.000,0.000,0.950,0.050
"spook",1,0,1.000,0.000,0.750,0.250
"add/adhd",1,0,1.000,0.000,0.750,0.250
"shelf",1,1,0.500,0.500,0.500,0.500
"accessories",2,0,1.000,0.000,0.833,0.167
"mumford",1,0,1.000,0.000,0.750,0.250
"sons",1,1,0.500,0.500,0.500,0.500
"stock",4,4,0.500,0.500,0.500,0.500
"hopelessly",1,0,1.000,0.000,0.750,0.250
"rains",1,3,0.250,0.750,0.300,0.700
"coverage",1,1,0.500,0.500,0.500,0.500
"poehler's",3,0,1.000,0.000,0.875,0.125
"earned",1,0,1.000,0.000,0.750,0.250
"j.k.",4,0,1.000,0.000,0.900,0.100
"rowling",4,0,1.000,0.000,0.900,0.100
"suggestion",1,0,1.000,0.000,0.750,0.250
"slytherin",2,0,1.000,0.000,0.833,0.167
"haters",2,0,1.000,0.000,0.833,0.167
"gerrard",1,0,1.000,0.000,0.750,0.250
"spoken",1,0,1.000,0.000,0.750,0.250
"length",1,0,1.000,0.000,0.750,0.250
"cutting",1,3,0.250,0.750,0.300,0.700
"terrifyingly",1,0,1.000,0.000,0.750,0.250
"shark-loving",1,0,1.000,0.000,0.750,0.250
"logistical",1,0,1.000,0.000,0.750,0.250
"offensive",1,3,0.250,0.750,0.300,0.700
"swiss",1,4,0.200,0.800,0.250,0.750
"chalet",1,0,1.000,0.000,0.750,0.250
"108",1,0,1.000,0.000,0.750,0.250
"shots",1,1,0.500,0.500,0.500,0.500
"history",15,7,0.682,0.318,0.674,0.326
"air",4,35,0.103,0.897,0.113,0.887
"nicolas",3,0,1.000,0.000,0.875,0.125
"cage",3,0,1.000,0.000,0.875,0.125
"scrooge",1,0,1.000,0.000,0.750,0.250
"dash",1,0,1.000,0.000,0.750,0.250
"dolls",3,1,0.750,0.250,0.700,0.300
"malika",1,0,1.000,0.000,0.750,0.250
"khadijah",1,0,1.000,0.000,0.750,0.250
"haqq",1,0,1.000,0.000,0.750,0.250
"explain",2,0,1.000,0.000,0.833,0.167
"cuffing",1,0,1.000,0.000,0.750,0.250
"husband",5,1,0.833,0.167,0.786,0.214
"jack",3,6,0.333,0.667,0.350,0.650
"donaghy",1,0,1.000,0.000,0.750,0.250
"read",16,1,0.941,0.059,0.917,0.083
"piggy",1,0,1.000,0.000,0.750,0.250
"kermit",2,0,1.000,0.000,0.833,0.167
"business",2,17,0.105,0.895,0.125,0.875
"meeting",4,7,0.364,0.636,0.375,0.625
"pug",3,0,1.000,0.000,0.875,0.125
"kitchen",4,0,1.000,0.000,0.900,0.100
"gadgets",2,0,1.000,0.000,0.833,0.167
"listen",8,0,1.000,0.000,0.944,0.056
"buzzfeed's",6,0,1.000,0.000,0.929,0.071
"podcast",3,0,1.000,0.000,0.875,0.125
"mall",2,4,0.333,0.667,0.357,0.643
"grown-ups",1,0,1.000,0.000,0.750,0.250
"virtual",3,1,0.750,0.250,0.700,0.300
"durarara!!",1,0,1.000,0.000,0.750,0.250
"dressed",3,1,0.750,0.250,0.700,0.300
"nurses",1,1,0.500,0.500,0.500,0.500
"great",17,4,0.810,0.190,0.795,0.205
"detective",1,0,1.000,0.000,0.750,0.250
"pikachu",1,0,1.000,0.000,0.750,0.250
"poverty",1,2,0.333,0.667,0.375,0.625
"macarena",1,0,1.000,0.000,0.750,0.250
"pigeons",1,0,1.000,0.000,0.750,0.250
"bagels",1,0,1.000,0.000,0.750,0.250
"apparently",2,1,0.667,0.333,0.625,0.375
"tourist",1,2,0.333,0.667,0.375,0.625
"online",2,11,0.154,0.846,0.179,0.821
"slang",2,0,1.000,0.000,0.833,0.167
"older",4,2,0.667,0.333,0.643,0.357
"sibling",4,0,1.000,0.000,0.900,0.100
"belcher",1,0,1.000,0.000,0.750,0.250
"jack-o'-lanterns",2,0,1.000,0.000,0.833,0.167
"introverts",3,0,1.000,0.000,0.875,0.125
"portraits",6,0,1.000,0.000,0.929,0.071
"chelsea",4,4,0.500,0.500,0.500,0.500
"arsenal",2,0,1.000,0.000,0.833,0.167
"spirit",3,1,0.750,0.250,0.700,0.300
"comic",4,1,0.800,0.200,0.750,0.250
"cross",1,6,0.143,0.857,0.188,0.812
"cara",4,0,1.000,0.000,0.900,0.100
"delevingne",3,0,1.000,0.000,0.875,0.125
"two:",1,0,1.000,0.000,0.750,0.250
"steak",1,0,1.000,0.000,0.750,0.250
"salad",2,0,1.000,0.000,0.833,0.167
"bob",3,4,0.429,0.571,0.438,0.562
"snob",1,0,1.000,0.000,0.750,0.250
"summer",7,4,0.636,0.364,0.625,0.375
"produce",1,1,0.500,0.500,0.500,0.500
"feminists",3,0,1.000,0.000,0.875,0.125
"comeback",3,2,0.600,0.400,0.583,0.417
"geeky",1,0,1.000,0.000,0.750,0.250
"bryce",1,0,1.000,0.000,0.750,0.250
"dallas",1,1,0.500,0.500,0.500,0.500
"howard",1,1,0.500,0.500,0.500,0.500
"refreshingly",1,0,1.000,0.000,0.750,0.250
"department",1,4,0.200,0.800,0.250,0.750
"wolf",2,0,1.000,0.000,0.833,0.167
"pack",1,2,0.333,0.667,0.375,0.625
"tall",4,2,0.667,0.333,0.643,0.357
"glamour's",1,0,1.000,0.000,0.750,0.250
"tarot",1,0,1.000,0.000,0.750,0.250
"deck",1,0,1.000,0.000,0.750,0.250
"all-girls",1,0,1.000,0.000,0.750,0.250
"creepy",3,0,1.000,0.000,0.875,0.125
"romance's",1,0,1.000,0.000,0.750,0.250
"writing",2,1,0.667,0.333,0.625,0.375
"duo",2,0,1.000,0.000,0.833,0.167
"fanfic",1,0,1.000,0.000,0.750,0.250
"captions",3,0,1.000,0.000,0.875,0.125
"instagrams",6,0,1.000,0.000,0.929,0.071
"hollywood's",2,0,1.000,0.000,0.833,0.167
"daisy",1,1,0.500,0.500,0.500,0.500
"ridley",1,0,1.000,0.000,0.750,0.250
"contouring",2,0,1.000,0.000,0.833,0.167
"fail",2,4,0.333,0.667,0.357,0.643
"khloe",2,0,1.000,0.000,0.833,0.167
"shonda",1,0,1.000,0.000,0.750,0.250
"rhimes",1,0,1.000,0.000,0.750,0.250
"troll",2,0,1.000,0.000,0.833,0.167
"kendall",8,0,1.000,0.000,0.944,0.056
"gigi",7,0,1.000,0.000,0.938,0.062
"bella",1,0,1.000,0.000,0.750,0.250
"hadid",6,0,1.000,0.000,0.929,0.071
"transforming",1,1,0.500,0.500,0.500,0.500
"supermodels",2,0,1.000,0.000,0.833,0.167
"demi",2,0,1.000,0.000,0.833,0.167
"lovato",2,0,1.000,0.000,0.833,0.167
"signed",1,1,0.500,0.500,0.500,0.500
"contract",1,8,0.111,0.889,0.150,0.850
"wilhemina",1,0,1.000,0.000,0.750,0.250
"welp",1,0,1.000,0.000,0.750,0.250
"bethenny",1,0,1.000,0.000,0.750,0.250
"frankel",1,0,1.000,0.000,0.750,0.250
"vincent",1,0,1.000,0.000,0.750,0.250
"crabbe",1,0,1.000,0.000,0.750,0.250
"gregory",2,0,1.000,0.000,0.833,0.167
"goyle",1,0,1.000,0.000,0.750,0.250
"35",6,2,0.750,0.250,0.722,0.278
"turtleneck",2,0,1.000,0.000,0.833,0.167
"adore",1,0,1.000,0.000,0.750,0.250
"severus",1,0,1.000,0.000,0.750,0.250
"tissue",1,0,1.000,0.000,0.750,0.250
"beverage",1,0,1.000,0.000,0.750,0.250
"man's",5,0,1.000,0.000,0.917,0.083
"mesmerize",1,0,1.000,0.000,0.750,0.250
"factual",1,0,1.000,0.000,0.750,0.250
"yoga",5,0,1.000,0.000,0.917,0.083
"pose",2,0,1.000,0.000,0.833,0.167
"instagrammer",1,0,1.000,0.000,0.750,0.250
"coloring",2,0,1.000,0.000,0.833,0.167
"breakup",2,0,1.000,0.000,0.833,0.167
"canadians",8,0,1.000,0.000,0.944,0.056
"condescending",1,0,1.000,0.000,0.750,0.250
"asshole",1,0,1.000,0.000,0.750,0.250
"feelings",4,0,1.000,0.000,0.900,0.100
"indians",5,1,0.833,0.167,0.786,0.214
"experiences",5,1,0.833,0.167,0.786,0.214
"moral",1,0,1.000,0.000,0.750,0.250
"policing",1,0,1.000,0.000,0.750,0.250
"colleges",4,1,0.800,0.200,0.750,0.250
"celebrated",4,1,0.800,0.200,0.750,0.250
"attending",1,0,1.000,0.000,0.750,0.250
"natural",3,2,0.600,0.400,0.583,0.417
"redheads",1,0,1.000,0.000,0.750,0.250
"karen",1,0,1.000,0.000,0.750,0.250
"ivy",1,1,0.500,0.500,0.500,0.500
"smash",1,0,1.000,0.000,0.750,0.250
"martin",2,0,1.000,0.000,0.833,0.167
"scorsese's",1,0,1.000,0.000,0.750,0.250
"impression",1,0,1.000,0.000,0.750,0.250
"de",4,11,0.267,0.733,0.281,0.719
"niro",1,0,1.000,0.000,0.750,0.250
"goodfellas",1,0,1.000,0.000,0.750,0.250
"german",2,16,0.111,0.889,0.132,0.868
"beckham",1,0,1.000,0.000,0.750,0.250
"bring",7,5,0.583,0.417,0.577,0.423
"memories",3,0,1.000,0.000,0.875,0.125
"miami",2,2,0.500,0.500,0.500,0.500
"daughters",1,1,0.500,0.500,0.500,0.500
"boyfriends",3,0,1.000,0.000,0.875,0.125
"kate",3,1,0.750,0.250,0.700,0.300
"hudson",1,2,0.333,0.667,0.375,0.625
"goldie",1,0,1.000,0.000,0.750,0.250
"hawn",1,0,1.000,0.000,0.750,0.250
"wrapping",2,0,1.000,0.000,0.833,0.167
"present",2,2,0.500,0.500,0.500,0.500
"sufi",1,0,1.000,0.000,0.750,0.250
"carols",1,0,1.000,0.000,0.750,0.250
"who's",9,0,1.000,0.000,0.950,0.050
"freestyle",3,0,1.000,0.000,0.875,0.125
"culture",1,4,0.200,0.800,0.250,0.750
"atheist",1,0,1.000,0.000,0.750,0.250
"highly",3,0,1.000,0.000,0.875,0.125
"religious",1,3,0.250,0.750,0.300,0.700
"society",1,1,0.500,0.500,0.500,0.500
"drop",4,15,0.211,0.789,0.225,0.775
"brown",5,4,0.556,0.444,0.550,0.450
"lipstick",4,0,1.000,0.000,0.900,0.100
"knope",4,0,1.000,0.000,0.900,0.100
"stars",6,4,0.600,0.400,0.591,0.409
"gave",11,1,0.917,0.083,0.885,0.115
"flop",1,0,1.000,0.000,0.750,0.250
"style",8,2,0.800,0.200,0.773,0.227
"glass",1,0,1.000,0.000,0.750,0.250
"igloo",1,0,1.000,0.000,0.750,0.250
"finland",2,7,0.222,0.778,0.250,0.750
"northern",1,11,0.083,0.917,0.115,0.885
"lights",2,1,0.667,0.333,0.625,0.375
"fresh",4,1,0.800,0.200,0.750,0.250
"sushi",2,0,1.000,0.000,0.833,0.167
"shared",5,2,0.714,0.286,0.688,0.312
"cycling",1,3,0.250,0.750,0.300,0.700
"nadiya's",1,0,1.000,0.000,0.750,0.250
"indie",3,0,1.000,0.000,0.875,0.125
"frozen",5,0,1.000,0.000,0.917,0.083
"plane",2,32,0.059,0.941,0.071,0.929
"epitome",2,0,1.000,0.000,0.833,0.167
"wes",1,0,1.000,0.000,0.750,0.250
"shortcut",2,0,1.000,0.000,0.833,0.167
"mouthwateringly",1,0,1.000,0.000,0.750,0.250
"curry",3,0,1.000,0.000,0.875,0.125
"40",4,2,0.667,0.333,0.643,0.357
"yankee",1,3,0.250,0.750,0.300,0.700
"candles",1,0,1.000,0.000,0.750,0.250
"glad",3,1,0.750,0.250,0.700,0.300
"selfies",1,0,1.000,0.000,0.750,0.250
"addict",4,0,1.000,0.000,0.900,0.100
"micheladas",1,0,1.000,0.000,0.750,0.250
"toughest",1,0,1.000,0.000,0.750,0.250
"caramel",1,0,1.000,0.000,0.750,0.250
"apple",5,13,0.278,0.722,0.289,0.711
"tart",1,0,1.000,0.000,0.750,0.250
"drooling",1,0,1.000,0.000,0.750,0.250
"floor",2,1,0.667,0.333,0.625,0.375
"boyega",2,0,1.000,0.000,0.833,0.167
"lady's",1,0,1.000,0.000,0.750,0.250
"wardrobe",2,1,0.667,0.333,0.625,0.375
"raid",1,7,0.125,0.875,0.167,0.833
"superhero",1,0,1.000,0.000,0.750,0.250
"diarrhea",2,0,1.000,0.000,0.833,0.167
"striptease",1,0,1.000,0.000,0.750,0.250
"obscenely",1,0,1.000,0.000,0.750,0.250
"decorate",1,0,1.000,0.000,0.750,0.250
"followers",2,0,1.000,0.000,0.833,0.167
"instafamous",1,0,1.000,0.000,0.750,0.250
"ipa",1,0,1.000,0.000,0.750,0.250
"kris",2,0,1.000,0.000,0.833,0.167
"teenager",1,3,0.250,0.750,0.300,0.700
"reimagined",1,0,1.000,0.000,0.750,0.250
"telenovelas",1,0,1.000,0.000,0.750,0.250
"woman's",1,0,1.000,0.000,0.750,0.250
"magical",9,0,1.000,0.000,0.950,0.050
"plucking",1,0,1.000,0.000,0.750,0.250
"explains",1,0,1.000,0.000,0.750,0.250
"mental",5,2,0.714,0.286,0.688,0.312
"illness",1,1,0.500,0.500,0.500,0.500
"pills",1,0,1.000,0.000,0.750,0.250
"prescribed",1,0,1.000,0.000,0.750,0.250
"gratifying",1,0,1.000,0.000,0.750,0.250
"hunter",1,3,0.250,0.750,0.300,0.700
"answering",1,0,1.000,0.000,0.750,0.250
"perrie",1,0,1.000,0.000,0.750,0.250
"edwards",1,5,0.167,0.833,0.214,0.786
"recreated",1,0,1.000,0.000,0.750,0.250
"britney's",1,0,1.000,0.000,0.750,0.250
"mixed",2,4,0.333,0.667,0.357,0.643
"kansas",1,7,0.125,0.875,0.167,0.833
"royals",1,0,1.000,0.000,0.750,0.250
"playoff",1,2,0.333,0.667,0.375,0.625
"halloween-themed",1,0,1.000,0.000,0.750,0.250
"changing",2,1,0.667,0.333,0.625,0.375
"patio-cleaning",1,0,1.000,0.000,0.750,0.250
"drone",1,1,0.500,0.500,0.500,0.500
"channel",2,9,0.182,0.818,0.208,0.792
"smith",4,1,0.800,0.200,0.750,0.250
"independence",1,4,0.200,0.800,0.250,0.750
"lesbians",4,1,0.800,0.200,0.750,0.250
"critiqued",1,0,1.000,0.000,0.750,0.250
"traumatic",1,0,1.000,0.000,0.750,0.250
"goosebumps",2,0,1.000,0.000,0.833,0.167
"puppy",6,0,1.000,0.000,0.929,0.071
"kindred",1,0,1.000,0.000,0.750,0.250
"spirits",1,1,0.500,0.500,0.500,0.500
"secretly",2,0,1.000,0.000,0.833,0.167
"data",1,10,0.091,0.909,0.125,0.875
"wild",2,5,0.286,0.714,0.312,0.688
"proverbs",2,0,1.000,0.000,0.833,0.167
"food-inspired",1,0,1.000,0.000,0.750,0.250
"makeovers",2,0,1.000,0.000,0.833,0.167
"result",1,0,1.000,0.000,0.750,0.250
"disastrous",1,0,1.000,0.000,0.750,0.250
"bookish",1,0,1.000,0.000,0.750,0.250
"orgasm",1,0,1.000,0.000,0.750,0.250
"bold",3,1,0.750,0.250,0.700,0.300
"thrown",1,1,0.500,0.500,0.500,0.500
"beautifully",5,0,1.000,0.000,0.917,0.083
"spider-man",1,1,0.500,0.500,0.500,0.500
"vines",4,0,1.000,0.000,0.900,0.100
"waiting",3,4,0.429,0.571,0.438,0.562
"for:",1,0,1.000,0.000,0.750,0.250
"60",1,4,0.200,0.800,0.250,0.750
"detailed",1,0,1.000,0.000,0.750,0.250
"three-ingredient",2,0,1.000,0.000,0.833,0.167
"no-bake",3,0,1.000,0.000,0.875,0.125
"41",4,0,1.000,0.000,0.900,0.100
"legitimate",1,1,0.500,0.500,0.500,0.500
"ruining",2,0,1.000,0.000,0.833,0.167
"fletcher",1,0,1.000,0.000,0.750,0.250
"announced",1,7,0.125,0.875,0.167,0.833
"he's",5,1,0.833,0.167,0.786,0.214
"awesomely",2,0,1.000,0.000,0.833,0.167
"alabama",1,3,0.250,0.750,0.300,0.700
"investigated",2,1,0.667,0.333,0.625,0.375
"documentary",2,2,0.500,0.500,0.500,0.500
"foley",1,0,1.000,0.000,0.750,0.250
"n",1,0,1.000,0.000,0.750,0.250
"text",4,2,0.667,0.333,0.643,0.357
"smartphone",2,3,0.400,0.600,0.417,0.583
"childhood",11,1,0.917,0.083,0.885,0.115
"crosscountry",1,0,1.000,0.000,0.750,0.250
"ron",4,3,0.571,0.429,0.562,0.438
"hermione",1,0,1.000,0.000,0.750,0.250
"unknowingly",1,0,1.000,0.000,0.750,0.250
"sparked",1,0,1.000,0.000,0.750,0.250
"awakening",1,0,1.000,0.000,0.750,0.250
"marv",1,0,1.000,0.000,0.750,0.250
"alone?",1,0,1.000,0.000,0.750,0.250
"chameleons",1,0,1.000,0.000,0.750,0.250
"hiding",1,0,1.000,0.000,0.750,0.250
"forest",3,4,0.429,0.571,0.438,0.562
"described",2,0,1.000,0.000,0.833,0.167
"dutiful",1,0,1.000,0.000,0.750,0.250
"shiba",1,0,1.000,0.000,0.750,0.250
"tobacco",1,2,0.333,0.667,0.375,0.625
"shop",5,5,0.500,0.500,0.500,0.500
"retires",1,2,0.333,0.667,0.375,0.625
"jersey",1,11,0.083,0.917,0.115,0.885
"easier",1,2,0.333,0.667,0.375,0.625
"exchange",1,6,0.143,0.857,0.188,0.812
"also",4,4,0.500,0.500,0.500,0.500
"hoax",1,6,0.143,0.857,0.188,0.812
"bar",6,2,0.750,0.250,0.722,0.278
"state",6,39,0.133,0.867,0.141,0.859
"chloe",1,0,1.000,0.000,0.750,0.250
"grace",2,3,0.400,0.600,0.417,0.583
"moretz",1,0,1.000,0.000,0.750,0.250
"supremes",1,0,1.000,0.000,0.750,0.250
"neighbors",1,2,0.333,0.667,0.375,0.625
"fat",1,1,0.500,0.500,0.500,0.500
"roll",2,3,0.400,0.600,0.417,0.583
"light",4,7,0.364,0.636,0.375,0.625
"omg",5,0,1.000,0.000,0.917,0.083
"could've",1,0,1.000,0.000,0.750,0.250
"lord",2,0,1.000,0.000,0.833,0.167
"rings",2,1,0.667,0.333,0.625,0.375
"stuff",3,0,1.000,0.000,0.875,0.125
"survived",2,0,1.000,0.000,0.833,0.167
"leap",1,1,0.500,0.500,0.500,0.500
"division",2,3,0.400,0.600,0.417,0.583
"ii",2,8,0.200,0.800,0.227,0.773
"ink",2,0,1.000,0.000,0.833,0.167
"exit",1,2,0.333,0.667,0.375,0.625
"walkout",1,0,1.000,0.000,0.750,0.250
"final",2,18,0.100,0.900,0.119,0.881
"delightful",1,0,1.000,0.000,0.750,0.250
"wallpapers",1,0,1.000,0.000,0.750,0.250
"leave",6,8,0.429,0.571,0.433,0.567
"speechless",3,0,1.000,0.000,0.875,0.125
"former",4,58,0.065,0.935,0.071,0.929
"scottish",2,5,0.286,0.714,0.312,0.688
"underage",1,0,1.000,0.000,0.750,0.250
"filthiest",1,0,1.000,0.000,0.750,0.250
"onscreen",1,0,1.000,0.000,0.750,0.250
"rescue",2,10,0.167,0.833,0.192,0.808
"sleeping",1,0,1.000,0.000,0.750,0.250
"beds",1,0,1.000,0.000,0.750,0.250
"emails",1,0,1.000,0.000,0.750,0.250
"father",3,4,0.429,0.571,0.438,0.562
"club",5,3,0.625,0.375,0.611,0.389
"penguin",2,1,0.667,0.333,0.625,0.375
"outrageously",2,0,1.000,0.000,0.833,0.167
"meatballs",1,0,1.000,0.000,0.750,0.250
"gifs",3,0,1.000,0.000,0.875,0.125
"ahhhhhhh",1,0,1.000,0.000,0.750,0.250
"personal",1,1,0.500,0.500,0.500,0.500
"trainer",1,2,0.333,0.667,0.375,0.625
"thousands",4,17,0.190,0.810,0.205,0.795
"sharing",5,3,0.625,0.375,0.611,0.389
"diplo's",1,0,1.000,0.000,0.750,0.250
"lean",1,0,1.000,0.000,0.750,0.250
"princess",8,0,1.000,0.000,0.944,0.056
"dance-off",1,0,1.000,0.000,0.750,0.250
"buns",3,0,1.000,0.000,0.875,0.125
"joseph",4,1,0.800,0.200,0.750,0.250
"gordon-levitt",4,0,1.000,0.000,0.900,0.100
"plastering",1,0,1.000,0.000,0.750,0.250
"168",1,0,1.000,0.000,0.750,0.250
"rob",2,0,1.000,0.000,0.833,0.167
"lowe",1,1,0.500,0.500,0.500,0.500
"worker",2,3,0.400,0.600,0.417,0.583
"fiercely",1,0,1.000,0.000,0.750,0.250
"weeknd's",1,0,1.000,0.000,0.750,0.250
"fantastic",7,0,1.000,0.000,0.938,0.062
"beast",1,0,1.000,0.000,0.750,0.250
"undeniable",4,0,1.000,0.000,0.900,0.100
"perform",1,0,1.000,0.000,0.750,0.250
"k-pop",1,0,1.000,0.000,0.750,0.250
"dances",1,0,1.000,0.000,0.750,0.250
"shocked",2,0,1.000,0.000,0.833,0.167
"pregnancy",3,1,0.750,0.250,0.700,0.300
"announcement",1,0,1.000,0.000,0.750,0.250
"adhd",2,0,1.000,0.000,0.833,0.167
"meds",1,0,1.000,0.000,0.750,0.250
"farts",3,0,1.000,0.000,0.875,0.125
"matrix",1,0,1.000,0.000,0.750,0.250
"blanks",1,0,1.000,0.000,0.750,0.250
"master",2,0,1.000,0.000,0.833,0.167
"p",1,0,1.000,0.000,0.750,0.250
"screaming",1,0,1.000,0.000,0.750,0.250
"readers",3,0,1.000,0.000,0.875,0.125
"spent",2,3,0.400,0.600,0.417,0.583
"imaginative",1,0,1.000,0.000,0.750,0.250
"fifth",2,7,0.222,0.778,0.250,0.750
"grade",1,1,0.500,0.500,0.500,0.500
"bombed",1,0,1.000,0.000,0.750,0.250
"germophobe",1,0,1.000,0.000,0.750,0.250
"clue",3,0,1.000,0.000,0.875,0.125
"origins",1,1,0.500,0.500,0.500,0.500
"embarrassing",4,0,1.000,0.000,0.900,0.100
"nme",1,0,1.000,0.000,0.750,0.250
"johnny",1,0,1.000,0.000,0.750,0.250
"abc's",1,0,1.000,0.000,0.750,0.250
"remake",2,1,0.667,0.333,0.625,0.375
"trick",4,0,1.000,0.000,0.900,0.100
"teaching",1,1,0.500,0.500,0.500,0.500
"howl",1,0,1.000,0.000,0.750,0.250
"yahoo",3,4,0.429,0.571,0.438,0.562
"nervous",2,0,1.000,0.000,0.833,0.167
"future",9,10,0.474,0.526,0.475,0.525
"planet",3,4,0.429,0.571,0.438,0.562
"extra",3,0,1.000,0.000,0.875,0.125
"black-ish",2,0,1.000,0.000,0.833,0.167
"radicalized",1,0,1.000,0.000,0.750,0.250
"signals",1,2,0.333,0.667,0.375,0.625
"gop",2,0,1.000,0.000,0.833,0.167
"fell",2,2,0.500,0.500,0.500,0.500
"au",1,2,0.333,0.667,0.375,0.625
"misheard",2,0,1.000,0.000,0.833,0.167
"ruled",2,1,0.667,0.333,0.625,0.375
"fairy",2,0,1.000,0.000,0.833,0.167
"tale",2,1,0.667,0.333,0.625,0.375
"cottages",1,0,1.000,0.000,0.750,0.250
"billy",3,1,0.750,0.250,0.700,0.300
"ray",1,1,0.500,0.500,0.500,0.500
"cyrus",3,0,1.000,0.000,0.875,0.125
"framed",1,0,1.000,0.000,0.750,0.250
"mantel",1,0,1.000,0.000,0.750,0.250
"official",3,17,0.150,0.850,0.167,0.833
"ranking",4,0,1.000,0.000,0.900,0.100
"leaving",2,5,0.286,0.714,0.312,0.688
"arriving",1,0,1.000,0.000,0.750,0.250
"employees",3,2,0.600,0.400,0.583,0.417
"jamba",1,0,1.000,0.000,0.750,0.250
"juice",1,0,1.000,0.000,0.750,0.250
"mermaid",4,0,1.000,0.000,0.900,0.100
"blonde",3,0,1.000,0.000,0.875,0.125
"prep",1,1,0.500,0.500,0.500,0.500
"sebastian",1,2,0.333,0.667,0.375,0.625
"freakin",1,0,1.000,0.000,0.750,0.250
"law",2,18,0.100,0.900,0.119,0.881
"order:",2,0,1.000,0.000,0.833,0.167
"svu",2,0,1.000,0.000,0.833,0.167
"whiter",1,0,1.000,0.000,0.750,0.250
"pov",1,0,1.000,0.000,0.750,0.250
"escape",2,4,0.333,0.667,0.357,0.643
"wildfire",1,3,0.250,0.750,0.300,0.700
"periscope",1,0,1.000,0.000,0.750,0.250
"catcalled",1,0,1.000,0.000,0.750,0.250
"photographer",6,2,0.750,0.250,0.722,0.278
"disgusting",2,0,1.000,0.000,0.833,0.167
"mouths",1,0,1.000,0.000,0.750,0.250
"illustrates",1,0,1.000,0.000,0.750,0.250
"taco",3,1,0.750,0.250,0.700,0.300
"menu",1,0,1.000,0.000,0.750,0.250
"s.o.",2,0,1.000,0.000,0.833,0.167
"sally",2,0,1.000,0.000,0.833,0.167
"morticia",1,0,1.000,0.000,0.750,0.250
"dudes",2,0,1.000,0.000,0.833,0.167
"hats",1,0,1.000,0.000,0.750,0.250
"writer's",1,0,1.000,0.000,0.750,0.250
"sold",1,2,0.333,0.667,0.375,0.625
"thanks",1,0,1.000,0.000,0.750,0.250
"army",1,10,0.091,0.909,0.125,0.875
"january",2,3,0.400,0.600,0.417,0.583
"carb",2,0,1.000,0.000,0.833,0.167
"comedians",2,0,1.000,0.000,0.833,0.167
"retweeted",2,0,1.000,0.000,0.833,0.167
"promo",2,0,1.000,0.000,0.833,0.167
"nbc's",2,1,0.667,0.333,0.625,0.375
"reuniting",1,0,1.000,0.000,0.750,0.250
"themed",1,0,1.000,0.000,0.750,0.250
"hyped",1,0,1.000,0.000,0.750,0.250
"back-to-school",1,0,1.000,0.000,0.750,0.250
"inspirations",1,0,1.000,0.000,0.750,0.250
"extremely",2,0,1.000,0.000,0.833,0.167
"candidates",2,2,0.500,0.500,0.500,0.500
"oddly",1,0,1.000,0.000,0.750,0.250
"familiar",1,1,0.500,0.500,0.500,0.500
