Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"question",2,0,1.000,0.000,0.833,0.167
"anna",2,0,1.000,0.000,0.833,0.167
"camp",1,2,0.333,0.667,0.375,0.625
"skylar",1,0,1.000,0.000,0.750,0.250
"astin",1,0,1.000,0.000,0.750,0.250
"engaged",1,1,0.500,0.500,0.500,0.500
"so",5,1,0.833,0.167,0.786,0.214
"everything",6,1,0.857,0.143,0.812,0.188
"finally",1,0,1.000,0.000,0.750,0.250
"right",5,1,0.833,0.167,0.786,0.214
"pretending",1,0,1.000,0.000,0.750,0.250
"faint",1,0,1.000,0.000,0.750,0.250
"dogs",1,1,0.500,0.500,0.500,0.500
"react",1,0,1.000,0.000,0.750,0.250
"smiths",1,0,1.000,0.000,0.750,0.250
"fake",1,1,0.500,0.500,0.500,0.500
"have",17,2,0.895,0.105,0.875,0.125
"esp",1,0,1.000,0.000,0.750,0.250
"biryani",1,0,1.000,0.000,0.750,0.250
"having",1,0,1.000,0.000,0.750,0.250
"braces",1,0,1.000,0.000,0.750,0.250
"way",7,1,0.875,0.125,0.833,0.167
"surprised",2,0,1.000,0.000,0.833,0.167
"military",1,2,0.333,0.667,0.375,0.625
"homecoming",1,0,1.000,0.000,0.750,0.250
"dressing",1,0,1.000,0.000,0.750,0.250
"gift",2,1,0.667,0.333,0.625,0.375
"elf",1,0,1.000,0.000,0.750,0.250
"honest:",1,0,1.000,0.000,0.750,0.250
"hit",3,0,1.000,0.000,0.875,0.125
"private",1,1,0.500,0.500,0.500,0.500
"sessions",1,0,1.000,0.000,0.750,0.250
"posts",2,2,0.500,0.500,0.500,0.500
"coconut",1,0,1.000,0.000,0.750,0.250
"oil",1,5,0.167,0.833,0.214,0.786
"answer",2,0,1.000,0.000,0.833,0.167
"problems",3,0,1.000,0.000,0.875,0.125
"items",1,0,1.000,0.000,0.750,0.250
"loves",2,0,1.000,0.000,0.833,0.167
"burgers",2,0,1.000,0.000,0.833,0.167
"needs",2,0,1.000,0.000,0.833,0.167
"20",3,2,0.600,0.400,0.583,0.417
"confessions",5,0,1.000,0.000,0.917,0.083
"slightly",2,0,1.000,0.000,0.833,0.167
"obsessed",4,0,1.000,0.000,0.900,0.100
"outer",1,0,1.000,0.000,0.750,0.250
"couples",1,0,1.000,0.000,0.750,0.250
"ferrell",1,0,1.000,0.000,0.750,0.250
"santa",1,0,1.000,0.000,0.750,0.250
"mark",1,0,1.000,0.000,0.750,0.250
"ruffalo",1,0,1.000,0.000,0.750,0.250
"posted",1,0,1.000,0.000,0.750,0.250
"shirtless",1,0,1.000,0.000,0.750,0.250
"pic",1,0,1.000,0.000,0.750,0.250
"promoting",1,0,1.000,0.000,0.750,0.250
"breast",1,0,1.000,0.000,0.750,0.250
"cancer",1,1,0.500,0.500,0.500,0.500
"awareness",1,0,1.000,0.000,0.750,0.250
"men",2,1,0.667,0.333,0.625,0.375
"nobody",1,0,1.000,0.000,0.750,0.250
"likes",1,0,1.000,0.000,0.750,0.250
"jobs",1,4,0.200,0.800,0.250,0.750
"pinky",1,0,1.000,0.000,0.750,0.250
"additional",1,0,1.000,0.000,0.750,0.250
"episodes",1,0,1.000,0.000,0.750,0.250
"murderer",1,0,1.000,0.000,0.750,0.250
"made",4,0,1.000,0.000,0.900,0.100
"yet",1,0,1.000,0.000,0.750,0.250
"priyanka",1,0,1.000,0.000,0.750,0.250
"chopra",1,0,1.000,0.000,0.750,0.250
"goddamn",2,0,1.000,0.000,0.833,0.167
"owned",1,0,1.000,0.000,0.750,0.250
"2015",12,0,1.000,0.000,0.962,0.038
"tumblr",2,0,1.000,0.000,0.833,0.167
"four-person",1,0,1.000,0.000,0.750,0.250
"slayed",1,0,1.000,0.000,0.750,0.250
"eyeshadow",1,0,1.000,0.000,0.750,0.250
"probably",3,0,1.000,0.000,0.875,0.125
"shouldn't",1,0,1.000,0.000,0.750,0.250
"illustrated",1,0,1.000,0.000,0.750,0.250
"leslie",2,0,1.000,0.000,0.833,0.167
"knope's",1,0,1.000,0.000,0.750,0.250
"compliments",1,0,1.000,0.000,0.750,0.250
"they're",2,0,1.000,0.000,0.833,0.167
"damn",3,0,1.000,0.000,0.875,0.125
"cool",2,0,1.000,0.000,0.833,0.167
"don't",6,0,1.000,0.000,0.929,0.071
"david",3,1,0.750,0.250,0.700,0.300
"bowie",2,0,1.000,0.000,0.833,0.167
"we're",2,0,1.000,0.000,0.833,0.167
"clear",1,0,1.000,0.000,0.750,0.250
"gay",2,2,0.500,0.500,0.500,0.500
"drama",2,0,1.000,0.000,0.833,0.167
"teacher",1,1,0.500,0.500,0.500,0.500
"responds",1,0,1.000,0.000,0.750,0.250
"perfectly",3,0,1.000,0.000,0.875,0.125
"mother",1,0,1.000,0.000,0.750,0.250
"pulls",1,0,1.000,0.000,0.750,0.250
"class",2,0,1.000,0.000,0.833,0.167
"server",1,0,1.000,0.000,0.750,0.250
"internet",2,2,0.500,0.500,0.500,0.500
"guess",7,0,1.000,0.000,0.937,0.063
"chips",1,0,1.000,0.000,0.750,0.250
"before",2,1,0.667,0.333,0.625,0.375
"smashed",1,0,1.000,0.000,0.750,0.250
"spelling",1,0,1.000,0.000,0.750,0.250
"friends",5,0,1.000,0.000,0.917,0.083
"blair",2,0,1.000,0.000,0.833,0.167
"serena",2,0,1.000,0.000,0.833,0.167
"tired",1,0,1.000,0.000,0.750,0.250
"weekend",1,0,1.000,0.000,0.750,0.250
"therapy",1,0,1.000,0.000,0.750,0.250
"buff",1,0,1.000,0.000,0.750,0.250
"john",2,2,0.500,0.500,0.500,0.500
"krasinski",2,0,1.000,0.000,0.833,0.167
"hours",1,1,0.500,0.500,0.500,0.500
"it's",6,0,1.000,0.000,0.929,0.071
"hard",4,0,1.000,0.000,0.900,0.100
"handle",1,0,1.000,0.000,0.750,0.250
"obscure",1,0,1.000,0.000,0.750,0.250
"very",1,0,1.000,0.000,0.750,0.250
"sweary",1,0,1.000,0.000,0.750,0.250
"british",2,2,0.500,0.500,0.500,0.500
"need",13,0,1.000,0.000,0.964,0.036
"use",3,4,0.429,0.571,0.437,0.563
"now",7,2,0.778,0.222,0.750,0.250
"14",3,1,0.750,0.250,0.700,0.300
"rare",1,0,1.000,0.000,0.750,0.250
"albert",1,0,1.000,0.000,0.750,0.250
"einstein",1,0,1.000,0.000,0.750,0.250
"seen",2,0,1.000,0.000,0.833,0.167
"kendrick",1,0,1.000,0.000,0.750,0.250
"sampson",1,0,1.000,0.000,0.750,0.250
"htgawm",1,0,1.000,0.000,0.750,0.250
"ultimate",1,0,1.000,0.000,0.750,0.250
"bae",1,0,1.000,0.000,0.750,0.250
"11",5,1,0.833,0.167,0.786,0.214
"mumbai",2,1,0.667,0.333,0.625,0.375
"sending",1,0,1.000,0.000,0.750,0.250
"powerful",1,0,1.000,0.000,0.750,0.250
"messages",1,0,1.000,0.000,0.750,0.250
"support",1,0,1.000,0.000,0.750,0.250
"solidarity",1,0,1.000,0.000,0.750,0.250
"paris",3,0,1.000,0.000,0.875,0.125
"thoughts",2,0,1.000,0.000,0.833,0.167
"while",5,2,0.714,0.286,0.687,0.313
"stalking",1,0,1.000,0.000,0.750,0.250
"our",2,1,0.667,0.333,0.625,0.375
"exes",4,0,1.000,0.000,0.900,0.100
"facebook",1,2,0.333,0.667,0.375,0.625
"i'm",4,0,1.000,0.000,0.900,0.100
"immigrant",2,0,1.000,0.000,0.833,0.167
"but",2,4,0.333,0.667,0.357,0.643
"not",5,3,0.625,0.375,0.611,0.389
"guy's",1,0,1.000,0.000,0.750,0.250
"cheese",4,0,1.000,0.000,0.900,0.100
"sums",1,0,1.000,0.000,0.750,0.250
"silly",2,0,1.000,0.000,0.833,0.167
"daily",1,0,1.000,0.000,0.750,0.250
"mail",1,0,1.000,0.000,0.750,0.250
"reenacted",1,0,1.000,0.000,0.750,0.250
"said",7,2,0.778,0.222,0.750,0.250
"leaders",1,3,0.250,0.750,0.300,0.700
"shit-ton",1,0,1.000,0.000,0.750,0.250
"lesbian",1,0,1.000,0.000,0.750,0.250
"subtext",1,0,1.000,0.000,0.750,0.250
"capture",1,0,1.000,0.000,0.750,0.250
"experience",2,1,0.667,0.333,0.625,0.375
"beans",1,0,1.000,0.000,0.750,0.250
"only",8,0,1.000,0.000,0.944,0.056
"twitter",4,1,0.800,0.200,0.750,0.250
"matters",1,0,1.000,0.000,0.750,0.250
"masturbation",2,0,1.000,0.000,0.833,0.167
"that'll",7,0,1.000,0.000,0.937,0.063
"wtf",1,0,1.000,0.000,0.750,0.250
"secondary",1,0,1.000,0.000,0.750,0.250
"characters",3,0,1.000,0.000,0.875,0.125
"then",1,0,1.000,0.000,0.750,0.250
"vs.",6,0,1.000,0.000,0.929,0.071
"potato",2,0,1.000,0.000,0.833,0.167
"recipes",1,0,1.000,0.000,0.750,0.250
"illegal",1,0,1.000,0.000,0.750,0.250
"charts",3,0,1.000,0.000,0.875,0.125
"graphs",1,0,1.000,0.000,0.750,0.250
"james",1,0,1.000,0.000,0.750,0.250
"bond",1,0,1.000,0.000,0.750,0.250
"fan",4,0,1.000,0.000,0.900,0.100
"season",4,1,0.800,0.200,0.750,0.250
"buffy",1,0,1.000,0.000,0.750,0.250
"jerseyans",1,0,1.000,0.000,0.750,0.250
"ace",1,0,1.000,0.000,0.750,0.250
"diy",1,0,1.000,0.000,0.750,0.250
"oreo",1,0,1.000,0.000,0.750,0.250
"churros",1,0,1.000,0.000,0.750,0.250
"next-level",1,0,1.000,0.000,0.750,0.250
"classical",1,0,1.000,0.000,0.750,0.250
"nerd",1,0,1.000,0.000,0.750,0.250
"hilarious",4,0,1.000,0.000,0.900,0.100
"book",1,2,0.333,0.667,0.375,0.625
"lover",1,0,1.000,0.000,0.750,0.250
"appreciate",1,0,1.000,0.000,0.750,0.250
"movie",3,0,1.000,0.000,0.875,0.125
"watch",5,0,1.000,0.000,0.917,0.083
"5",2,1,0.667,0.333,0.625,0.375
"walking",2,0,1.000,0.000,0.833,0.167
"dead",3,18,0.143,0.857,0.159,0.841
"went",6,0,1.000,0.000,0.929,0.071
"boobs",3,0,1.000,0.000,0.875,0.125
"netflix",3,0,1.000,0.000,0.875,0.125
"chill",1,0,1.000,0.000,0.750,0.250
"honest",2,0,1.000,0.000,0.833,0.167
"wounded",1,0,1.000,0.000,0.750,0.250
"veteran's",1,0,1.000,0.000,0.750,0.250
"service",1,5,0.167,0.833,0.214,0.786
"man",2,3,0.400,0.600,0.417,0.583
"it'll",1,0,1.000,0.000,0.750,0.250
"bawl",1,0,1.000,0.000,0.750,0.250
"youth",1,0,1.000,0.000,0.750,0.250
"football",2,4,0.333,0.667,0.357,0.643
"players",2,2,0.500,0.500,0.500,0.500
"quit",1,0,1.000,0.000,0.750,0.250
"whip/nae",1,0,1.000,0.000,0.750,0.250
"birthday",1,1,0.500,0.500,0.500,0.500
"cake",1,0,1.000,0.000,0.750,0.250
"bffs",1,0,1.000,0.000,0.750,0.250
"slaying",1,0,1.000,0.000,0.750,0.250
"fashion",1,0,1.000,0.000,0.750,0.250
"dear",1,0,1.000,0.000,0.750,0.250
"word",1,0,1.000,0.000,0.750,0.250
"advice",1,0,1.000,0.000,0.750,0.250
"india:",1,0,1.000,0.000,0.750,0.250
"butts",2,0,1.000,0.000,0.833,0.167
"dirty",1,0,1.000,0.000,0.750,0.250
"pass",1,1,0.500,0.500,0.500,0.500
"environmental",1,0,1.000,0.000,0.750,0.250
"science",1,0,1.000,0.000,0.750,0.250
"you're",7,0,1.000,0.000,0.937,0.063
"baths",1,0,1.000,0.000,0.750,0.250
"amber",1,0,1.000,0.000,0.750,0.250
"rose",1,0,1.000,0.000,0.750,0.250
"lot",1,0,1.000,0.000,0.750,0.250
"important",2,0,1.000,0.000,0.833,0.167
"lessons",2,0,1.000,0.000,0.833,0.167
"game-changing",1,0,1.000,0.000,0.750,0.250
"eyeliner",1,0,1.000,0.000,0.750,0.250
"suck",1,0,1.000,0.000,0.750,0.250
"makeup",4,0,1.000,0.000,0.900,0.100
"into",6,4,0.600,0.400,0.591,0.409
"1996",1,0,1.000,0.000,0.750,0.250
"feel",8,1,0.889,0.111,0.850,0.150
"old",3,1,0.750,0.250,0.700,0.300
"show",4,6,0.400,0.600,0.409,0.591
"off",3,4,0.429,0.571,0.437,0.563
"terrible",1,0,1.000,0.000,0.750,0.250
"start",3,2,0.600,0.400,0.583,0.417
"campus",1,0,1.000,0.000,0.750,0.250
"urban",1,1,0.500,0.500,0.500,0.500
"dictionary",1,0,1.000,0.000,0.750,0.250
"definitions",1,0,1.000,0.000,0.750,0.250
"renters",1,0,1.000,0.000,0.750,0.250
"insurance",1,0,1.000,0.000,0.750,0.250
"mic",1,0,1.000,0.000,0.750,0.250
"dropped",1,0,1.000,0.000,0.750,0.250
"piano",1,0,1.000,0.000,0.750,0.250
"that's",1,0,1.000,0.000,0.750,0.250
"why",7,0,1.000,0.000,0.937,0.063
"grammy",1,0,1.000,0.000,0.750,0.250
"performance",2,0,1.000,0.000,0.833,0.167
"31",7,0,1.000,0.000,0.937,0.063
"babies",2,0,1.000,0.000,0.833,0.167
"hello",1,0,1.000,0.000,0.750,0.250
"assumptions",1,0,1.000,0.000,0.750,0.250
"singles",1,0,1.000,0.000,0.750,0.250
"thirties",1,0,1.000,0.000,0.750,0.250
"food",4,0,1.000,0.000,0.900,0.100
"electric",1,0,1.000,0.000,0.750,0.250
"picnic",1,0,1.000,0.000,0.750,0.250
"dragon",1,0,1.000,0.000,0.750,0.250
"ball",1,0,1.000,0.000,0.750,0.250
"z",1,0,1.000,0.000,0.750,0.250
"realistic",2,0,1.000,0.000,0.833,0.167
"proportions",1,0,1.000,0.000,0.750,0.250
"ridiculously",2,0,1.000,0.000,0.833,0.167
"sex",6,2,0.750,0.250,0.722,0.278
"parents",5,1,0.833,0.167,0.786,0.214
"costco",1,0,1.000,0.000,0.750,0.250
"failed",1,1,0.500,0.500,0.500,0.500
"almost",1,0,1.000,0.000,0.750,0.250
"won",1,0,1.000,0.000,0.750,0.250
"x-men",1,0,1.000,0.000,0.750,0.250
"character",9,0,1.000,0.000,0.950,0.050
"slytherins",1,0,1.000,0.000,0.750,0.250
"doing",2,0,1.000,0.000,0.833,0.167
"job",2,3,0.400,0.600,0.417,0.583
"costume",1,0,1.000,0.000,0.750,0.250
"acknowledge",1,0,1.000,0.000,0.750,0.250
"niall",1,0,1.000,0.000,0.750,0.250
"underrated",1,0,1.000,0.000,0.750,0.250
"member",2,0,1.000,0.000,0.833,0.167
"masturbated",1,0,1.000,0.000,0.750,0.250
"week",6,5,0.545,0.455,0.542,0.458
"nick",1,0,1.000,0.000,0.750,0.250
"joe",1,0,1.000,0.000,0.750,0.250
"jonas",1,0,1.000,0.000,0.750,0.250
"straight",1,1,0.500,0.500,0.500,0.500
"woman",4,5,0.444,0.556,0.450,0.550
"tinder",1,0,1.000,0.000,0.750,0.250
"me",1,0,1.000,0.000,0.750,0.250
"tears",1,0,1.000,0.000,0.750,0.250
"hearing",1,0,1.000,0.000,0.750,0.250
"josh",1,0,1.000,0.000,0.750,0.250
"groban",1,0,1.000,0.000,0.750,0.250
"kelly",1,0,1.000,0.000,0.750,0.250
"clarkson",1,0,1.000,0.000,0.750,0.250
"duet",1,0,1.000,0.000,0.750,0.250
"slow",2,1,0.667,0.333,0.625,0.375
"soups",2,0,1.000,0.000,0.833,0.167
"warm",2,0,1.000,0.000,0.833,0.167
"bourbon",1,0,1.000,0.000,0.750,0.250
"better",4,0,1.000,0.000,0.900,0.100
"liz",1,1,0.500,0.500,0.500,0.500
"lemon",1,0,1.000,0.000,0.750,0.250
"spoke",1,0,1.000,0.000,0.750,0.250
"truth",1,0,1.000,0.000,0.750,0.250
"magazines",1,0,1.000,0.000,0.750,0.250
"nominee",1,0,1.000,0.000,0.750,0.250
"brie",1,0,1.000,0.000,0.750,0.250
"larson",1,0,1.000,0.000,0.750,0.250
"2000s",1,0,1.000,0.000,0.750,0.250
"career",1,0,1.000,0.000,0.750,0.250
"explaining",1,0,1.000,0.000,0.750,0.250
"rap",2,0,1.000,0.000,0.833,0.167
"fired",1,0,1.000,0.000,0.750,0.250
"election",1,4,0.200,0.800,0.250,0.750
"candidate",1,5,0.167,0.833,0.214,0.786
"canada",2,3,0.400,0.600,0.417,0.583
"ooey",1,0,1.000,0.000,0.750,0.250
"gooey",1,0,1.000,0.000,0.750,0.250
"snacks",1,0,1.000,0.000,0.750,0.250
"level",2,1,0.667,0.333,0.625,0.375
"winner",2,1,0.667,0.333,0.625,0.375
"currently",1,0,1.000,0.000,0.750,0.250
"experiencing",1,0,1.000,0.000,0.750,0.250
"put",2,0,1.000,0.000,0.833,0.167
"through",4,1,0.800,0.200,0.750,0.250
"tim",1,0,1.000,0.000,0.750,0.250
"hortons",1,0,1.000,0.000,0.750,0.250
"a.m",1,0,1.000,0.000,0.750,0.250
"knew",2,0,1.000,0.000,0.833,0.167
"there",1,0,1.000,0.000,0.750,0.250
"short",1,1,0.500,0.500,0.500,0.500
"relate",3,0,1.000,0.000,0.875,0.125
"winter",5,0,1.000,0.000,0.917,0.083
"smoothies",1,0,1.000,0.000,0.750,0.250
"jump",1,1,0.500,0.500,0.500,0.500
"mornings",1,0,1.000,0.000,0.750,0.250
"breaking",1,0,1.000,0.000,0.750,0.250
"bad",1,0,1.000,0.000,0.750,0.250
"famous",3,0,1.000,0.000,0.875,0.125
"punishments",1,0,1.000,0.000,0.750,0.250
"jamie",1,0,1.000,0.000,0.750,0.250
"claire",1,0,1.000,0.000,0.750,0.250
"outlander",1,0,1.000,0.000,0.750,0.250
"2",2,3,0.400,0.600,0.417,0.583
"fucked",2,0,1.000,0.000,0.833,0.167
"caillou",1,0,1.000,0.000,0.750,0.250
"(that",1,0,1.000,0.000,0.750,0.250
"great)",1,0,1.000,0.000,0.750,0.250
"tinker",1,0,1.000,0.000,0.750,0.250
"bell",2,0,1.000,0.000,0.833,0.167
"belle",1,0,1.000,0.000,0.750,0.250
"rihanna",1,0,1.000,0.000,0.750,0.250
"work",1,4,0.200,0.800,0.250,0.750
"video",5,0,1.000,0.000,0.917,0.083
"hurts",1,0,1.000,0.000,0.750,0.250
"ryan",1,0,1.000,0.000,0.750,0.250
"phillippe",1,0,1.000,0.000,0.750,0.250
"comes",1,1,0.500,0.500,0.500,0.500
"amy",2,1,0.667,0.333,0.625,0.375
"schumer",2,0,1.000,0.000,0.833,0.167
"deleted",1,0,1.000,0.000,0.750,0.250
"trainwreck",1,0,1.000,0.000,0.750,0.250
"scene",1,0,1.000,0.000,0.750,0.250
"matthew",1,0,1.000,0.000,0.750,0.250
"mcconaughey",1,0,1.000,0.000,0.750,0.250
"reached",1,0,1.000,0.000,0.750,0.250
"peak",1,0,1.000,0.000,0.750,0.250
"mode",1,0,1.000,0.000,0.750,0.250
"animal",1,1,0.500,0.500,0.500,0.500
"facts",3,0,1.000,0.000,0.875,0.125
"single",2,0,1.000,0.000,0.833,0.167
"moment",4,1,0.800,0.200,0.750,0.250
"between",1,1,0.500,0.500,0.500,0.500
"starbucks",2,0,1.000,0.000,0.833,0.167
"barista",1,0,1.000,0.000,0.750,0.250
"deaf",1,1,0.500,0.500,0.500,0.500
"customer",1,0,1.000,0.000,0.750,0.250
"viral",2,0,1.000,0.000,0.833,0.167
"7",3,2,0.600,0.400,0.583,0.417
"insanely",2,0,1.000,0.000,0.833,0.167
"ways",8,0,1.000,0.000,0.944,0.056
"eat",2,0,1.000,0.000,0.833,0.167
"leftover",1,0,1.000,0.000,0.750,0.250
"physically",1,0,1.000,0.000,0.750,0.250
"can't",2,0,1.000,0.000,0.833,0.167
"pierce",1,0,1.000,0.000,0.750,0.250
"ears",1,0,1.000,0.000,0.750,0.250
"adam",1,0,1.000,0.000,0.750,0.250
"woodyatt",1,0,1.000,0.000,0.750,0.250
"upset",1,1,0.500,0.500,0.500,0.500
"#howsadam",1,0,1.000,0.000,0.750,0.250
"didn't",3,0,1.000,0.000,0.875,0.125
"corrie",1,0,1.000,0.000,0.750,0.250
"october",2,0,1.000,0.000,0.833,0.167
"lego",1,0,1.000,0.000,0.750,0.250
"naked",2,0,1.000,0.000,0.833,0.167
"mole",1,0,1.000,0.000,0.750,0.250
"kim",3,0,1.000,0.000,0.875,0.125
"possible",2,1,0.667,0.333,0.625,0.375
"percent",2,0,1.000,0.000,0.833,0.167
"vegan",1,0,1.000,0.000,0.750,0.250
"orange",1,0,1.000,0.000,0.750,0.250
"seriously",1,1,0.500,0.500,0.500,0.500
"intense",1,0,1.000,0.000,0.750,0.250
"perpetually",1,0,1.000,0.000,0.750,0.250
"miserable",1,0,1.000,0.000,0.750,0.250
"holiday",1,0,1.000,0.000,0.750,0.250
"squad",1,0,1.000,0.000,0.750,0.250
"floral",1,0,1.000,0.000,0.750,0.250
"leash",1,0,1.000,0.000,0.750,0.250
"fuck",2,0,1.000,0.000,0.833,0.167
"crocodile",1,0,1.000,0.000,0.750,0.250
"secret",1,3,0.250,0.750,0.300,0.700
"pets",1,0,1.000,0.000,0.750,0.250
"mindblowing",1,0,1.000,0.000,0.750,0.250
"harry",3,0,1.000,0.000,0.875,0.125
"potter",2,0,1.000,0.000,0.833,0.167
"theory",1,0,1.000,0.000,0.750,0.250
"avada",1,0,1.000,0.000,0.750,0.250
"kedavra",1,0,1.000,0.000,0.750,0.250
"curse",1,0,1.000,0.000,0.750,0.250
"friday",2,0,1.000,0.000,0.833,0.167
"palettes",1,0,1.000,0.000,0.750,0.250
"sale",1,0,1.000,0.000,0.750,0.250
"korean",1,0,1.000,0.000,0.750,0.250
"pop",3,0,1.000,0.000,0.875,0.125
"falling",1,0,1.000,0.000,0.750,0.250
"stage",2,1,0.667,0.333,0.625,0.375
"film",1,0,1.000,0.000,0.750,0.250
"pixar's",1,0,1.000,0.000,0.750,0.250
"tributes",1,0,1.000,0.000,0.750,0.250
"classic",2,1,0.667,0.333,0.625,0.375
"brilliant",2,0,1.000,0.000,0.833,0.167
"two-person",1,0,1.000,0.000,0.750,0.250
"costumes",2,0,1.000,0.000,0.833,0.167
"guaranteed",1,0,1.000,0.000,0.750,0.250
"done",2,0,1.000,0.000,0.833,0.167
"dissertation",1,0,1.000,0.000,0.750,0.250
"rory",1,0,1.000,0.000,0.750,0.250
"williams",1,0,1.000,0.000,0.750,0.250
"much",5,0,1.000,0.000,0.917,0.083
"graduated",1,0,1.000,0.000,0.750,0.250
"companion",1,0,1.000,0.000,0.750,0.250
"doctor",1,4,0.200,0.800,0.250,0.750
"legends",1,0,1.000,0.000,0.750,0.250
"tomorrow",1,0,1.000,0.000,0.750,0.250
"tutorial",1,0,1.000,0.000,0.750,0.250
"hipster",1,0,1.000,0.000,0.750,0.250
"britain",1,1,0.500,0.500,0.500,0.500
"percentage",1,0,1.000,0.000,0.750,0.250
"3",1,0,1.000,0.000,0.750,0.250
"bangs",1,0,1.000,0.000,0.750,0.250
"celebrities",3,0,1.000,0.000,0.875,0.125
"bangable",1,0,1.000,0.000,0.750,0.250
"pooped",1,0,1.000,0.000,0.750,0.250
"my",2,0,1.000,0.000,0.833,0.167
"pants",2,0,1.000,0.000,0.833,0.167
"sick",1,0,1.000,0.000,0.750,0.250
"traveling",1,0,1.000,0.000,0.750,0.250
"cast",4,0,1.000,0.000,0.900,0.100
"parks",1,0,1.000,0.000,0.750,0.250
"rec",1,0,1.000,0.000,0.750,0.250
"prefer",2,0,1.000,0.000,0.833,0.167
"chris",4,0,1.000,0.000,0.900,0.100
"pratt",2,0,1.000,0.000,0.833,0.167
"hemsworth",2,0,1.000,0.000,0.833,0.167
"talk",4,1,0.800,0.200,0.750,0.250
"american",1,1,0.500,0.500,0.500,0.500
"finals",1,1,0.500,0.500,0.500,0.500
"alcohol",1,0,1.000,0.000,0.750,0.250
"drinking",1,0,1.000,0.000,0.750,0.250
"behold",1,0,1.000,0.000,0.750,0.250
"terrifying",2,0,1.000,0.000,0.833,0.167
"mascot",2,0,1.000,0.000,0.833,0.167
"exist",1,0,1.000,0.000,0.750,0.250
"fans",4,1,0.800,0.200,0.750,0.250
"genius",1,0,1.000,0.000,0.750,0.250
"than",3,3,0.500,0.500,0.500,0.500
"chick",1,0,1.000,0.000,0.750,0.250
"divas",1,0,1.000,0.000,0.750,0.250
"2006",1,0,1.000,0.000,0.750,0.250
"west",2,0,1.000,0.000,0.833,0.167
"wiz",1,0,1.000,0.000,0.750,0.250
"khalifa",1,0,1.000,0.000,0.750,0.250
"officially",2,0,1.000,0.000,0.833,0.167
"eye",1,1,0.500,0.500,0.500,0.500
"contact",1,0,1.000,0.000,0.750,0.250
"last-minute",1,0,1.000,0.000,0.750,0.250
"stocking",1,0,1.000,0.000,0.750,0.250
"stuffers",1,0,1.000,0.000,0.750,0.250
"fandom",1,0,1.000,0.000,0.750,0.250
"thought",4,0,1.000,0.000,0.900,0.100
"green",1,2,0.333,0.667,0.375,0.625
"m&m's",1,0,1.000,0.000,0.750,0.250
"horny",1,0,1.000,0.000,0.750,0.250
"piece",1,0,1.000,0.000,0.750,0.250
"evidence",1,0,1.000,0.000,0.750,0.250
"proves",1,0,1.000,0.000,0.750,0.250
"faris",1,0,1.000,0.000,0.750,0.250
"existence",1,0,1.000,0.000,0.750,0.250
"male",2,0,1.000,0.000,0.833,0.167
"actor",1,1,0.500,0.500,0.500,0.500
"letter",1,0,1.000,0.000,0.750,0.250
"name",2,1,0.667,0.333,0.625,0.375
"michael",3,1,0.750,0.250,0.700,0.300
"b.",1,0,1.000,0.000,0.750,0.250
"jordan",1,0,1.000,0.000,0.750,0.250
"laid",1,0,1.000,0.000,0.750,0.250
"filming",1,0,1.000,0.000,0.750,0.250
"creed",1,0,1.000,0.000,0.750,0.250
"night",3,0,1.000,0.000,0.875,0.125
"katy",1,0,1.000,0.000,0.750,0.250
"perry",1,0,1.000,0.000,0.750,0.250
"figure",1,0,1.000,0.000,0.750,0.250
"where",2,0,1.000,0.000,0.833,0.167
"max",1,1,0.500,0.500,0.500,0.500
"ruby's",1,0,1.000,0.000,0.750,0.250
"leonardo",1,0,1.000,0.000,0.750,0.250
"dicaprio",1,0,1.000,0.000,0.750,0.250
"33",1,1,0.500,0.500,0.500,0.500
"russia",1,3,0.250,0.750,0.300,0.700
"differently",1,0,1.000,0.000,0.750,0.250
"everywhere",2,0,1.000,0.000,0.833,0.167
"else",1,0,1.000,0.000,0.750,0.250
"earth",3,1,0.750,0.250,0.700,0.300
"nostalgic",1,0,1.000,0.000,0.750,0.250
"mashups",1,0,1.000,0.000,0.750,0.250
"grooving",1,0,1.000,0.000,0.750,0.250
"life-changing",1,0,1.000,0.000,0.750,0.250
"pb&j",1,0,1.000,0.000,0.750,0.250
"rachel",1,0,1.000,0.000,0.750,0.250
"bilson",1,0,1.000,0.000,0.750,0.250
"kristen",1,0,1.000,0.000,0.750,0.250
"mom-friend",1,0,1.000,0.000,0.750,0.250
"goals",1,0,1.000,0.000,0.750,0.250
"coolest",1,0,1.000,0.000,0.750,0.250
"names",3,0,1.000,0.000,0.875,0.125
"bisexual",1,0,1.000,0.000,0.750,0.250
"ask",2,0,1.000,0.000,0.833,0.167
"expert:",1,0,1.000,0.000,0.750,0.250
"mindfulness",1,0,1.000,0.000,0.750,0.250
"ads",2,2,0.500,0.500,0.500,0.500
"used",2,1,0.667,0.333,0.625,0.375
"advertised",1,0,1.000,0.000,0.750,0.250
"product",1,1,0.500,0.500,0.500,0.500
"completely",3,0,1.000,0.000,0.875,0.125
"poodles",1,0,1.000,0.000,0.750,0.250
"kathy",1,0,1.000,0.000,0.750,0.250
"griffin",1,1,0.500,0.500,0.500,0.500
"kristin",1,0,1.000,0.000,0.750,0.250
