Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"kind",7,0,1.000,0.000,0.938,0.062
"lube",1,0,1.000,0.000,0.750,0.250
"wishes",1,0,1.000,0.000,0.750,0.250
"rolling",2,0,1.000,0.000,0.833,0.167
"stone",1,3,0.250,0.750,0.300,0.700
"blasphemous",1,0,1.000,0.000,0.750,0.250
"gorilla",1,0,1.000,0.000,0.750,0.250
"pics",1,0,1.000,0.000,0.750,0.250
"phone",5,2,0.714,0.286,0.688,0.312
"wrecks",1,0,1.000,0.000,0.750,0.250
"emergency",1,2,0.333,0.667,0.375,0.625
"room",2,0,1.000,0.000,0.833,0.167
"dinner",2,1,0.667,0.333,0.625,0.375
"$25",1,0,1.000,0.000,0.750,0.250
"justin",3,1,0.750,0.250,0.700,0.300
"bieber",2,1,0.667,0.333,0.625,0.375
"asexual",1,0,1.000,0.000,0.750,0.250
"cemitas",1,0,1.000,0.000,0.750,0.250
"mexico's",1,0,1.000,0.000,0.750,0.250
"dish",1,0,1.000,0.000,0.750,0.250
"teeny",1,0,1.000,0.000,0.750,0.250
"tiny",1,1,0.500,0.500,0.500,0.500
"silver",2,0,1.000,0.000,0.833,0.167
"necklaces",1,0,1.000,0.000,0.750,0.250
"100%",2,0,1.000,0.000,0.833,0.167
"celebrity's",1,0,1.000,0.000,0.750,0.250
"bio",1,0,1.000,0.000,0.750,0.250
"festival",1,1,0.500,0.500,0.500,0.500
"attend",1,2,0.333,0.667,0.375,0.625
"cook",1,0,1.000,0.000,0.750,0.250
"turkey",1,2,0.333,0.667,0.375,0.625
"whole",3,0,1.000,0.000,0.875,0.125
"rupaul's",1,0,1.000,0.000,0.750,0.250
"drag",1,0,1.000,0.000,0.750,0.250
"race",1,6,0.143,0.857,0.188,0.812
"chocolate",4,0,1.000,0.000,0.900,0.100
"iq",1,0,1.000,0.000,0.750,0.250
"crushed-velvet",1,0,1.000,0.000,0.750,0.250
"suit",1,0,1.000,0.000,0.750,0.250
"nothing",1,0,1.000,0.000,0.750,0.250
"same",5,1,0.833,0.167,0.786,0.214
"fish",1,0,1.000,0.000,0.750,0.250
"accessory",1,0,1.000,0.000,0.750,0.250
"lola",1,0,1.000,0.000,0.750,0.250
"kalyeserye",1,0,1.000,0.000,0.750,0.250
"outfits",2,0,1.000,0.000,0.833,0.167
"wear",2,0,1.000,0.000,0.833,0.167
"minute",1,0,1.000,0.000,0.750,0.250
"chip",1,0,1.000,0.000,0.750,0.250
"cookies",1,0,1.000,0.000,0.750,0.250
"match",3,4,0.429,0.571,0.438,0.562
"band",1,0,1.000,0.000,0.750,0.250
"matt",2,0,1.000,0.000,0.833,0.167
"healy's",1,0,1.000,0.000,0.750,0.250
"guyshadow",1,0,1.000,0.000,0.750,0.250
"invented",1,0,1.000,0.000,0.750,0.250
"rorschach",1,0,1.000,0.000,0.750,0.250
"queens",2,0,1.000,0.000,0.833,0.167
"killer",1,1,0.500,0.500,0.500,0.500
"songs",4,1,0.800,0.200,0.750,0.250
"titled",1,0,1.000,0.000,0.750,0.250
"find",7,0,1.000,0.000,0.938,0.062
"recipe",2,0,1.000,0.000,0.833,0.167
"buzzfeed",3,0,1.000,0.000,0.875,0.125
"newsletter",1,0,1.000,0.000,0.750,0.250
"kardashians",2,0,1.000,0.000,0.833,0.167
"proved",1,0,1.000,0.000,0.750,0.250
"rotties",1,0,1.000,0.000,0.750,0.250
"teddy",2,0,1.000,0.000,0.833,0.167
"competed",1,0,1.000,0.000,0.750,0.250
"wolfgang",1,0,1.000,0.000,0.750,0.250
"puck",1,0,1.000,0.000,0.750,0.250
"mess",2,0,1.000,0.000,0.833,0.167
"standing",1,0,1.000,0.000,0.750,0.250
"field",1,2,0.333,0.667,0.375,0.625
"novels",1,0,1.000,0.000,0.750,0.250
"65",1,0,1.000,0.000,0.750,0.250
"guilty",2,6,0.250,0.750,0.278,0.722
"mind-blowingly",1,0,1.000,0.000,0.750,0.250
"noodles",1,0,1.000,0.000,0.750,0.250
"nyc",2,0,1.000,0.000,0.833,0.167
"mum",1,0,1.000,0.000,0.750,0.250
"italian",1,3,0.250,0.750,0.300,0.700
"dishes",3,0,1.000,0.000,0.875,0.125
"move",2,5,0.286,0.714,0.312,0.688
"texts",5,0,1.000,0.000,0.917,0.083
"mom",1,1,0.500,0.500,0.500,0.500
"definitely",5,0,1.000,0.000,0.917,0.083
"sent",3,1,0.750,0.250,0.700,0.300
"one-eyed",1,0,1.000,0.000,0.750,0.250
"conquered",1,0,1.000,0.000,0.750,0.250
"fear",1,1,0.500,0.500,0.500,0.500
"ocean",1,1,0.500,0.500,0.500,0.500
"surf",1,0,1.000,0.000,0.750,0.250
"00s",6,0,1.000,0.000,0.929,0.071
"rom",2,0,1.000,0.000,0.833,0.167
"coms",2,0,1.000,0.000,0.833,0.167
"grocery",1,0,1.000,0.000,0.750,0.250
"store",1,1,0.500,0.500,0.500,0.500
"heart-pounding",1,0,1.000,0.000,0.750,0.250
"non-stop",1,1,0.500,0.500,0.500,0.500
"bbc",1,3,0.250,0.750,0.300,0.700
"sleigh",1,0,1.000,0.000,0.750,0.250
"ride",1,0,1.000,0.000,0.750,0.250
"snapchat",2,0,1.000,0.000,0.833,0.167
"ran",1,0,1.000,0.000,0.750,0.250
"ad",3,3,0.500,0.500,0.500,0.500
"booze",3,0,1.000,0.000,0.875,0.125
"its",3,9,0.250,0.750,0.269,0.731
"hajj",1,0,1.000,0.000,0.750,0.250
"red",3,4,0.429,0.571,0.438,0.562
"cups",1,0,1.000,0.000,0.750,0.250
"controversy",1,1,0.500,0.500,0.500,0.500
"reminder",1,0,1.000,0.000,0.750,0.250
"keira",1,0,1.000,0.000,0.750,0.250
"knightley",1,0,1.000,0.000,0.750,0.250
"orangutan",1,0,1.000,0.000,0.750,0.250
"ground",1,1,0.500,0.500,0.500,0.500
"laughing",1,0,1.000,0.000,0.750,0.250
"talking",2,1,0.667,0.333,0.625,0.375
"he",5,4,0.556,0.444,0.550,0.450
"emily",1,0,1.000,0.000,0.750,0.250
"blunt",1,0,1.000,0.000,0.750,0.250
"destroy",2,0,1.000,0.000,0.833,0.167
"thot",1,0,1.000,0.000,0.750,0.250
"sisters",2,0,1.000,0.000,0.833,0.167
"mini",1,0,1.000,0.000,0.750,0.250
"crossword",1,0,1.000,0.000,0.750,0.250
"clermont",1,0,1.000,0.000,0.750,0.250
"twins",2,1,0.667,0.333,0.625,0.375
"somebody",1,0,1.000,0.000,0.750,0.250
"chilling",1,0,1.000,0.000,0.750,0.250
"hey",3,0,1.000,0.000,0.875,0.125
"stick",1,0,1.000,0.000,0.750,0.250
"51",1,0,1.000,0.000,0.750,0.250
"purple",1,0,1.000,0.000,0.750,0.250
"extravagant",1,0,1.000,0.000,0.750,0.250
"costs",1,0,1.000,0.000,0.750,0.250
"knowles",1,0,1.000,0.000,0.750,0.250
"helpful",1,0,1.000,0.000,0.750,0.250
"dealing",2,0,1.000,0.000,0.833,0.167
"attacks",1,6,0.143,0.857,0.188,0.812
"mashup",1,0,1.000,0.000,0.750,0.250
"biggest",2,1,0.667,0.333,0.625,0.375
"blow",2,2,0.500,0.500,0.500,0.500
"away",1,0,1.000,0.000,0.750,0.250
"exercising",1,0,1.000,0.000,0.750,0.250
"minnesotans",1,0,1.000,0.000,0.750,0.250
"born",2,0,1.000,0.000,0.833,0.167
"knowing",1,0,1.000,0.000,0.750,0.250
"nerdy",1,0,1.000,0.000,0.750,0.250
"daredevil",1,0,1.000,0.000,0.750,0.250
"solve",1,0,1.000,0.000,0.750,0.250
"rubik's",1,0,1.000,0.000,0.750,0.250
"cube",1,0,1.000,0.000,0.750,0.250
"skydiving",1,0,1.000,0.000,0.750,0.250
"stomach",1,0,1.000,0.000,0.750,0.250
"falls",2,1,0.667,0.333,0.625,0.375
"ass",2,0,1.000,0.000,0.833,0.167
"together",1,0,1.000,0.000,0.750,0.250
"appetizers",2,0,1.000,0.000,0.833,0.167
"dessert",3,0,1.000,0.000,0.875,0.125
"fragility",1,0,1.000,0.000,0.750,0.250
"masculinity",1,0,1.000,0.000,0.750,0.250
"cliche",1,0,1.000,0.000,0.750,0.250
"merch",1,0,1.000,0.000,0.750,0.250
"mix",3,0,1.000,0.000,0.875,0.125
"body-shamers",1,0,1.000,0.000,0.750,0.250
"hinds:",1,0,1.000,0.000,0.750,0.250
"lesson",1,0,1.000,0.000,0.750,0.250
"spain's",1,1,0.500,0.500,0.500,0.500
"garage",1,0,1.000,0.000,0.750,0.250
"cappella",1,0,1.000,0.000,0.750,0.250
"theme",1,0,1.000,0.000,0.750,0.250
"musical",1,0,1.000,0.000,0.750,0.250
"ranked",3,0,1.000,0.000,0.875,0.125
"crazy",1,0,1.000,0.000,0.750,0.250
"any",2,0,1.000,0.000,0.833,0.167
"34",1,1,0.500,0.500,0.500,0.500
"phoenix",1,2,0.333,0.667,0.375,0.625
"sheeran",1,0,1.000,0.000,0.750,0.250
"god",1,0,1.000,0.000,0.750,0.250
"cement",1,0,1.000,0.000,0.750,0.250
"letting",1,0,1.000,0.000,0.750,0.250
"irritate",2,0,1.000,0.000,0.833,0.167
"farmers",1,0,1.000,0.000,0.750,0.250
"five",2,4,0.333,0.667,0.357,0.643
"thank",1,0,1.000,0.000,0.750,0.250
"paying",1,0,1.000,0.000,0.750,0.250
"weddings",1,0,1.000,0.000,0.750,0.250
"allowed",1,0,1.000,0.000,0.750,0.250
"microwave",1,0,1.000,0.000,0.750,0.250
"nuggets",1,0,1.000,0.000,0.750,0.250
"rockefeller",1,0,1.000,0.000,0.750,0.250
"tree",1,0,1.000,0.000,0.750,0.250
"ages",1,0,1.000,0.000,0.750,0.250
"sheds",1,0,1.000,0.000,0.750,0.250
"misconception",1,0,1.000,0.000,0.750,0.250
"extroverts",1,0,1.000,0.000,0.750,0.250
"health",3,6,0.333,0.667,0.350,0.650
"fitness-inspired",1,0,1.000,0.000,0.750,0.250
"area",1,1,0.500,0.500,0.500,0.500
"80's",1,0,1.000,0.000,0.750,0.250
"turn",2,1,0.667,0.333,0.625,0.375
"cameron",1,0,1.000,0.000,0.750,0.250
"pig",1,0,1.000,0.000,0.750,0.250
"puns",2,0,1.000,0.000,0.833,0.167
"squeal",1,0,1.000,0.000,0.750,0.250
"laughter",2,0,1.000,0.000,0.833,0.167
"narendra",1,0,1.000,0.000,0.750,0.250
"modi",1,0,1.000,0.000,0.750,0.250
"hanging",1,0,1.000,0.000,0.750,0.250
"francois",1,0,1.000,0.000,0.750,0.250
"hollande",1,0,1.000,0.000,0.750,0.250
"soap",1,0,1.000,0.000,0.750,0.250
"opera",1,0,1.000,0.000,0.750,0.250
"actress",1,1,0.500,0.500,0.500,0.500
"hate",4,0,1.000,0.000,0.900,0.100
"viola",1,0,1.000,0.000,0.750,0.250
"davis's",1,0,1.000,0.000,0.750,0.250
"speech",2,0,1.000,0.000,0.833,0.167
"hannah",1,0,1.000,0.000,0.750,0.250
"simone",1,0,1.000,0.000,0.750,0.250
"flawless",1,0,1.000,0.000,0.750,0.250
"pumpkin",1,0,1.000,0.000,0.750,0.250
"spice",2,1,0.667,0.333,0.625,0.375
"non-twins",1,0,1.000,0.000,0.750,0.250
"low-key",1,0,1.000,0.000,0.750,0.250
"paint",2,1,0.667,0.333,0.625,0.375
"vulva",1,0,1.000,0.000,0.750,0.250
"nails",2,0,1.000,0.000,0.833,0.167
"hilariously",3,0,1.000,0.000,0.875,0.125
"illustrating",1,0,1.000,0.000,0.750,0.250
"funny",5,0,1.000,0.000,0.917,0.083
"sentences",1,1,0.500,0.500,0.500,0.500
"strict",1,0,1.000,0.000,0.750,0.250
"literary",3,1,0.750,0.250,0.700,0.300
"children",2,4,0.333,0.667,0.357,0.643
"super-zoomed-in",1,0,1.000,0.000,0.750,0.250
"obsess",1,0,1.000,0.000,0.750,0.250
"scott",3,0,1.000,0.000,0.875,0.125
"exactly",1,0,1.000,0.000,0.750,0.250
"adulthood",1,0,1.000,0.000,0.750,0.250
"inkblot",1,0,1.000,0.000,0.750,0.250
"living",1,0,1.000,0.000,0.750,0.250
"ambivert",1,0,1.000,0.000,0.750,0.250
"gossip",3,0,1.000,0.000,0.875,0.125
"girl?",1,0,1.000,0.000,0.750,0.250
"regrettable",1,0,1.000,0.000,0.750,0.250
"tattoo",2,0,1.000,0.000,0.833,0.167
"dc",1,0,1.000,0.000,0.750,0.250
"native",1,0,1.000,0.000,0.750,0.250
"orphan",1,0,1.000,0.000,0.750,0.250
"tatiana",1,0,1.000,0.000,0.750,0.250
"maslany's",1,0,1.000,0.000,0.750,0.250
"loss",1,4,0.200,0.800,0.250,0.750
"calvin",1,1,0.500,0.500,0.500,0.500
"harris",1,1,0.500,0.500,0.500,0.500
"disciples",1,0,1.000,0.000,0.750,0.250
"jade",1,0,1.000,0.000,0.750,0.250
"prank-call",1,0,1.000,0.000,0.750,0.250
"madonna",1,0,1.000,0.000,0.750,0.250
"gets",1,7,0.125,0.875,0.167,0.833
"freaky",1,0,1.000,0.000,0.750,0.250
"check",1,0,1.000,0.000,0.750,0.250
"simple",1,0,1.000,0.000,0.750,0.250
"tricks",1,0,1.000,0.000,0.750,0.250
"realities",1,0,1.000,0.000,0.750,0.250
"owe",1,0,1.000,0.000,0.750,0.250
"pigskin",2,0,1.000,0.000,0.833,0.167
"blanket:",2,0,1.000,0.000,0.833,0.167
"nfl",2,0,1.000,0.000,0.833,0.167
"picks",2,0,1.000,0.000,0.833,0.167
"aloud",1,0,1.000,0.000,0.750,0.250
"theories",1,0,1.000,0.000,0.750,0.250
"age",3,8,0.273,0.727,0.292,0.708
"deliciously",1,0,1.000,0.000,0.750,0.250
"warming",1,1,0.500,0.500,0.500,0.500
"african",1,5,0.167,0.833,0.214,0.786
"eating",4,0,1.000,0.000,0.900,0.100
"believe",1,0,1.000,0.000,0.750,0.250
"england",1,6,0.143,0.857,0.188,0.812
"britney",4,1,0.800,0.200,0.750,0.250
"spears",4,1,0.800,0.200,0.750,0.250
"crafternoon",1,0,1.000,0.000,0.750,0.250
"bottle",1,0,1.000,0.000,0.750,0.250
"regrets",1,0,1.000,0.000,0.750,0.250
"freshers",1,0,1.000,0.000,0.750,0.250
"attractive",1,0,1.000,0.000,0.750,0.250
"latino",1,0,1.000,0.000,0.750,0.250
"authors",1,1,0.500,0.500,0.500,0.500
"wont",1,0,1.000,0.000,0.750,0.250
"able",2,0,1.000,0.000,0.833,0.167
"die",2,4,0.333,0.667,0.357,0.643
"scrubs",1,0,1.000,0.000,0.750,0.250
"ramen",1,0,1.000,0.000,0.750,0.250
"position",1,1,0.500,0.500,0.500,0.500
"dakota",1,0,1.000,0.000,0.750,0.250
"johnson",1,3,0.250,0.750,0.300,0.700
"mann",1,0,1.000,0.000,0.750,0.250
"geographical",1,0,1.000,0.000,0.750,0.250
"quirk",1,0,1.000,0.000,0.750,0.250
"sweden's",1,0,1.000,0.000,0.750,0.250
"against",1,15,0.062,0.938,0.088,0.912
"denmark",1,0,1.000,0.000,0.750,0.250
"paralyzed",1,0,1.000,0.000,0.750,0.250
"texted",1,0,1.000,0.000,0.750,0.250
"driving",1,2,0.333,0.667,0.375,0.625
"nature",1,0,1.000,0.000,0.750,0.250
"nurture",1,0,1.000,0.000,0.750,0.250
"runs",1,0,1.000,0.000,0.750,0.250
"introvert",1,0,1.000,0.000,0.750,0.250
"vagina",1,0,1.000,0.000,0.750,0.250
"kegels",1,0,1.000,0.000,0.750,0.250
"dreaming",1,0,1.000,0.000,0.750,0.250
"swear",1,0,1.000,0.000,0.750,0.250
"condiment",1,0,1.000,0.000,0.750,0.250
"matches",3,0,1.000,0.000,0.875,0.125
"personality",3,0,1.000,0.000,0.875,0.125
"full",4,3,0.571,0.429,0.562,0.438
"breakdown",1,0,1.000,0.000,0.750,0.250
"feud",1,0,1.000,0.000,0.750,0.250
"involving",1,0,1.000,0.000,0.750,0.250
"brighten",1,0,1.000,0.000,0.750,0.250
"reveal",3,0,1.000,0.000,0.875,0.125
"truly",1,0,1.000,0.000,0.750,0.250
"gluttonous",1,0,1.000,0.000,0.750,0.250
"foods",2,0,1.000,0.000,0.833,0.167
"year's",4,0,1.000,0.000,0.900,0.100
"resolution",1,1,0.500,0.500,0.500,0.500
"kicks",1,1,0.500,0.500,0.500,0.500
"nerds",1,0,1.000,0.000,0.750,0.250
"idea",3,1,0.750,0.250,0.700,0.300
"dying",2,0,1.000,0.000,0.833,0.167
"nursed",1,0,1.000,0.000,0.750,0.250
"heartwarmingly",1,0,1.000,0.000,0.750,0.250
"arts",1,0,1.000,0.000,0.750,0.250
"crafts",1,0,1.000,0.000,0.750,0.250
"projects",1,2,0.333,0.667,0.375,0.625
"mason",1,0,1.000,0.000,0.750,0.250
"penelope",2,0,1.000,0.000,0.833,0.167
"disick",2,0,1.000,0.000,0.833,0.167
"creative",1,0,1.000,0.000,0.750,0.250
"geniuses",1,0,1.000,0.000,0.750,0.250
"ranveer",1,0,1.000,0.000,0.750,0.250
"singh",1,0,1.000,0.000,0.750,0.250
"talked",1,0,1.000,0.000,0.750,0.250
"facing",1,2,0.333,0.667,0.375,0.625
"casting",1,0,1.000,0.000,0.750,0.250
"couch",1,0,1.000,0.000,0.750,0.250
"uncomfortably",1,0,1.000,0.000,0.750,0.250
"romance",2,0,1.000,0.000,0.833,0.167
"alive",1,1,0.500,0.500,0.500,0.500
"broad",1,0,1.000,0.000,0.750,0.250
"part",2,3,0.400,0.600,0.417,0.583
"filipino",1,0,1.000,0.000,0.750,0.250
"sum",2,0,1.000,0.000,0.833,0.167
"reality",1,2,0.333,0.667,0.375,0.625
"planning",1,0,1.000,0.000,0.750,0.250
"pet",2,0,1.000,0.000,0.833,0.167
"bestow",1,0,1.000,0.000,0.750,0.250
"upon",1,1,0.500,0.500,0.500,0.500
"significant",1,1,0.500,0.500,0.500,0.500
"other",4,3,0.571,0.429,0.562,0.438
"somehow",1,0,1.000,0.000,0.750,0.250
"brought",1,0,1.000,0.000,0.750,0.250
"money",1,1,0.500,0.500,0.500,0.500
"works",2,0,1.000,0.000,0.833,0.167
"distorted",1,0,1.000,0.000,0.750,0.250
"bieber's",1,0,1.000,0.000,0.750,0.250
"tweet",2,0,1.000,0.000,0.833,0.167
"son's",1,0,1.000,0.000,0.750,0.250
"penis",1,1,0.500,0.500,0.500,0.500
"one-pot",1,0,1.000,0.000,0.750,0.250
"chili",2,0,1.000,0.000,0.833,0.167
"pixar",1,0,1.000,0.000,0.750,0.250
"soulmate",1,0,1.000,0.000,0.750,0.250
"tom",2,1,0.667,0.333,0.625,0.375
"hiddleston",1,0,1.000,0.000,0.750,0.250
"impressions",1,0,1.000,0.000,0.750,0.250
"let",2,2,0.500,0.500,0.500,0.500
"burger",2,0,1.000,0.000,0.833,0.167
"ra",1,0,1.000,0.000,0.750,0.250
"doesn't",3,0,1.000,0.000,0.875,0.125
"commercial",1,0,1.000,0.000,0.750,0.250
"kiss",1,0,1.000,0.000,0.750,0.250
"attracted",1,0,1.000,0.000,0.750,0.250
"hangover",1,0,1.000,0.000,0.750,0.250
"26",2,1,0.667,0.333,0.625,0.375
"lol",1,0,1.000,0.000,0.750,0.250
"physicist",1,0,1.000,0.000,0.750,0.250
"tweeted",2,0,1.000,0.000,0.833,0.167
"gravitational",1,0,1.000,0.000,0.750,0.250
"waves",1,0,1.000,0.000,0.750,0.250
"may",4,10,0.286,0.714,0.300,0.700
"discovered",2,2,0.500,0.500,0.500,0.500
"pepsi",1,1,0.500,0.500,0.500,0.500
"halsey",1,0,1.000,0.000,0.750,0.250
"vin",1,0,1.000,0.000,0.750,0.250
"diesel",1,0,1.000,0.000,0.750,0.250
"shamers",1,0,1.000,0.000,0.750,0.250
"glamorous",1,0,1.000,0.000,0.750,0.250
"humanity",2,0,1.000,0.000,0.833,0.167
"lost",1,2,0.333,0.667,0.375,0.625
"hope",1,0,1.000,0.000,0.750,0.250
"forgotten",1,0,1.000,0.000,0.750,0.250
"late",1,1,0.500,0.500,0.500,0.500
"teen",2,1,0.667,0.333,0.625,0.375
"hardcore",1,0,1.000,0.000,0.750,0.250
"curling",1,0,1.000,0.000,0.750,0.250
"peeing",1,0,1.000,0.000,0.750,0.250
"infographic",1,0,1.000,0.000,0.750,0.250
"king",3,1,0.750,0.250,0.700,0.300
"bach",1,0,1.000,0.000,0.750,0.250
"dominated",1,0,1.000,0.000,0.750,0.250
"washing",1,0,1.000,0.000,0.750,0.250
"sheets",1,0,1.000,0.000,0.750,0.250
"38",1,0,1.000,0.000,0.750,0.250
"cats",2,0,1.000,0.000,0.833,0.167
"fit",1,1,0.500,0.500,0.500,0.500
"student",5,4,0.556,0.444,0.550,0.450
"moms",2,0,1.000,0.000,0.833,0.167
"painfully",2,0,1.000,0.000,0.833,0.167
"polycystic",1,0,1.000,0.000,0.750,0.250
"ovary",1,0,1.000,0.000,0.750,0.250
"syndrome",1,0,1.000,0.000,0.750,0.250
"body-shaming",1,0,1.000,0.000,0.750,0.250
"cheryl",1,0,1.000,0.000,0.750,0.250
"fernandez-versini",1,0,1.000,0.000,0.750,0.250
"bride",2,0,1.000,0.000,0.833,0.167
"hockey",1,0,1.000,0.000,0.750,0.250
"pick",2,1,0.667,0.333,0.625,0.375
"positive",1,0,1.000,0.000,0.750,0.250
"message",1,0,1.000,0.000,0.750,0.250
"maryland",1,1,0.500,0.500,0.500,0.500
"designs",1,0,1.000,0.000,0.750,0.250
"inspired",1,0,1.000,0.000,0.750,0.250
"ruby",1,0,1.000,0.000,0.750,0.250
"phoebe",1,0,1.000,0.000,0.750,0.250
"dahl",1,0,1.000,0.000,0.750,0.250
"defined",2,0,1.000,0.000,0.833,0.167
"sexts",1,0,1.000,0.000,0.750,0.250
"send",1,0,1.000,0.000,0.750,0.250
"go-to",1,0,1.000,0.000,0.750,0.250
"creepiest",1,0,1.000,0.000,0.750,0.250
"child",1,2,0.333,0.667,0.375,0.625
"feminist",1,0,1.000,0.000,0.750,0.250
"boss",1,0,1.000,0.000,0.750,0.250
"hobby",1,0,1.000,0.000,0.750,0.250
"catastrophe",1,0,1.000,0.000,0.750,0.250
"summed",2,0,1.000,0.000,0.833,0.167
"irate",1,0,1.000,0.000,0.750,0.250
"children's",1,1,0.500,0.500,0.500,0.500
"called",1,2,0.333,0.667,0.375,0.625
"balls?",1,0,1.000,0.000,0.750,0.250
"americans",1,1,0.500,0.500,0.500,0.500
"given",1,2,0.333,0.667,0.375,0.625
"describe",1,0,1.000,0.000,0.750,0.250
"pairs",1,1,0.500,0.500,0.500,0.500
"unrelated",1,0,1.000,0.000,0.750,0.250
"films",1,0,1.000,0.000,0.750,0.250
"sentence",1,0,1.000,0.000,0.750,0.250
"cher",2,0,1.000,0.000,0.833,0.167
"horowitz",1,0,1.000,0.000,0.750,0.250
"janet",1,0,1.000,0.000,0.750,0.250
"jackson's",1,0,1.000,0.000,0.750,0.250
"side-eye",1,0,1.000,0.000,0.750,0.250
"evan",1,1,0.500,0.500,0.500,0.500
"wood",1,0,1.000,0.000,0.750,0.250
"comments",2,1,0.667,0.333,0.625,0.375
"bisexuality",1,0,1.000,0.000,0.750,0.250
"autocorrect",1,0,1.000,0.000,0.750,0.250
"fails",1,3,0.250,0.750,0.300,0.700
"lose",1,3,0.250,0.750,0.300,0.700
"50+",1,0,1.000,0.000,0.750,0.250
"pounds",1,0,1.000,0.000,0.750,0.250
"express",1,1,0.500,0.500,0.500,0.500
"ourselves",1,0,1.000,0.000,0.750,0.250
"meet",3,1,0.750,0.250,0.700,0.300
"alice",1,0,1.000,0.000,0.750,0.250
"wonderland's",1,0,1.000,0.000,0.750,0.250
"daughter",1,0,1.000,0.000,0.750,0.250
"disney's",1,0,1.000,0.000,0.750,0.250
"descendants:",1,0,1.000,0.000,0.750,0.250
"wicked",1,0,1.000,0.000,0.750,0.250
"february",3,0,1.000,0.000,0.875,0.125
"attended",1,0,1.000,0.000,0.750,0.250
"baftas",2,0,1.000,0.000,0.833,0.167
"call",1,3,0.250,0.750,0.300,0.700
"53",1,0,1.000,0.000,0.750,0.250
"wonderfully",1,0,1.000,0.000,0.750,0.250
"pointless",1,0,1.000,0.000,0.750,0.250
"english",1,2,0.333,0.667,0.375,0.625
"language",2,0,1.000,0.000,0.833,0.167
"shocking",2,0,1.000,0.000,0.833,0.167
"injured",1,3,0.250,0.750,0.300,0.700
"meal",1,0,1.000,0.000,0.750,0.250
"number",1,1,0.500,0.500,0.500,0.500
"mcgowan",1,0,1.000,0.000,0.750,0.250
"defends",1,1,0.500,0.500,0.500,0.500
"criticizing",1,0,1.000,0.000,0.750,0.250
"jenner's",1,0,1.000,0.000,0.750,0.250
"understanding",1,0,1.000,0.000,0.750,0.250
"womanhood",1,0,1.000,0.000,0.750,0.250
"popular",1,1,0.500,0.500,0.500,0.500
"write",1,0,1.000,0.000,0.750,0.250
"haiku",1,0,1.000,0.000,0.750,0.250
"valentine's",3,0,1.000,0.000,0.875,0.125
"grinch",1,0,1.000,0.000,0.750,0.250
"steven",1,0,1.000,0.000,0.750,0.250
"avery's",1,0,1.000,0.000,0.750,0.250
"ode",1,0,1.000,0.000,0.750,0.250
"yolanda",1,0,1.000,0.000,0.750,0.250
"foster's",1,0,1.000,0.000,0.750,0.250
"malibu",1,0,1.000,0.000,0.750,0.250
"mansion",1,0,1.000,0.000,0.750,0.250
"safety",1,2,0.333,0.667,0.375,0.625
"happy",2,0,1.000,0.000,0.833,0.167
"stewart",1,1,0.500,0.500,0.500,0.500
"thinks",1,1,0.500,0.500,0.500,0.500
"lack",1,1,0.500,0.500,0.500,0.500
"gender",1,0,1.000,0.000,0.750,0.250
"equality",2,0,1.000,0.000,0.833,0.167
"types",3,0,1.000,0.000,0.875,0.125
"incredibly",1,0,1.000,0.000,0.750,0.250
"learn",2,0,1.000,0.000,0.833,0.167
"winona",1,0,1.000,0.000,0.750,0.250
"ryder",1,0,1.000,0.000,0.750,0.250
"duct",1,0,1.000,0.000,0.750,0.250
"tape",1,1,0.500,0.500,0.500,0.500
"chandler",1,0,1.000,0.000,0.750,0.250
"bing",1,0,1.000,0.000,0.750,0.250
"copeland",1,0,1.000,0.000,0.750,0.250
"ashlee",2,0,1.000,0.000,0.833,0.167
"simpson's",1,0,1.000,0.000,0.750,0.250
"l.o.v.e.",1,0,1.000,0.000,0.750,0.250
"gloriously",1,0,1.000,0.000,0.750,0.250
"cheesy",1,0,1.000,0.000,0.750,0.250
"eyebrow",1,0,1.000,0.000,0.750,0.250
"extensions",1,0,1.000,0.000,0.750,0.250
"transformations",2,0,1.000,0.000,0.833,0.167
"unreal",1,0,1.000,0.000,0.750,0.250
"meets",1,2,0.333,0.667,0.375,0.625
"university",1,5,0.167,0.833,0.214,0.786
"winners",1,0,1.000,0.000,0.750,0.250
"globes",2,0,1.000,0.000,0.833,0.167
"working",3,0,1.000,0.000,0.875,0.125
"pedicure",1,0,1.000,0.000,0.750,0.250
"featured",1,0,1.000,0.000,0.750,0.250
"full-frontal",1,0,1.000,0.000,0.750,0.250
"nudity",1,0,1.000,0.000,0.750,0.250
"savage",1,0,1.000,0.000,0.750,0.250
"grandma",1,0,1.000,0.000,0.750,0.250
"p.",1,0,1.000,0.000,0.750,0.250
"diddy's",1,0,1.000,0.000,0.750,0.250
"(part",1,0,1.000,0.000,0.750,0.250
"one)",1,0,1.000,0.000,0.750,0.250
"r&b",1,0,1.000,0.000,0.750,0.250
"cosy",1,0,1.000,0.000,0.750,0.250
"bedroom",1,0,1.000,0.000,0.750,0.250
"inappropriate",1,0,1.000,0.000,0.750,0.250
"pumpkins",1,0,1.000,0.000,0.750,0.250
"discuss",2,0,1.000,0.000,0.833,0.167
"crushing",1,0,1.000,0.000,0.750,0.250
