Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"salmon",1,0,1.000,0.000,0.750,0.250
"crispy",1,0,1.000,0.000,0.750,0.250
"kale",2,0,1.000,0.000,0.833,0.167
"raised",5,9,0.357,0.643,0.367,0.633
"caribbean",1,1,0.500,0.500,0.500,0.500
"grandpa",2,0,1.000,0.000,0.833,0.167
"singing",9,1,0.900,0.100,0.864,0.136
"93-year-old",1,0,1.000,0.000,0.750,0.250
"wife",10,11,0.476,0.524,0.477,0.523
"sephora",5,0,1.000,0.000,0.917,0.083
"gerard",1,0,1.000,0.000,0.750,0.250
"butler",1,1,0.500,0.500,0.500,0.500
"grumpy",3,0,1.000,0.000,0.875,0.125
"afterparty",1,0,1.000,0.000,0.750,0.250
"hedgehog",6,0,1.000,0.000,0.929,0.071
"massage",3,0,1.000,0.000,0.875,0.125
"instantly",3,0,1.000,0.000,0.875,0.125
"become",5,9,0.357,0.643,0.367,0.633
"tickled",1,0,1.000,0.000,0.750,0.250
"celeb",10,0,1.000,0.000,0.955,0.045
"least",7,83,0.078,0.922,0.082,0.918
"craig",3,3,0.500,0.500,0.500,0.500
"updated",2,0,1.000,0.000,0.833,0.167
"paid",4,7,0.364,0.636,0.375,0.625
"tribute",8,2,0.800,0.200,0.773,0.227
"kill:",3,0,1.000,0.000,0.875,0.125
"lo",1,0,1.000,0.000,0.750,0.250
"mein",1,0,1.000,0.000,0.750,0.250
"open",8,46,0.148,0.852,0.155,0.845
"restaurant",3,6,0.333,0.667,0.350,0.650
"sets",4,19,0.174,0.826,0.187,0.813
"chocoholic",1,0,1.000,0.000,0.750,0.250
"borderline",8,0,1.000,0.000,0.944,0.056
"waffles",4,0,1.000,0.000,0.900,0.100
"admits",1,20,0.048,0.952,0.068,0.932
"drinker",2,0,1.000,0.000,0.833,0.167
"evil",6,0,1.000,0.000,0.929,0.071
"faction",1,0,1.000,0.000,0.750,0.250
"join",4,11,0.267,0.733,0.281,0.719
"forecast",2,7,0.222,0.778,0.250,0.750
"spectacular",3,0,1.000,0.000,0.875,0.125
"one-tier",1,0,1.000,0.000,0.750,0.250
"cakes",6,0,1.000,0.000,0.929,0.071
"goes",6,24,0.200,0.800,0.210,0.790
"adventures",4,0,1.000,0.000,0.900,0.100
"decadent",6,0,1.000,0.000,0.929,0.071
"openly",2,0,1.000,0.000,0.833,0.167
"self",2,4,0.333,0.667,0.357,0.643
"conscious",1,0,1.000,0.000,0.750,0.250
"legal",1,13,0.071,0.929,0.100,0.900
"spaces",2,0,1.000,0.000,0.833,0.167
"thirsty",4,0,1.000,0.000,0.900,0.100
"anderson",5,3,0.625,0.375,0.611,0.389
"cooper",6,2,0.750,0.250,0.722,0.278
"democratic",2,12,0.143,0.857,0.167,0.833
"debate",7,28,0.200,0.800,0.208,0.792
"80s",5,0,1.000,0.000,0.917,0.083
"screencap",6,0,1.000,0.000,0.929,0.071
"history:",1,0,1.000,0.000,0.750,0.250
"14-19",1,0,1.000,0.000,0.750,0.250
"september",2,5,0.286,0.714,0.312,0.688
"evolved",1,0,1.000,0.000,0.750,0.250
"past",7,21,0.250,0.750,0.259,0.741
"cabin",1,0,1.000,0.000,0.750,0.250
"socks",5,0,1.000,0.000,0.917,0.083
"rebel",4,13,0.235,0.765,0.250,0.750
"wilson",4,1,0.800,0.200,0.750,0.250
"unashamedly",1,0,1.000,0.000,0.750,0.250
"idris",3,0,1.000,0.000,0.875,0.125
"elba",3,0,1.000,0.000,0.875,0.125
"cocaine",1,5,0.167,0.833,0.214,0.786
"1970s",4,0,1.000,0.000,0.900,0.100
"#relationshipgoals",1,0,1.000,0.000,0.750,0.250
"freak",9,1,0.900,0.100,0.864,0.136
"goofus",1,0,1.000,0.000,0.750,0.250
"gallant",1,0,1.000,0.000,0.750,0.250
"helped",13,3,0.812,0.188,0.794,0.206
"snapchats",6,0,1.000,0.000,0.929,0.071
"shops",4,1,0.800,0.200,0.750,0.250
"flicks",1,0,1.000,0.000,0.750,0.250
"oliver's",1,0,1.000,0.000,0.750,0.250
"designer",3,3,0.500,0.500,0.500,0.500
"gotham",3,0,1.000,0.000,0.875,0.125
"2-year-old",2,1,0.667,0.333,0.625,0.375
"candle",3,0,1.000,0.000,0.875,0.125
"heartbreakingly",5,0,1.000,0.000,0.917,0.083
"5sos",2,0,1.000,0.000,0.833,0.167
"soon",1,7,0.125,0.875,0.167,0.833
"build",3,6,0.333,0.667,0.350,0.650
"bench",1,1,0.500,0.500,0.500,0.500
"50",10,15,0.400,0.600,0.404,0.596
"seconds",12,1,0.923,0.077,0.893,0.107
"desire",2,0,1.000,0.000,0.833,0.167
"figured",1,0,1.000,0.000,0.750,0.250
"ballerina",1,0,1.000,0.000,0.750,0.250
"photoshoot",1,0,1.000,0.000,0.750,0.250
"simply",8,0,1.000,0.000,0.944,0.056
"early(ish)",1,0,1.000,0.000,0.750,0.250
"peppers",3,0,1.000,0.000,0.875,0.125
"extreme",5,0,1.000,0.000,0.917,0.083
"close",5,32,0.135,0.865,0.145,0.855
"clothes",6,1,0.857,0.143,0.812,0.188
"miliband",1,3,0.250,0.750,0.300,0.700
"must-have",2,0,1.000,0.000,0.833,0.167
"shoes",4,5,0.444,0.556,0.450,0.550
"shot",8,49,0.140,0.860,0.147,0.853
"vancouver",3,4,0.429,0.571,0.437,0.563
"devastating",2,0,1.000,0.000,0.833,0.167
"floods",1,14,0.067,0.933,0.094,0.906
"chennai",3,1,0.750,0.250,0.700,0.300
"ios",1,1,0.500,0.500,0.500,0.500
"cheating",3,2,0.600,0.400,0.583,0.417
"39",14,0,1.000,0.000,0.967,0.033
"quite",3,0,1.000,0.000,0.875,0.125
"larry",2,5,0.286,0.714,0.312,0.688
"arnold",2,2,0.500,0.500,0.500,0.500
"snape",5,0,1.000,0.000,0.917,0.083
"impossible",10,0,1.000,0.000,0.955,0.045
"push",2,17,0.105,0.895,0.125,0.875
"limits",1,3,0.250,0.750,0.300,0.700
"theirs",1,0,1.000,0.000,0.750,0.250
"rey",7,0,1.000,0.000,0.937,0.063
"finn",3,0,1.000,0.000,0.875,0.125
"must",14,12,0.538,0.462,0.537,0.463
"visit",11,10,0.524,0.476,0.523,0.477
"profiles",2,2,0.500,0.500,0.500,0.500
"week's",3,0,1.000,0.000,0.875,0.125
"showstopper",1,0,1.000,0.000,0.750,0.250
"bake",12,0,1.000,0.000,0.962,0.038
"nervewracking",1,0,1.000,0.000,0.750,0.250
"television",4,10,0.286,0.714,0.300,0.700
"brent",1,0,1.000,0.000,0.750,0.250
"community",6,6,0.500,0.500,0.500,0.500
"elle",4,0,1.000,0.000,0.900,0.100
"changed",12,1,0.923,0.077,0.893,0.107
"covers",9,2,0.818,0.182,0.792,0.208
"uses",7,8,0.467,0.533,0.469,0.531
"nightlight",1,0,1.000,0.000,0.750,0.250
"trending",2,0,1.000,0.000,0.833,0.167
"amazon",10,5,0.667,0.333,0.656,0.344
"pages",3,0,1.000,0.000,0.875,0.125
"trucks",2,1,0.667,0.333,0.625,0.375
"india",23,57,0.287,0.713,0.290,0.710
"imagined",1,0,1.000,0.000,0.750,0.250
"end",12,32,0.273,0.727,0.278,0.722
"closet",4,0,1.000,0.000,0.900,0.100
"terrify",4,0,1.000,0.000,0.900,0.100
"hunk",3,0,1.000,0.000,0.875,0.125
"medium",2,0,1.000,0.000,0.833,0.167
"friendship",9,1,0.900,0.100,0.864,0.136
"turkeys",3,1,0.750,0.250,0.700,0.300
"eaten",1,0,1.000,0.000,0.750,0.250
"parenting",8,0,1.000,0.000,0.944,0.056
"searches",2,0,1.000,0.000,0.833,0.167
"(so",3,0,1.000,0.000,0.875,0.125
"far)",3,0,1.000,0.000,0.875,0.125
"singers",2,0,1.000,0.000,0.833,0.167
"productive",2,0,1.000,0.000,0.833,0.167
"successful",4,4,0.500,0.500,0.500,0.500
"hour",1,2,0.333,0.667,0.375,0.625
"bully",1,0,1.000,0.000,0.750,0.250
"shaved",3,0,1.000,0.000,0.875,0.125
"heads",2,4,0.333,0.667,0.357,0.643
"fly",3,4,0.429,0.571,0.437,0.563
"haircut",4,0,1.000,0.000,0.900,0.100
"bucket",5,0,1.000,0.000,0.917,0.083
"o",1,0,1.000,0.000,0.750,0.250
"pups:",1,0,1.000,0.000,0.750,0.250
"ps1",1,0,1.000,0.000,0.750,0.250
"serve",2,2,0.500,0.500,0.500,0.500
"junior",2,1,0.667,0.333,0.625,0.375
"attack",4,75,0.051,0.949,0.056,0.944
"titan",1,2,0.333,0.667,0.375,0.625
"mangoes",1,0,1.000,0.000,0.750,0.250
"drool",5,0,1.000,0.000,0.917,0.083
"emotional",12,0,1.000,0.000,0.962,0.038
"neglect",1,0,1.000,0.000,0.750,0.250
"turning",9,3,0.750,0.250,0.731,0.269
"pakistan's",1,3,0.250,0.750,0.300,0.700
"boys",9,6,0.600,0.400,0.594,0.406
"criminals",1,1,0.500,0.500,0.500,0.500
"hardy",4,1,0.800,0.200,0.750,0.250
"legend",5,1,0.833,0.167,0.786,0.214
"premiere",6,2,0.750,0.250,0.722,0.278
"nail",5,0,1.000,0.000,0.917,0.083
"polish",2,9,0.182,0.818,0.208,0.792
"honestly",5,0,1.000,0.000,0.917,0.083
"disorder",8,1,0.889,0.111,0.850,0.150
"cheetos",2,0,1.000,0.000,0.833,0.167
"sucks",2,0,1.000,0.000,0.833,0.167
"miss",8,6,0.571,0.429,0.567,0.433
"trl",1,0,1.000,0.000,0.750,0.250
"housewives",6,0,1.000,0.000,0.929,0.071
"proposed",5,7,0.417,0.583,0.423,0.577
"bagged",1,0,1.000,0.000,0.750,0.250
"milk",3,5,0.375,0.625,0.389,0.611
"remind",7,0,1.000,0.000,0.937,0.063
"sweetheart",2,0,1.000,0.000,0.833,0.167
"earliest",1,0,1.000,0.000,0.750,0.250
"i've",3,0,1.000,0.000,0.875,0.125
"super",31,8,0.795,0.205,0.787,0.213
"basically",15,0,1.000,0.000,0.969,0.031
"spook",1,0,1.000,0.000,0.750,0.250
"add/adhd",1,0,1.000,0.000,0.750,0.250
"shelf",3,2,0.600,0.400,0.583,0.417
"accessories",5,0,1.000,0.000,0.917,0.083
"mumford",1,0,1.000,0.000,0.750,0.250
"sons",2,1,0.667,0.333,0.625,0.375
"stock",6,12,0.333,0.667,0.342,0.658
"hopelessly",1,0,1.000,0.000,0.750,0.250
"rains",3,3,0.500,0.500,0.500,0.500
"coverage",1,2,0.333,0.667,0.375,0.625
"poehler's",3,0,1.000,0.000,0.875,0.125
"earned",2,1,0.667,0.333,0.625,0.375
"j.k.",8,0,1.000,0.000,0.944,0.056
"rowling",7,0,1.000,0.000,0.937,0.063
"suggestion",1,0,1.000,0.000,0.750,0.250
"slytherin",3,0,1.000,0.000,0.875,0.125
"haters",2,0,1.000,0.000,0.833,0.167
"gerrard",1,0,1.000,0.000,0.750,0.250
"spoken",2,0,1.000,0.000,0.833,0.167
"length",1,0,1.000,0.000,0.750,0.250
"cutting",1,3,0.250,0.750,0.300,0.700
"terrifyingly",1,0,1.000,0.000,0.750,0.250
"shark-loving",1,0,1.000,0.000,0.750,0.250
"logistical",1,0,1.000,0.000,0.750,0.250
"offensive",1,3,0.250,0.750,0.300,0.700
"swiss",1,14,0.067,0.933,0.094,0.906
"chalet",1,0,1.000,0.000,0.750,0.250
"108",1,0,1.000,0.000,0.750,0.250
"shots",6,5,0.545,0.455,0.542,0.458
"history",27,12,0.692,0.308,0.687,0.313
"air",5,67,0.069,0.931,0.075,0.925
"nicolas",3,0,1.000,0.000,0.875,0.125
"cage",5,0,1.000,0.000,0.917,0.083
"scrooge",1,0,1.000,0.000,0.750,0.250
"dash",1,0,1.000,0.000,0.750,0.250
"dolls",3,2,0.600,0.400,0.583,0.417
"malika",1,0,1.000,0.000,0.750,0.250
"khadijah",1,0,1.000,0.000,0.750,0.250
"haqq",1,0,1.000,0.000,0.750,0.250
"explain",4,2,0.667,0.333,0.643,0.357
"cuffing",2,0,1.000,0.000,0.833,0.167
"husband",12,1,0.923,0.077,0.893,0.107
"jack",8,7,0.533,0.467,0.531,0.469
"donaghy",1,0,1.000,0.000,0.750,0.250
"read",31,2,0.939,0.061,0.926,0.074
"piggy",1,0,1.000,0.000,0.750,0.250
"kermit",2,0,1.000,0.000,0.833,0.167
"business",2,28,0.067,0.933,0.081,0.919
"meeting",6,15,0.286,0.714,0.295,0.705
"pug",5,0,1.000,0.000,0.917,0.083
"kitchen",11,2,0.846,0.154,0.821,0.179
"gadgets",6,0,1.000,0.000,0.929,0.071
"listen",18,0,1.000,0.000,0.974,0.026
"buzzfeed's",9,0,1.000,0.000,0.950,0.050
"podcast",3,0,1.000,0.000,0.875,0.125
"mall",2,6,0.250,0.750,0.278,0.722
"grown-ups",1,0,1.000,0.000,0.750,0.250
"virtual",3,3,0.500,0.500,0.500,0.500
"durarara!!",1,0,1.000,0.000,0.750,0.250
"dressed",12,1,0.923,0.077,0.893,0.107
"nurses",1,1,0.500,0.500,0.500,0.500
"great",34,10,0.773,0.227,0.767,0.233
"detective",1,0,1.000,0.000,0.750,0.250
"pikachu",1,0,1.000,0.000,0.750,0.250
"poverty",1,3,0.250,0.750,0.300,0.700
"macarena",1,0,1.000,0.000,0.750,0.250
"pigeons",1,0,1.000,0.000,0.750,0.250
"bagels",3,0,1.000,0.000,0.875,0.125
"apparently",2,1,0.667,0.333,0.625,0.375
"tourist",1,6,0.143,0.857,0.187,0.813
"online",11,20,0.355,0.645,0.359,0.641
"slang",5,0,1.000,0.000,0.917,0.083
"older",8,2,0.800,0.200,0.773,0.227
"sibling",6,0,1.000,0.000,0.929,0.071
"belcher",1,0,1.000,0.000,0.750,0.250
"jack-o'-lanterns",3,0,1.000,0.000,0.875,0.125
"introverts",3,0,1.000,0.000,0.875,0.125
"portraits",12,0,1.000,0.000,0.962,0.038
"chelsea",5,6,0.455,0.545,0.458,0.542
"arsenal",3,2,0.600,0.400,0.583,0.417
"spirit",6,2,0.750,0.250,0.722,0.278
"comic",9,2,0.818,0.182,0.792,0.208
"cross",1,10,0.091,0.909,0.125,0.875
"cara",7,0,1.000,0.000,0.937,0.063
"delevingne",6,0,1.000,0.000,0.929,0.071
"two:",1,0,1.000,0.000,0.750,0.250
"steak",1,0,1.000,0.000,0.750,0.250
"salad",3,0,1.000,0.000,0.875,0.125
"bob",5,7,0.417,0.583,0.423,0.577
"snob",2,0,1.000,0.000,0.833,0.167
"summer",12,10,0.545,0.455,0.543,0.457
"produce",1,6,0.143,0.857,0.187,0.813
"feminists",4,0,1.000,0.000,0.900,0.100
"comeback",4,5,0.444,0.556,0.450,0.550
"geeky",2,0,1.000,0.000,0.833,0.167
"bryce",1,0,1.000,0.000,0.750,0.250
"dallas",1,2,0.333,0.667,0.375,0.625
"howard",2,1,0.667,0.333,0.625,0.375
"refreshingly",1,0,1.000,0.000,0.750,0.250
"department",2,9,0.182,0.818,0.208,0.792
"wolf",2,1,0.667,0.333,0.625,0.375
"pack",2,4,0.333,0.667,0.357,0.643
"tall",6,3,0.667,0.333,0.650,0.350
"glamour's",1,0,1.000,0.000,0.750,0.250
"tarot",2,0,1.000,0.000,0.833,0.167
"deck",2,0,1.000,0.000,0.833,0.167
"all-girls",1,0,1.000,0.000,0.750,0.250
"creepy",11,0,1.000,0.000,0.958,0.042
"romance's",2,0,1.000,0.000,0.833,0.167
"writing",4,1,0.800,0.200,0.750,0.250
"duo",6,1,0.857,0.143,0.812,0.188
"fanfic",1,0,1.000,0.000,0.750,0.250
"captions",5,0,1.000,0.000,0.917,0.083
"instagrams",13,0,1.000,0.000,0.964,0.036
"hollywood's",2,0,1.000,0.000,0.833,0.167
"daisy",1,1,0.500,0.500,0.500,0.500
"ridley",1,0,1.000,0.000,0.750,0.250
"contouring",3,0,1.000,0.000,0.875,0.125
"fail",3,9,0.250,0.750,0.269,0.731
"khloe",2,0,1.000,0.000,0.833,0.167
"shonda",3,0,1.000,0.000,0.875,0.125
"rhimes",3,0,1.000,0.000,0.875,0.125
"troll",3,0,1.000,0.000,0.875,0.125
"kendall",13,0,1.000,0.000,0.964,0.036
"gigi",13,0,1.000,0.000,0.964,0.036
"bella",3,0,1.000,0.000,0.875,0.125
"hadid",10,0,1.000,0.000,0.955,0.045
"transforming",2,1,0.667,0.333,0.625,0.375
"supermodels",3,0,1.000,0.000,0.875,0.125
"demi",8,0,1.000,0.000,0.944,0.056
"lovato",8,0,1.000,0.000,0.944,0.056
"signed",1,3,0.250,0.750,0.300,0.700
"contract",2,11,0.154,0.846,0.179,0.821
"wilhemina",1,0,1.000,0.000,0.750,0.250
"welp",1,0,1.000,0.000,0.750,0.250
"bethenny",2,0,1.000,0.000,0.833,0.167
"frankel",2,0,1.000,0.000,0.833,0.167
"vincent",2,1,0.667,0.333,0.625,0.375
"crabbe",1,0,1.000,0.000,0.750,0.250
"gregory",2,1,0.667,0.333,0.625,0.375
"goyle",1,0,1.000,0.000,0.750,0.250
"35",13,5,0.722,0.278,0.711,0.289
"turtleneck",2,0,1.000,0.000,0.833,0.167
"adore",1,0,1.000,0.000,0.750,0.250
"severus",2,0,1.000,0.000,0.833,0.167
"tissue",1,0,1.000,0.000,0.750,0.250
"beverage",2,0,1.000,0.000,0.833,0.167
"man's",6,2,0.750,0.250,0.722,0.278
"mesmerize",1,0,1.000,0.000,0.750,0.250
"factual",1,0,1.000,0.000,0.750,0.250
"yoga",9,0,1.000,0.000,0.950,0.050
"pose",2,3,0.400,0.600,0.417,0.583
"instagrammer",1,0,1.000,0.000,0.750,0.250
"coloring",7,0,1.000,0.000,0.937,0.063
"breakup",6,0,1.000,0.000,0.929,0.071
"canadians",11,2,0.846,0.154,0.821,0.179
"condescending",1,0,1.000,0.000,0.750,0.250
"asshole",1,0,1.000,0.000,0.750,0.250
"feelings",9,0,1.000,0.000,0.950,0.050
"indians",10,2,0.833,0.167,0.808,0.192
"experiences",8,2,0.800,0.200,0.773,0.227
"moral",1,1,0.500,0.500,0.500,0.500
"policing",1,1,0.500,0.500,0.500,0.500
"colleges",5,1,0.833,0.167,0.786,0.214
"celebrated",6,2,0.750,0.250,0.722,0.278
"attending",1,0,1.000,0.000,0.750,0.250
"natural",9,4,0.692,0.308,0.679,0.321
"redheads",2,0,1.000,0.000,0.833,0.167
"karen",1,0,1.000,0.000,0.750,0.250
"ivy",1,1,0.500,0.500,0.500,0.500
"smash",1,0,1.000,0.000,0.750,0.250
"martin",3,4,0.429,0.571,0.437,0.563
"scorsese's",1,0,1.000,0.000,0.750,0.250
"impression",4,0,1.000,0.000,0.900,0.100
"de",6,24,0.200,0.800,0.210,0.790
"niro",1,0,1.000,0.000,0.750,0.250
"goodfellas",1,0,1.000,0.000,0.750,0.250
"german",2,39,0.049,0.951,0.060,0.940
"beckham",5,3,0.625,0.375,0.611,0.389
"bring",15,10,0.600,0.400,0.596,0.404
"memories",3,0,1.000,0.000,0.875,0.125
"miami",3,4,0.429,0.571,0.437,0.563
"daughters",2,3,0.400,0.600,0.417,0.583
"boyfriends",5,0,1.000,0.000,0.917,0.083
"kate",6,1,0.857,0.143,0.812,0.188
"hudson",2,3,0.400,0.600,0.417,0.583
"goldie",1,0,1.000,0.000,0.750,0.250
"hawn",1,0,1.000,0.000,0.750,0.250
"wrapping",2,0,1.000,0.000,0.833,0.167
"present",5,3,0.625,0.375,0.611,0.389
"sufi",1,0,1.000,0.000,0.750,0.250
"carols",2,0,1.000,0.000,0.833,0.167
"who's",25,1,0.962,0.038,0.944,0.056
"freestyle",3,0,1.000,0.000,0.875,0.125
"culture",4,6,0.400,0.600,0.409,0.591
"atheist",1,0,1.000,0.000,0.750,0.250
"highly",3,0,1.000,0.000,0.875,0.125
"religious",1,6,0.143,0.857,0.187,0.813
"society",1,4,0.200,0.800,0.250,0.750
"drop",8,17,0.320,0.680,0.327,0.673
"brown",8,9,0.471,0.529,0.472,0.528
"lipstick",9,0,1.000,0.000,0.950,0.050
"knope",5,0,1.000,0.000,0.917,0.083
"stars",12,7,0.632,0.368,0.625,0.375
"gave",23,1,0.958,0.042,0.940,0.060
"flop",1,0,1.000,0.000,0.750,0.250
"style",17,3,0.850,0.150,0.833,0.167
"glass",1,0,1.000,0.000,0.750,0.250
"igloo",1,0,1.000,0.000,0.750,0.250
"finland",2,8,0.200,0.800,0.227,0.773
"northern",1,34,0.029,0.971,0.042,0.958
"lights",4,3,0.571,0.429,0.562,0.438
"fresh",6,6,0.500,0.500,0.500,0.500
"sushi",3,0,1.000,0.000,0.875,0.125
"shared",12,2,0.857,0.143,0.833,0.167
"cycling",1,5,0.167,0.833,0.214,0.786
"nadiya's",1,0,1.000,0.000,0.750,0.250
"indie",4,1,0.800,0.200,0.750,0.250
"frozen",5,3,0.625,0.375,0.611,0.389
"plane",7,54,0.115,0.885,0.121,0.879
"epitome",3,0,1.000,0.000,0.875,0.125
"wes",2,0,1.000,0.000,0.833,0.167
"shortcut",2,0,1.000,0.000,0.833,0.167
"mouthwateringly",1,0,1.000,0.000,0.750,0.250
"curry",5,1,0.833,0.167,0.786,0.214
"40",9,5,0.643,0.357,0.633,0.367
"yankee",1,10,0.091,0.909,0.125,0.875
"candles",3,0,1.000,0.000,0.875,0.125
"glad",4,1,0.800,0.200,0.750,0.250
"selfies",1,0,1.000,0.000,0.750,0.250
"addict",8,0,1.000,0.000,0.944,0.056
"micheladas",1,0,1.000,0.000,0.750,0.250
"toughest",2,0,1.000,0.000,0.833,0.167
"caramel",1,0,1.000,0.000,0.750,0.250
"apple",7,30,0.189,0.811,0.197,0.803
"tart",1,0,1.000,0.000,0.750,0.250
"drooling",1,0,1.000,0.000,0.750,0.250
"floor",2,3,0.400,0.600,0.417,0.583
"boyega",3,0,1.000,0.000,0.875,0.125
"lady's",1,0,1.000,0.000,0.750,0.250
"wardrobe",2,1,0.667,0.333,0.625,0.375
"raid",1,14,0.067,0.933,0.094,0.906
"superhero",3,1,0.750,0.250,0.700,0.300
"diarrhea",2,0,1.000,0.000,0.833,0.167
"striptease",1,0,1.000,0.000,0.750,0.250
"obscenely",1,0,1.000,0.000,0.750,0.250
"decorate",4,0,1.000,0.000,0.900,0.100
"followers",2,0,1.000,0.000,0.833,0.167
"instafamous",1,0,1.000,0.000,0.750,0.250
"ipa",1,0,1.000,0.000,0.750,0.250
"kris",6,0,1.000,0.000,0.929,0.071
"teenager",3,7,0.300,0.700,0.318,0.682
"reimagined",4,0,1.000,0.000,0.900,0.100
"telenovelas",1,0,1.000,0.000,0.750,0.250
"woman's",3,0,1.000,0.000,0.875,0.125
"magical",18,0,1.000,0.000,0.974,0.026
"plucking",1,0,1.000,0.000,0.750,0.250
"explains",4,1,0.800,0.200,0.750,0.250
"mental",13,2,0.867,0.133,0.844,0.156
"illness",6,1,0.857,0.143,0.812,0.188
"pills",2,0,1.000,0.000,0.833,0.167
"prescribed",1,0,1.000,0.000,0.750,0.250
"gratifying",1,0,1.000,0.000,0.750,0.250
"hunter",1,3,0.250,0.750,0.300,0.700
"answering",2,0,1.000,0.000,0.833,0.167
"perrie",1,0,1.000,0.000,0.750,0.250
"edwards",1,7,0.125,0.875,0.167,0.833
"recreated",1,0,1.000,0.000,0.750,0.250
"britney's",1,0,1.000,0.000,0.750,0.250
"mixed",2,6,0.250,0.750,0.278,0.722
"kansas",1,9,0.100,0.900,0.136,0.864
"royals",3,0,1.000,0.000,0.875,0.125
"playoff",1,4,0.200,0.800,0.250,0.750
"halloween-themed",1,0,1.000,0.000,0.750,0.250
"changing",4,2,0.667,0.333,0.643,0.357
"patio-cleaning",1,0,1.000,0.000,0.750,0.250
"drone",2,7,0.222,0.778,0.250,0.750
"channel",8,16,0.333,0.667,0.340,0.660
"smith",9,3,0.750,0.250,0.731,0.269
"independence",1,7,0.125,0.875,0.167,0.833
"lesbians",9,1,0.900,0.100,0.864,0.136
"critiqued",1,0,1.000,0.000,0.750,0.250
"traumatic",1,0,1.000,0.000,0.750,0.250
"goosebumps",4,0,1.000,0.000,0.900,0.100
"puppy",15,0,1.000,0.000,0.969,0.031
"kindred",2,0,1.000,0.000,0.833,0.167
"spirits",1,1,0.500,0.500,0.500,0.500
"secretly",6,0,1.000,0.000,0.929,0.071
"data",2,20,0.091,0.909,0.109,0.891
"wild",8,7,0.533,0.467,0.531,0.469
"proverbs",2,0,1.000,0.000,0.833,0.167
"food-inspired",1,0,1.000,0.000,0.750,0.250
"makeovers",3,0,1.000,0.000,0.875,0.125
"result",1,1,0.500,0.500,0.500,0.500
"disastrous",1,1,0.500,0.500,0.500,0.500
"bookish",1,0,1.000,0.000,0.750,0.250
"orgasm",4,0,1.000,0.000,0.900,0.100
"bold",5,2,0.714,0.286,0.687,0.313
"thrown",1,3,0.250,0.750,0.300,0.700
"beautifully",14,0,1.000,0.000,0.967,0.033
"spider-man",1,1,0.500,0.500,0.500,0.500
"vines",14,0,1.000,0.000,0.967,0.033
"waiting",5,4,0.556,0.444,0.550,0.450
"for:",1,0,1.000,0.000,0.750,0.250
"60",2,9,0.182,0.818,0.208,0.792
"detailed",1,0,1.000,0.000,0.750,0.250
"three-ingredient",3,0,1.000,0.000,0.875,0.125
"no-bake",4,0,1.000,0.000,0.900,0.100
"41",10,2,0.833,0.167,0.808,0.192
"legitimate",1,1,0.500,0.500,0.500,0.500
"ruining",4,0,1.000,0.000,0.900,0.100
"fletcher",1,0,1.000,0.000,0.750,0.250
"announced",2,11,0.154,0.846,0.179,0.821
"he's",11,1,0.917,0.083,0.885,0.115
"awesomely",3,0,1.000,0.000,0.875,0.125
"alabama",1,5,0.167,0.833,0.214,0.786
"investigated",2,3,0.400,0.600,0.417,0.583
"documentary",2,5,0.286,0.714,0.312,0.688
"foley",1,0,1.000,0.000,0.750,0.250
"n",1,0,1.000,0.000,0.750,0.250
"text",8,2,0.800,0.200,0.773,0.227
"smartphone",2,4,0.333,0.667,0.357,0.643
"childhood",17,3,0.850,0.150,0.833,0.167
"crosscountry",1,0,1.000,0.000,0.750,0.250
"ron",6,6,0.500,0.500,0.500,0.500
"hermione",2,0,1.000,0.000,0.833,0.167
"unknowingly",1,0,1.000,0.000,0.750,0.250
"sparked",1,0,1.000,0.000,0.750,0.250
"awakening",3,0,1.000,0.000,0.875,0.125
"marv",1,0,1.000,0.000,0.750,0.250
"alone?",1,0,1.000,0.000,0.750,0.250
"chameleons",1,0,1.000,0.000,0.750,0.250
"hiding",4,1,0.800,0.200,0.750,0.250
"forest",3,7,0.300,0.700,0.318,0.682
"described",4,0,1.000,0.000,0.900,0.100
"dutiful",1,0,1.000,0.000,0.750,0.250
"shiba",1,0,1.000,0.000,0.750,0.250
"tobacco",1,5,0.167,0.833,0.214,0.786
"shop",9,8,0.529,0.471,0.528,0.472
"retires",1,3,0.250,0.750,0.300,0.700
"jersey",4,17,0.190,0.810,0.205,0.795
"easier",4,2,0.667,0.333,0.643,0.357
"exchange",1,7,0.125,0.875,0.167,0.833
"also",4,7,0.364,0.636,0.375,0.625
"hoax",2,8,0.200,0.800,0.227,0.773
"bar",10,4,0.714,0.286,0.700,0.300
"state",7,71,0.090,0.910,0.095,0.905
"chloe",1,0,1.000,0.000,0.750,0.250
"grace",3,3,0.500,0.500,0.500,0.500
"moretz",1,0,1.000,0.000,0.750,0.250
"supremes",1,0,1.000,0.000,0.750,0.250
"neighbors",1,3,0.250,0.750,0.300,0.700
"fat",5,2,0.714,0.286,0.687,0.313
"roll",3,4,0.429,0.571,0.437,0.563
"light",6,14,0.300,0.700,0.310,0.690
"omg",7,0,1.000,0.000,0.937,0.063
"could've",1,0,1.000,0.000,0.750,0.250
"lord",4,3,0.571,0.429,0.562,0.438
"rings",4,2,0.667,0.333,0.643,0.357
"stuff",7,1,0.875,0.125,0.833,0.167
