Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"slogan",0,1,0.000,1.000,0.250,0.750
"2009",0,2,0.000,1.000,0.167,0.833
"summer",0,1,0.000,1.000,0.250,0.750
"deaflympics",0,1,0.000,1.000,0.250,0.750
"unveiled",0,1,0.000,1.000,0.250,0.750
"government",0,1,0.000,1.000,0.250,0.750
"stops",0,1,0.000,1.000,0.250,0.750
"haiti",0,1,0.000,1.000,0.250,0.750
"evacuations",0,1,0.000,1.000,0.250,0.750
"aims",0,1,0.000,1.000,0.250,0.750
"profit",0,2,0.000,1.000,0.167,0.833
"sterling",0,1,0.000,1.000,0.250,0.750
"payers",0,1,0.000,1.000,0.250,0.750
"google",0,1,0.000,1.000,0.250,0.750
"maps",0,1,0.000,1.000,0.250,0.750
"incorporates",0,1,0.000,1.000,0.250,0.750
"satellite",0,1,0.000,1.000,0.250,0.750
"images",0,1,0.000,1.000,0.250,0.750
"seven",0,1,0.000,1.000,0.250,0.750
"dead",0,5,0.000,1.000,0.083,0.917
"missing",0,1,0.000,1.000,0.250,0.750
"survive",0,1,0.000,1.000,0.250,0.750
"french",0,1,0.000,1.000,0.250,0.750
"helicopter",0,1,0.000,1.000,0.250,0.750
"crash",0,1,0.000,1.000,0.250,0.750
"off",0,1,0.000,1.000,0.250,0.750
"gabon",0,1,0.000,1.000,0.250,0.750
"coast",0,2,0.000,1.000,0.167,0.833
"wikinews",0,1,0.000,1.000,0.250,0.750
"interviews",0,1,0.000,1.000,0.250,0.750
"0",0,1,0.000,1.000,0.250,0.750
"a.d.",0,1,0.000,1.000,0.250,0.750
"development",0,1,0.000,1.000,0.250,0.750
"team",0,1,0.000,1.000,0.250,0.750
"gates",0,1,0.000,1.000,0.250,0.750
"warning",0,1,0.000,1.000,0.250,0.750
"north",0,1,0.000,1.000,0.250,0.750
"korea",0,1,0.000,1.000,0.250,0.750
"industrial",0,1,0.000,1.000,0.250,0.750
"slump",0,1,0.000,1.000,0.250,0.750
"prompts",0,1,0.000,1.000,0.250,0.750
"plant",0,2,0.000,1.000,0.167,0.833
"closings",0,1,0.000,1.000,0.250,0.750
"layoffs",0,1,0.000,1.000,0.250,0.750
"across",0,1,0.000,1.000,0.250,0.750
"asia",0,1,0.000,1.000,0.250,0.750
"nuclear",0,2,0.000,1.000,0.167,0.833
"leaks",0,1,0.000,1.000,0.250,0.750
"japan",0,1,0.000,1.000,0.250,0.750
"quake",0,1,0.000,1.000,0.250,0.750
"worse",0,1,0.000,1.000,0.250,0.750
"than",0,1,0.000,1.000,0.250,0.750
"reported",0,1,0.000,1.000,0.250,0.750
"uefa",0,1,0.000,1.000,0.250,0.750
"champions",0,1,0.000,1.000,0.250,0.750
"league:",0,1,0.000,1.000,0.250,0.750
"april",0,1,0.000,1.000,0.250,0.750
"1",0,1,0.000,1.000,0.250,0.750
"medtronic",0,1,0.000,1.000,0.250,0.750
"paid",0,1,0.000,1.000,0.250,0.750
"$788",0,1,0.000,1.000,0.250,0.750
"000",0,1,0.000,1.000,0.250,0.750
"doctor",0,2,0.000,1.000,0.167,0.833
"accused",0,1,0.000,1.000,0.250,0.750
"faking",0,1,0.000,1.000,0.250,0.750
"study",0,1,0.000,1.000,0.250,0.750
"ivory",0,1,0.000,1.000,0.250,0.750
"beats",0,1,0.000,1.000,0.250,0.750
"serbia",0,1,0.000,1.000,0.250,0.750
"montenegro",0,1,0.000,1.000,0.250,0.750
"3-2",0,1,0.000,1.000,0.250,0.750
"c",0,1,0.000,1.000,0.250,0.750
"political",0,1,0.000,1.000,0.250,0.750
"shifts",0,1,0.000,1.000,0.250,0.750
"gay",0,1,0.000,1.000,0.250,0.750
"rights",0,1,0.000,1.000,0.250,0.750
"lag",0,1,0.000,1.000,0.250,0.750
"culture",0,1,0.000,1.000,0.250,0.750
"taliban",0,1,0.000,1.000,0.250,0.750
"militant",0,1,0.000,1.000,0.250,0.750
"least",0,2,0.000,1.000,0.167,0.833
"thirteen",0,1,0.000,1.000,0.250,0.750
"northwest",0,1,0.000,1.000,0.250,0.750
"pakistan",0,1,0.000,1.000,0.250,0.750
"national",0,1,0.000,1.000,0.250,0.750
"park",0,1,0.000,1.000,0.250,0.750
"service",0,1,0.000,1.000,0.250,0.750
"covers",0,1,0.000,1.000,0.250,0.750
"donation",0,1,0.000,1.000,0.250,0.750
"box",0,1,0.000,1.000,0.250,0.750
"united",0,1,0.000,1.000,0.250,0.750
"airlines",0,1,0.000,1.000,0.250,0.750
"flight",0,1,0.000,1.000,0.250,0.750
"93",0,1,0.000,1.000,0.250,0.750
"memorial",0,1,0.000,1.000,0.250,0.750
"seventh-inning",0,1,0.000,1.000,0.250,0.750
"stretch",0,1,0.000,1.000,0.250,0.750
"twenty",0,1,0.000,1.000,0.250,0.750
"mudslides",0,1,0.000,1.000,0.250,0.750
"peru",0,1,0.000,1.000,0.250,0.750
"iran",0,2,0.000,1.000,0.167,0.833
"plans",0,1,0.000,1.000,0.250,0.750
"tests",0,1,0.000,1.000,0.250,0.750
"toward",0,1,0.000,1.000,0.250,0.750
"starting",0,1,0.000,1.000,0.250,0.750
"contestant",0,1,0.000,1.000,0.250,0.750
"seriously",0,1,0.000,1.000,0.250,0.750
"injured",0,1,0.000,1.000,0.250,0.750
"german",0,1,0.000,1.000,0.250,0.750
"show",0,1,0.000,1.000,0.250,0.750
"senator",0,1,0.000,1.000,0.250,0.750
"jesse",0,1,0.000,1.000,0.250,0.750
"helms",0,1,0.000,1.000,0.250,0.750
"86",0,1,0.000,1.000,0.250,0.750
"kimi",0,1,0.000,1.000,0.250,0.750
"räikkönen",0,1,0.000,1.000,0.250,0.750
"wins",0,1,0.000,1.000,0.250,0.750
"belgian",0,1,0.000,1.000,0.250,0.750
"grand",0,2,0.000,1.000,0.167,0.833
"prix",0,1,0.000,1.000,0.250,0.750
"yahoo",0,1,0.000,1.000,0.250,0.750
"microsoft",0,1,0.000,1.000,0.250,0.750
"said",0,1,0.000,1.000,0.250,0.750
"weighing",0,2,0.000,1.000,0.167,0.833
"ad",0,1,0.000,1.000,0.250,0.750
"pact",0,1,0.000,1.000,0.250,0.750
"suspect",0,1,0.000,1.000,0.250,0.750
"model",0,1,0.000,1.000,0.250,0.750
"jasmine",0,1,0.000,1.000,0.250,0.750
"fiore's",0,1,0.000,1.000,0.250,0.750
"murder",0,1,0.000,1.000,0.250,0.750
"irish",0,1,0.000,1.000,0.250,0.750
"win",0,2,0.000,1.000,0.167,0.833
"narrowly",0,1,0.000,1.000,0.250,0.750
"over",0,1,0.000,1.000,0.250,0.750
"italy",0,1,0.000,1.000,0.250,0.750
"rbs",0,1,0.000,1.000,0.250,0.750
"match",0,1,0.000,1.000,0.250,0.750
"gaza",0,1,0.000,1.000,0.250,0.750
"crimes",0,1,0.000,1.000,0.250,0.750
"ethics",0,1,0.000,1.000,0.250,0.750
"urban",0,1,0.000,1.000,0.250,0.750
"warfare",0,1,0.000,1.000,0.250,0.750
"australian",0,2,0.000,1.000,0.167,0.833
"newspapers",0,1,0.000,1.000,0.250,0.750
"fined",0,1,0.000,1.000,0.250,0.750
"breaches",0,1,0.000,1.000,0.250,0.750
"media",0,1,0.000,1.000,0.250,0.750
"standards",0,1,0.000,1.000,0.250,0.750
"bull",0,1,0.000,1.000,0.250,0.750
"moose",0,1,0.000,1.000,0.250,0.750
"shot",0,2,0.000,1.000,0.167,0.833
"alaska",0,1,0.000,1.000,0.250,0.750
"town",0,1,0.000,1.000,0.250,0.750
"reborn",0,1,0.000,1.000,0.250,0.750
"threat",0,1,0.000,1.000,0.250,0.750
"islamist",0,1,0.000,1.000,0.250,0.750
"militia",0,1,0.000,1.000,0.250,0.750
"driven",0,1,0.000,1.000,0.250,0.750
"mogadishu",0,1,0.000,1.000,0.250,0.750
"vow",0,1,0.000,1.000,0.250,0.750
"keep",0,1,0.000,1.000,0.250,0.750
"fighting",0,1,0.000,1.000,0.250,0.750
"ichiro",0,1,0.000,1.000,0.250,0.750
"suzuki",0,1,0.000,1.000,0.250,0.750
"delivers",0,1,0.000,1.000,0.250,0.750
"memorable",0,1,0.000,1.000,0.250,0.750
"conclusion",0,1,0.000,1.000,0.250,0.750
"w.b.c.",0,1,0.000,1.000,0.250,0.750
"controversial",0,1,0.000,1.000,0.250,0.750
"u.s.",0,1,0.000,1.000,0.250,0.750
"abortion",0,1,0.000,1.000,0.250,0.750
"kansas",0,1,0.000,1.000,0.250,0.750
"church",0,1,0.000,1.000,0.250,0.750
"executes",0,1,0.000,1.000,0.250,0.750
"woman",0,1,0.000,1.000,0.250,0.750
"despite",0,1,0.000,1.000,0.250,0.750
"execution",0,1,0.000,1.000,0.250,0.750
"general",0,1,0.000,1.000,0.250,0.750
"says",0,1,0.000,1.000,0.250,0.750
"dealers",0,1,0.000,1.000,0.250,0.750
"afghanistan",0,1,0.000,1.000,0.250,0.750
"r.",0,1,0.000,1.000,0.250,0.750
"venkataraman",0,1,0.000,1.000,0.250,0.750
"dies",0,1,0.000,1.000,0.250,0.750
"age",0,1,0.000,1.000,0.250,0.750
"98",0,1,0.000,1.000,0.250,0.750
"failed",0,1,0.000,1.000,0.250,0.750
"suicide",0,1,0.000,1.000,0.250,0.750
"bomber",0,1,0.000,1.000,0.250,0.750
"imprisoned",0,1,0.000,1.000,0.250,0.750
"queensland",0,1,0.000,1.000,0.250,0.750
"w-league",0,1,0.000,1.000,0.250,0.750
"final",0,1,0.000,1.000,0.250,0.750
"lighting",0,1,0.000,1.000,0.250,0.750
"cut",0,1,0.000,1.000,0.250,0.750
"use",0,1,0.000,1.000,0.250,0.750
"inuk",0,1,0.000,1.000,0.250,0.750
"hunter",0,1,0.000,1.000,0.250,0.750
"adrift",0,1,0.000,1.000,0.250,0.750
"arctic",0,1,0.000,1.000,0.250,0.750
"ice",0,1,0.000,1.000,0.250,0.750
"floe",0,1,0.000,1.000,0.250,0.750
"human",0,1,0.000,1.000,0.250,0.750
"remains",0,1,0.000,1.000,0.250,0.750
"mass",0,1,0.000,1.000,0.250,0.750
"grave",0,1,0.000,1.000,0.250,0.750
"confirm",0,1,0.000,1.000,0.250,0.750
"argentina",0,1,0.000,1.000,0.250,0.750
"secret",0,1,0.000,1.000,0.250,0.750
"death",0,1,0.000,1.000,0.250,0.750
"camp",0,1,0.000,1.000,0.250,0.750
"football:",0,1,0.000,1.000,0.250,0.750
"2010",0,1,0.000,1.000,0.250,0.750
"gippsland",0,1,0.000,1.000,0.250,0.750
"football",0,1,0.000,1.000,0.250,0.750
"league",0,1,0.000,1.000,0.250,0.750
"finals",0,1,0.000,1.000,0.250,0.750
"shape",0,1,0.000,1.000,0.250,0.750
"weeks",0,1,0.000,1.000,0.250,0.750
