Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"question",1,0,1.000,0.000,0.749,0.251
"anna",1,0,1.000,0.000,0.749,0.251
"camp",1,1,0.500,0.500,0.499,0.501
"skylar",1,0,1.000,0.000,0.749,0.251
"astin",1,0,1.000,0.000,0.749,0.251
"engaged",1,0,1.000,0.000,0.749,0.251
"so",1,0,1.000,0.000,0.749,0.251
"everything",1,0,1.000,0.000,0.749,0.251
"finally",1,0,1.000,0.000,0.749,0.251
"right",1,0,1.000,0.000,0.749,0.251
"pretending",1,0,1.000,0.000,0.749,0.251
"faint",1,0,1.000,0.000,0.749,0.251
"dogs",1,0,1.000,0.000,0.749,0.251
"react",1,0,1.000,0.000,0.749,0.251
"smiths",1,0,1.000,0.000,0.749,0.251
"fake",1,0,1.000,0.000,0.749,0.251
"have",3,0,1.000,0.000,0.875,0.125
"esp",1,0,1.000,0.000,0.749,0.251
"biryani",1,0,1.000,0.000,0.749,0.251
"having",1,0,1.000,0.000,0.749,0.251
"braces",1,0,1.000,0.000,0.749,0.251
"way",2,0,1.000,0.000,0.833,0.167
"surprised",1,0,1.000,0.000,0.749,0.251
"military",1,0,1.000,0.000,0.749,0.251
"homecoming",1,0,1.000,0.000,0.749,0.251
"dressing",1,0,1.000,0.000,0.749,0.251
"gift",1,0,1.000,0.000,0.749,0.251
"elf",1,0,1.000,0.000,0.749,0.251
"honest:",1,0,1.000,0.000,0.749,0.251
"hit",1,0,1.000,0.000,0.749,0.251
"private",1,1,0.500,0.500,0.499,0.501
"sessions",1,0,1.000,0.000,0.749,0.251
"posts",1,0,1.000,0.000,0.749,0.251
"coconut",1,0,1.000,0.000,0.749,0.251
"oil",1,0,1.000,0.000,0.749,0.251
"answer",1,0,1.000,0.000,0.749,0.251
"problems",1,0,1.000,0.000,0.749,0.251
"items",1,0,1.000,0.000,0.749,0.251
"loves",1,0,1.000,0.000,0.749,0.251
"burgers",1,0,1.000,0.000,0.749,0.251
"needs",1,0,1.000,0.000,0.749,0.251
"20",1,1,0.500,0.500,0.499,0.501
"confessions",1,0,1.000,0.000,0.749,0.251
"slightly",1,0,1.000,0.000,0.749,0.251
"obsessed",1,0,1.000,0.000,0.749,0.251
"outer",1,0,1.000,0.000,0.749,0.251
"couples",1,0,1.000,0.000,0.749,0.251
"ferrell",1,0,1.000,0.000,0.749,0.251
"santa",1,0,1.000,0.000,0.749,0.251
"mark",1,0,1.000,0.000,0.749,0.251
"ruffalo",1,0,1.000,0.000,0.749,0.251
"posted",1,0,1.000,0.000,0.749,0.251
"shirtless",1,0,1.000,0.000,0.749,0.251
"pic",1,0,1.000,0.000,0.749,0.251
"promoting",1,0,1.000,0.000,0.749,0.251
"breast",1,0,1.000,0.000,0.749,0.251
"cancer",1,0,1.000,0.000,0.749,0.251
"awareness",1,0,1.000,0.000,0.749,0.251
"men",1,0,1.000,0.000,0.749,0.251
"nobody",1,0,1.000,0.000,0.749,0.251
"likes",1,0,1.000,0.000,0.749,0.251
"jobs",1,0,1.000,0.000,0.749,0.251
"pinky",1,0,1.000,0.000,0.749,0.251
"additional",1,0,1.000,0.000,0.749,0.251
"episodes",1,0,1.000,0.000,0.749,0.251
"murderer",1,0,1.000,0.000,0.749,0.251
"made",1,0,1.000,0.000,0.749,0.251
"yet",1,0,1.000,0.000,0.749,0.251
"priyanka",1,0,1.000,0.000,0.749,0.251
"chopra",1,0,1.000,0.000,0.749,0.251
"goddamn",1,0,1.000,0.000,0.749,0.251
"owned",1,0,1.000,0.000,0.749,0.251
"2015",2,0,1.000,0.000,0.833,0.167
"tumblr",1,0,1.000,0.000,0.749,0.251
"four-person",1,0,1.000,0.000,0.749,0.251
"slayed",1,0,1.000,0.000,0.749,0.251
"eyeshadow",1,0,1.000,0.000,0.749,0.251
"probably",1,0,1.000,0.000,0.749,0.251
"shouldn't",1,0,1.000,0.000,0.749,0.251
"illustrated",1,0,1.000,0.000,0.749,0.251
"leslie",1,0,1.000,0.000,0.749,0.251
"knope's",1,0,1.000,0.000,0.749,0.251
"compliments",1,0,1.000,0.000,0.749,0.251
"they're",1,0,1.000,0.000,0.749,0.251
"damn",1,0,1.000,0.000,0.749,0.251
"cool",1,0,1.000,0.000,0.749,0.251
"don't",1,0,1.000,0.000,0.749,0.251
"david",1,0,1.000,0.000,0.749,0.251
"bowie",1,0,1.000,0.000,0.749,0.251
"we're",1,0,1.000,0.000,0.749,0.251
"clear",1,0,1.000,0.000,0.749,0.251
"gay",1,1,0.500,0.500,0.499,0.501
"drama",1,0,1.000,0.000,0.749,0.251
"teacher",1,0,1.000,0.000,0.749,0.251
"responds",1,0,1.000,0.000,0.749,0.251
"perfectly",1,0,1.000,0.000,0.749,0.251
"mother",1,0,1.000,0.000,0.749,0.251
"pulls",1,0,1.000,0.000,0.749,0.251
"class",1,0,1.000,0.000,0.749,0.251
"bill",0,1,0.000,1.000,0.249,0.751
"changing",0,1,0.000,1.000,0.249,0.751
"credit",0,2,0.000,1.000,0.166,0.834
"card",0,2,0.000,1.000,0.166,0.834
"rules",0,4,0.000,1.000,0.100,0.900
"sent",0,1,0.000,1.000,0.249,0.751
"obama",0,4,0.000,1.000,0.100,0.900
"gun",0,1,0.000,1.000,0.249,0.751
"measure",0,1,0.000,1.000,0.249,0.751
"included",0,1,0.000,1.000,0.249,0.751
"hollywood",0,1,0.000,1.000,0.249,0.751
"easy-money",0,1,0.000,1.000,0.249,0.751
"generation",0,2,0.000,1.000,0.166,0.834
"toughens",0,2,0.000,1.000,0.166,0.834
"1700",0,1,0.000,1.000,0.249,0.751
"runners",0,1,0.000,1.000,0.249,0.751
"still",0,1,0.000,1.000,0.249,0.751
"unaccounted",0,1,0.000,1.000,0.249,0.751
"uk's",0,2,0.000,1.000,0.166,0.834
"lake",0,1,0.000,1.000,0.249,0.751
"district",0,1,0.000,1.000,0.249,0.751
"following",0,1,0.000,1.000,0.249,0.751
"flood",0,1,0.000,1.000,0.249,0.751
"yankees",0,2,0.000,1.000,0.166,0.834
"pitchers",0,1,0.000,1.000,0.249,0.751
"trade",0,1,0.000,1.000,0.249,0.751
"fielding",0,1,0.000,1.000,0.249,0.751
"drills",0,1,0.000,1.000,0.249,0.751
"putting",0,2,0.000,1.000,0.166,0.834
"practice",0,1,0.000,1.000,0.249,0.751
"large",0,1,0.000,1.000,0.249,0.751
"earthquake",0,1,0.000,1.000,0.249,0.751
"rattles",0,1,0.000,1.000,0.249,0.751
"indonesia;",0,1,0.000,1.000,0.249,0.751
"seventh",0,1,0.000,1.000,0.249,0.751
"two",0,4,0.000,1.000,0.100,0.900
"days",0,1,0.000,1.000,0.249,0.751
"coldplay's",0,1,0.000,1.000,0.249,0.751
"stores",0,1,0.000,1.000,0.249,0.751
"worldwide",0,1,0.000,1.000,0.249,0.751
"week",0,1,0.000,1.000,0.249,0.751
"u.n.",0,1,0.000,1.000,0.249,0.751
"leader",0,2,0.000,1.000,0.166,0.834
"presses",0,2,0.000,1.000,0.166,0.834
"sri",0,1,0.000,1.000,0.249,0.751
"lanka",0,1,0.000,1.000,0.249,0.751
"speeding",0,1,0.000,1.000,0.249,0.751
"relief",0,1,0.000,1.000,0.249,0.751
"refugees",0,1,0.000,1.000,0.249,0.751
"camps",0,1,0.000,1.000,0.249,0.751
"2",0,3,0.000,1.000,0.125,0.875
"somali-americans",0,1,0.000,1.000,0.249,0.751
"charged",0,1,0.000,1.000,0.249,0.751
"aiding",0,1,0.000,1.000,0.249,0.751
"terror",0,1,0.000,1.000,0.249,0.751
"highway",0,1,0.000,1.000,0.249,0.751
"administration",0,1,0.000,1.000,0.249,0.751
"releases",0,1,0.000,1.000,0.249,0.751
"interim",0,1,0.000,1.000,0.249,0.751
"report",0,3,0.000,1.000,0.125,0.875
"boston's",0,1,0.000,1.000,0.249,0.751
"dig:",0,1,0.000,1.000,0.249,0.751
"press",0,2,0.000,1.000,0.166,0.834
"release",0,1,0.000,1.000,0.249,0.751
"claims",0,1,0.000,1.000,0.249,0.751
"tunnel",0,1,0.000,1.000,0.249,0.751
"safe",0,1,0.000,1.000,0.249,0.751
"but",0,1,0.000,1.000,0.249,0.751
"not",0,1,0.000,1.000,0.249,0.751
"announces",0,2,0.000,1.000,0.166,0.834
"international",0,1,0.000,1.000,0.249,0.751
"meetings",0,1,0.000,1.000,0.249,0.751
"address",0,1,0.000,1.000,0.249,0.751
"energy",0,2,0.000,1.000,0.166,0.834
"climate",0,1,0.000,1.000,0.249,0.751
"issues",0,2,0.000,1.000,0.166,0.834
"troubled",0,2,0.000,1.000,0.166,0.834
"coyotes",0,1,0.000,1.000,0.249,0.751
"gretzky",0,1,0.000,1.000,0.249,0.751
"called",0,1,0.000,1.000,0.249,0.751
"savior",0,1,0.000,1.000,0.249,0.751
"again",0,1,0.000,1.000,0.249,0.751
"door",0,1,0.000,1.000,0.249,0.751
"opens",0,1,0.000,1.000,0.249,0.751
"mid-qantas",0,1,0.000,1.000,0.249,0.751
"flight;",0,1,0.000,1.000,0.249,0.751
"plane",0,1,0.000,1.000,0.249,0.751
"emergency",0,1,0.000,1.000,0.249,0.751
"landing",0,1,0.000,1.000,0.249,0.751
"gas",0,1,0.000,1.000,0.249,0.751
"prices",0,1,0.000,1.000,0.249,0.751
"surge",0,1,0.000,1.000,0.249,0.751
"northeast",0,1,0.000,1.000,0.249,0.751
"schapelle",0,1,0.000,1.000,0.249,0.751
"corby",0,1,0.000,1.000,0.249,0.751
"found",0,6,0.000,1.000,0.071,0.929
"guilty",0,1,0.000,1.000,0.249,0.751
"sentenced",0,1,0.000,1.000,0.249,0.751
"2008",0,5,0.000,1.000,0.083,0.917
"secutech",0,1,0.000,1.000,0.249,0.751
"expo",0,1,0.000,1.000,0.249,0.751
"starts",0,3,0.000,1.000,0.125,0.875
"taipei",0,2,0.000,1.000,0.166,0.834
"taiwan",0,1,0.000,1.000,0.249,0.751
"grasping",0,1,0.000,1.000,0.249,0.751
"global",0,3,0.000,1.000,0.125,0.875
"security",0,1,0.000,1.000,0.249,0.751
"industry",0,5,0.000,1.000,0.083,0.917
"introduces",0,1,0.000,1.000,0.249,0.751
"illinois",0,1,0.000,1.000,0.249,0.751
"texting",0,1,0.000,1.000,0.249,0.751
"while",0,1,0.000,1.000,0.249,0.751
"driving",0,1,0.000,1.000,0.249,0.751
"ban",0,2,0.000,1.000,0.166,0.834
"among",0,1,0.000,1.000,0.249,0.751
"other",0,1,0.000,1.000,0.249,0.751
"laws",0,1,0.000,1.000,0.249,0.751
"rod",0,1,0.000,1.000,0.249,0.751
"woodson",0,1,0.000,1.000,0.249,0.751
"tries",0,2,0.000,1.000,0.166,0.834
"stay",0,2,0.000,1.000,0.166,0.834
"grounded",0,1,0.000,1.000,0.249,0.751
"amid",0,2,0.000,1.000,0.166,0.834
"hall",0,1,0.000,1.000,0.249,0.751
"fame",0,1,0.000,1.000,0.249,0.751
"talk",0,1,0.000,1.000,0.249,0.751
"former",0,3,0.000,1.000,0.125,0.875
"president",0,3,0.000,1.000,0.125,0.875
"gerald",0,1,0.000,1.000,0.249,0.751
"ford",0,1,0.000,1.000,0.249,0.751
"hospitalized",0,1,0.000,1.000,0.249,0.751
"pneumonia",0,1,0.000,1.000,0.249,0.751
"welcomes",0,1,0.000,1.000,0.249,0.751
"specter",0,1,0.000,1.000,0.249,0.751
"law",0,1,0.000,1.000,0.249,0.751
"help",0,1,0.000,1.000,0.249,0.751
"asbestos",0,1,0.000,1.000,0.249,0.751
"sufferers",0,1,0.000,1.000,0.249,0.751
"victoria",0,1,0.000,1.000,0.249,0.751
"australia",0,1,0.000,1.000,0.249,0.751
"france",0,1,0.000,1.000,0.249,0.751
"approves",0,1,0.000,1.000,0.249,0.751
"crackdown",0,1,0.000,1.000,0.249,0.751
"internet",0,2,0.000,1.000,0.166,0.834
"piracy",0,1,0.000,1.000,0.249,0.751
"fine",0,1,0.000,1.000,0.249,0.751
"print",0,1,0.000,1.000,0.249,0.751
"rollout",0,1,0.000,1.000,0.249,0.751
"dazzles",0,1,0.000,1.000,0.249,0.751
"most-read",0,1,0.000,1.000,0.249,0.751
"papers",0,1,0.000,1.000,0.249,0.751
"contempt",0,1,0.000,1.000,0.249,0.751
"court",0,4,0.000,1.000,0.100,0.900
"germany",0,2,0.000,1.000,0.166,0.834
"sinks",0,1,0.000,1.000,0.249,0.751
"its",0,1,0.000,1.000,0.249,0.751
"economic",0,1,0.000,1.000,0.249,0.751
"system",0,1,0.000,1.000,0.249,0.751
"questioned",0,1,0.000,1.000,0.249,0.751
"tropical",0,1,0.000,1.000,0.249,0.751
"dolores",0,1,0.000,1.000,0.249,0.751
"now",0,1,0.000,1.000,0.249,0.751
"active",0,1,0.000,1.000,0.249,0.751
"bomb",0,1,0.000,1.000,0.249,0.751
"kills",0,2,0.000,1.000,0.166,0.834
"police",0,4,0.000,1.000,0.100,0.900
"official",0,1,0.000,1.000,0.249,0.751
"spain",0,1,0.000,1.000,0.249,0.751
"invitational",0,1,0.000,1.000,0.249,0.751
"deaf",0,1,0.000,1.000,0.249,0.751
"slogan",0,1,0.000,1.000,0.249,0.751
"2009",0,2,0.000,1.000,0.166,0.834
"summer",0,2,0.000,1.000,0.166,0.834
"deaflympics",0,1,0.000,1.000,0.249,0.751
"unveiled",0,1,0.000,1.000,0.249,0.751
"government",0,1,0.000,1.000,0.249,0.751
"stops",0,1,0.000,1.000,0.249,0.751
"haiti",0,1,0.000,1.000,0.249,0.751
"evacuations",0,1,0.000,1.000,0.249,0.751
"aims",0,1,0.000,1.000,0.249,0.751
"profit",0,2,0.000,1.000,0.166,0.834
"sterling",0,1,0.000,1.000,0.249,0.751
"payers",0,1,0.000,1.000,0.249,0.751
"google",0,1,0.000,1.000,0.249,0.751
"maps",0,1,0.000,1.000,0.249,0.751
"incorporates",0,1,0.000,1.000,0.249,0.751
"satellite",0,1,0.000,1.000,0.249,0.751
"images",0,1,0.000,1.000,0.249,0.751
"seven",0,1,0.000,1.000,0.249,0.751
"dead",0,5,0.000,1.000,0.083,0.917
"missing",0,3,0.000,1.000,0.125,0.875
"survive",0,1,0.000,1.000,0.249,0.751
"french",0,1,0.000,1.000,0.249,0.751
"helicopter",0,2,0.000,1.000,0.166,0.834
"crash",0,2,0.000,1.000,0.166,0.834
"off",0,2,0.000,1.000,0.166,0.834
"gabon",0,1,0.000,1.000,0.249,0.751
"coast",0,2,0.000,1.000,0.166,0.834
"wikinews",0,1,0.000,1.000,0.249,0.751
"interviews",0,1,0.000,1.000,0.249,0.751
"0",0,1,0.000,1.000,0.249,0.751
"a.d.",0,1,0.000,1.000,0.249,0.751
"development",0,1,0.000,1.000,0.249,0.751
"team",0,3,0.000,1.000,0.125,0.875
"gates",0,1,0.000,1.000,0.249,0.751
"warning",0,1,0.000,1.000,0.249,0.751
"north",0,1,0.000,1.000,0.249,0.751
"korea",0,1,0.000,1.000,0.249,0.751
"industrial",0,1,0.000,1.000,0.249,0.751
"slump",0,1,0.000,1.000,0.249,0.751
"prompts",0,1,0.000,1.000,0.249,0.751
"plant",0,2,0.000,1.000,0.166,0.834
"closings",0,1,0.000,1.000,0.249,0.751
"layoffs",0,1,0.000,1.000,0.249,0.751
"across",0,1,0.000,1.000,0.249,0.751
"asia",0,1,0.000,1.000,0.249,0.751
"nuclear",0,2,0.000,1.000,0.166,0.834
"leaks",0,1,0.000,1.000,0.249,0.751
"japan",0,1,0.000,1.000,0.249,0.751
"quake",0,1,0.000,1.000,0.249,0.751
"worse",0,1,0.000,1.000,0.249,0.751
"than",0,1,0.000,1.000,0.249,0.751
"reported",0,1,0.000,1.000,0.249,0.751
"uefa",0,3,0.000,1.000,0.125,0.875
"champions",0,1,0.000,1.000,0.249,0.751
"league:",0,1,0.000,1.000,0.249,0.751
"april",0,2,0.000,1.000,0.166,0.834
"1",0,1,0.000,1.000,0.249,0.751
"medtronic",0,1,0.000,1.000,0.249,0.751
"paid",0,1,0.000,1.000,0.249,0.751
"$788",0,1,0.000,1.000,0.249,0.751
"000",0,2,0.000,1.000,0.166,0.834
"doctor",0,2,0.000,1.000,0.166,0.834
"accused",0,2,0.000,1.000,0.166,0.834
"faking",0,1,0.000,1.000,0.249,0.751
"study",0,1,0.000,1.000,0.249,0.751
"ivory",0,1,0.000,1.000,0.249,0.751
"beats",0,1,0.000,1.000,0.249,0.751
"serbia",0,1,0.000,1.000,0.249,0.751
"montenegro",0,1,0.000,1.000,0.249,0.751
"3-2",0,1,0.000,1.000,0.249,0.751
"c",0,1,0.000,1.000,0.249,0.751
"political",0,1,0.000,1.000,0.249,0.751
"shifts",0,1,0.000,1.000,0.249,0.751
"rights",0,1,0.000,1.000,0.249,0.751
"lag",0,1,0.000,1.000,0.249,0.751
"culture",0,1,0.000,1.000,0.249,0.751
"taliban",0,1,0.000,1.000,0.249,0.751
"militant",0,1,0.000,1.000,0.249,0.751
"least",0,3,0.000,1.000,0.125,0.875
"thirteen",0,1,0.000,1.000,0.249,0.751
"northwest",0,1,0.000,1.000,0.249,0.751
"pakistan",0,1,0.000,1.000,0.249,0.751
"national",0,2,0.000,1.000,0.166,0.834
"park",0,2,0.000,1.000,0.166,0.834
"service",0,1,0.000,1.000,0.249,0.751
"covers",0,1,0.000,1.000,0.249,0.751
"donation",0,1,0.000,1.000,0.249,0.751
"united",0,2,0.000,1.000,0.166,0.834
"airlines",0,2,0.000,1.000,0.166,0.834
"flight",0,2,0.000,1.000,0.166,0.834
"93",0,1,0.000,1.000,0.249,0.751
"memorial",0,1,0.000,1.000,0.249,0.751
"seventh-inning",0,1,0.000,1.000,0.249,0.751
"stretch",0,1,0.000,1.000,0.249,0.751
"twenty",0,1,0.000,1.000,0.249,0.751
"mudslides",0,1,0.000,1.000,0.249,0.751
"peru",0,1,0.000,1.000,0.249,0.751
"iran",0,2,0.000,1.000,0.166,0.834
"plans",0,1,0.000,1.000,0.249,0.751
"tests",0,1,0.000,1.000,0.249,0.751
"toward",0,1,0.000,1.000,0.249,0.751
"starting",0,1,0.000,1.000,0.249,0.751
"contestant",0,1,0.000,1.000,0.249,0.751
"seriously",0,1,0.000,1.000,0.249,0.751
"injured",0,2,0.000,1.000,0.166,0.834
"german",0,1,0.000,1.000,0.249,0.751
"show",0,2,0.000,1.000,0.166,0.834
"senator",0,2,0.000,1.000,0.166,0.834
"jesse",0,1,0.000,1.000,0.249,0.751
"helms",0,1,0.000,1.000,0.249,0.751
"86",0,1,0.000,1.000,0.249,0.751
"kimi",0,1,0.000,1.000,0.249,0.751
"räikkönen",0,1,0.000,1.000,0.249,0.751
"wins",0,1,0.000,1.000,0.249,0.751
"belgian",0,1,0.000,1.000,0.249,0.751
"grand",0,2,0.000,1.000,0.166,0.834
"prix",0,1,0.000,1.000,0.249,0.751
"yahoo",0,1,0.000,1.000,0.249,0.751
"microsoft",0,2,0.000,1.000,0.166,0.834
"said",0,1,0.000,1.000,0.249,0.751
"weighing",0,2,0.000,1.000,0.166,0.834
"ad",0,1,0.000,1.000,0.249,0.751
"pact",0,1,0.000,1.000,0.249,0.751
"suspect",0,1,0.000,1.000,0.249,0.751
"jasmine",0,1,0.000,1.000,0.249,0.751
"fiore's",0,1,0.000,1.000,0.249,0.751
"irish",0,1,0.000,1.000,0.249,0.751
"win",0,2,0.000,1.000,0.166,0.834
"narrowly",0,1,0.000,1.000,0.249,0.751
"italy",0,1,0.000,1.000,0.249,0.751
"rbs",0,1,0.000,1.000,0.249,0.751
"match",0,1,0.000,1.000,0.249,0.751
"gaza",0,1,0.000,1.000,0.249,0.751
"ethics",0,1,0.000,1.000,0.249,0.751
"urban",0,1,0.000,1.000,0.249,0.751
"warfare",0,1,0.000,1.000,0.249,0.751
"australian",0,2,0.000,1.000,0.166,0.834
"newspapers",0,1,0.000,1.000,0.249,0.751
"fined",0,1,0.000,1.000,0.249,0.751
"breaches",0,1,0.000,1.000,0.249,0.751
"media",0,2,0.000,1.000,0.166,0.834
"standards",0,1,0.000,1.000,0.249,0.751
"bull",0,1,0.000,1.000,0.249,0.751
"moose",0,1,0.000,1.000,0.249,0.751
"shot",0,2,0.000,1.000,0.166,0.834
"alaska",0,1,0.000,1.000,0.249,0.751
"town",0,1,0.000,1.000,0.249,0.751
"reborn",0,1,0.000,1.000,0.249,0.751
"threat",0,2,0.000,1.000,0.166,0.834
"islamist",0,1,0.000,1.000,0.249,0.751
"militia",0,1,0.000,1.000,0.249,0.751
"driven",0,1,0.000,1.000,0.249,0.751
"mogadishu",0,1,0.000,1.000,0.249,0.751
"vow",0,1,0.000,1.000,0.249,0.751
"keep",0,1,0.000,1.000,0.249,0.751
"fighting",0,1,0.000,1.000,0.249,0.751
"ichiro",0,1,0.000,1.000,0.249,0.751
"suzuki",0,1,0.000,1.000,0.249,0.751
"delivers",0,1,0.000,1.000,0.249,0.751
"memorable",0,1,0.000,1.000,0.249,0.751
"conclusion",0,1,0.000,1.000,0.249,0.751
"w.b.c.",0,1,0.000,1.000,0.249,0.751
"controversial",0,2,0.000,1.000,0.166,0.834
"u.s.",0,1,0.000,1.000,0.249,0.751
"abortion",0,1,0.000,1.000,0.249,0.751
"kansas",0,1,0.000,1.000,0.249,0.751
"church",0,1,0.000,1.000,0.249,0.751
"executes",0,1,0.000,1.000,0.249,0.751
"woman",0,4,0.000,1.000,0.100,0.900
"despite",0,1,0.000,1.000,0.249,0.751
"execution",0,1,0.000,1.000,0.249,0.751
"general",0,2,0.000,1.000,0.166,0.834
"says",0,2,0.000,1.000,0.166,0.834
"dealers",0,1,0.000,1.000,0.249,0.751
"afghanistan",0,2,0.000,1.000,0.166,0.834
"r.",0,1,0.000,1.000,0.249,0.751
"venkataraman",0,1,0.000,1.000,0.249,0.751
"dies",0,3,0.000,1.000,0.125,0.875
"age",0,1,0.000,1.000,0.249,0.751
"98",0,1,0.000,1.000,0.249,0.751
"failed",0,1,0.000,1.000,0.249,0.751
"suicide",0,1,0.000,1.000,0.249,0.751
"bomber",0,1,0.000,1.000,0.249,0.751
"imprisoned",0,1,0.000,1.000,0.249,0.751
"queensland",0,1,0.000,1.000,0.249,0.751
"w-league",0,1,0.000,1.000,0.249,0.751
"final",0,1,0.000,1.000,0.249,0.751
"lighting",0,1,0.000,1.000,0.249,0.751
"cut",0,1,0.000,1.000,0.249,0.751
"use",0,2,0.000,1.000,0.166,0.834
"inuk",0,1,0.000,1.000,0.249,0.751
"hunter",0,1,0.000,1.000,0.249,0.751
"adrift",0,1,0.000,1.000,0.249,0.751
"arctic",0,1,0.000,1.000,0.249,0.751
"ice",0,1,0.000,1.000,0.249,0.751
"floe",0,1,0.000,1.000,0.249,0.751
"remains",0,1,0.000,1.000,0.249,0.751
"mass",0,1,0.000,1.000,0.249,0.751
"grave",0,1,0.000,1.000,0.249,0.751
"confirm",0,1,0.000,1.000,0.249,0.751
"argentina",0,1,0.000,1.000,0.249,0.751
"secret",0,1,0.000,1.000,0.249,0.751
"death",0,1,0.000,1.000,0.249,0.751
"football:",0,1,0.000,1.000,0.249,0.751
"2010",0,1,0.000,1.000,0.249,0.751
"gippsland",0,1,0.000,1.000,0.249,0.751
"football",0,1,0.000,1.000,0.249,0.751
"league",0,1,0.000,1.000,0.249,0.751
"finals",0,1,0.000,1.000,0.249,0.751
"shape",0,1,0.000,1.000,0.249,0.751
"weeks",0,1,0.000,1.000,0.249,0.751
"local",0,1,0.000,1.000,0.249,0.751
"agencies",0,1,0.000,1.000,0.249,0.751
"sell",0,1,0.000,1.000,0.249,0.751
"minneapolis",0,1,0.000,1.000,0.249,0.751
"hire",0,1,0.000,1.000,0.249,0.751
"attendants",0,1,0.000,1.000,0.249,0.751
"banks",0,1,0.000,1.000,0.249,0.751
"stress",0,1,0.000,1.000,0.249,0.751
"recession",0,1,0.000,1.000,0.249,0.751
"wears",0,1,0.000,1.000,0.249,0.751
"officer",0,1,0.000,1.000,0.249,0.751
"killed",0,2,0.000,1.000,0.166,0.834
"south",0,1,0.000,1.000,0.249,0.751
"thailand",0,1,0.000,1.000,0.249,0.751
"blasts",0,1,0.000,1.000,0.249,0.751
"senior",0,1,0.000,1.000,0.249,0.751
"afghan",0,2,0.000,1.000,0.166,0.834
"taibu",0,1,0.000,1.000,0.249,0.751
"quits",0,1,0.000,1.000,0.249,0.751
"zimbabwe",0,1,0.000,1.000,0.249,0.751
"cricket",0,1,0.000,1.000,0.249,0.751
"further",0,1,0.000,1.000,0.249,0.751
"threats",0,1,0.000,1.000,0.249,0.751
"business",0,1,0.000,1.000,0.249,0.751
"loan",0,1,0.000,1.000,0.249,0.751
"bank",0,1,0.000,1.000,0.249,0.751
"thinks",0,1,0.000,1.000,0.249,0.751
"muslim",0,1,0.000,1.000,0.249,0.751
"brotherhood",0,1,0.000,1.000,0.249,0.751
"facing",0,1,0.000,1.000,0.249,0.751
"cuba",0,1,0.000,1.000,0.249,0.751
"open-source",0,1,0.000,1.000,0.249,0.751
"software",0,1,0.000,1.000,0.249,0.751
"dwarf",0,1,0.000,1.000,0.249,0.751
"gets",0,3,0.000,1.000,0.125,0.875
"penis",0,1,0.000,1.000,0.249,0.751
"glued",0,1,0.000,1.000,0.249,0.751
"vacuum",0,1,0.000,1.000,0.249,0.751
"cleaner",0,1,0.000,1.000,0.249,0.751
"student",0,1,0.000,1.000,0.249,0.751
"bath",0,1,0.000,1.000,0.249,0.751
"england",0,1,0.000,1.000,0.249,0.751
"botswana",0,1,0.000,1.000,0.249,0.751
"holds",0,1,0.000,1.000,0.249,0.751
"parliamentary",0,1,0.000,1.000,0.249,0.751
"elections",0,2,0.000,1.000,0.166,0.834
"search",0,1,0.000,1.000,0.249,0.751
"continues",0,1,0.000,1.000,0.249,0.751
"nine",0,1,0.000,1.000,0.249,0.751
"midair",0,1,0.000,1.000,0.249,0.751
"collision",0,1,0.000,1.000,0.249,0.751
"california",0,1,0.000,1.000,0.249,0.751
"leaders",0,1,0.000,1.000,0.249,0.751
"meet",0,1,0.000,1.000,0.249,0.751
"tensions",0,1,0.000,1.000,0.249,0.751
"turkish",0,1,0.000,1.000,0.249,0.751
"plot",0,1,0.000,1.000,0.249,0.751
"mall",0,1,0.000,1.000,0.249,0.751
"street",0,1,0.000,1.000,0.249,0.751
"pork",0,1,0.000,1.000,0.249,0.751
"fights",0,1,0.000,1.000,0.249,0.751
"concerns",0,1,0.000,1.000,0.249,0.751
"swine",0,1,0.000,1.000,0.249,0.751
"flu",0,1,0.000,1.000,0.249,0.751
"details",0,1,0.000,1.000,0.249,0.751
"emerge",0,1,0.000,1.000,0.249,0.751
"al-zarqawi's",0,1,0.000,1.000,0.249,0.751
"location",0,1,0.000,1.000,0.249,0.751
"pinned",0,1,0.000,1.000,0.249,0.751
"dvd",0,1,0.000,1.000,0.249,0.751
"format",0,1,0.000,1.000,0.249,0.751
"nearing",0,1,0.000,1.000,0.249,0.751
"deadline",0,1,0.000,1.000,0.249,0.751
"editors",0,1,0.000,1.000,0.249,0.751
"share",0,1,0.000,1.000,0.249,0.751
"no.",0,1,0.000,1.000,0.249,0.751
"spot",0,1,0.000,1.000,0.249,0.751
"associated",0,1,0.000,1.000,0.249,0.751
"reporting",0,1,0.000,1.000,0.249,0.751
"scandal",0,1,0.000,1.000,0.249,0.751
"listening",0,1,0.000,1.000,0.249,0.751
"el",0,1,0.000,1.000,0.249,0.751
"salvador",0,1,0.000,1.000,0.249,0.751
"invoke",0,1,0.000,1.000,0.249,0.751
"rivalries",0,1,0.000,1.000,0.249,0.751
"olympic",0,1,0.000,1.000,0.249,0.751
"gold",0,1,0.000,1.000,0.249,0.751
"medalist",0,1,0.000,1.000,0.249,0.751
"evan",0,1,0.000,1.000,0.249,0.751
"lysacek",0,1,0.000,1.000,0.249,0.751
